ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory
Nyx Umbral SKIN (Permanent),0,0,0, NaN,0, 0, 0
Bantam Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Condor Raata Sunset SKIN (Permanent),0,4E+09,-4E+09, -Infinity,0, 0, 0
Griffin Raata Sunset SKIN (Permanent),0,2.85E+09,-2.85E+09, -Infinity,0, 0, 0
Heron Raata Sunset SKIN (Permanent),0,2.3E+09,-2.3E+09, -Infinity,0, 0, 0
Kestrel Raata Sunset SKIN (Permanent),0,2.49E+09,-2.49E+09, -Infinity,0, 0, 0
Merlin Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Harpy Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Hawk Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Buzzard Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Manticore Raata Sunset SKIN (Permanent),0,7E+08,-7E+08, -Infinity,0, 0, 0
Kitsune Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Crow Raata Sunset SKIN (Permanent),0,4E+08,-4E+08, -Infinity,0, 0, 0
Raptor Raata Sunset SKIN (Permanent),0,6E+08,-6E+08, -Infinity,0, 0, 0
Corax Raata Sunset SKIN (Permanent),0,8.5E+08,-8.5E+08, -Infinity,0, 0, 0
Cormorant Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Flycatcher Raata Sunset SKIN (Permanent),0,2.9E+08,-2.9E+08, -Infinity,0, 0, 0
Blackbird Raata Sunset SKIN (Permanent),0,8.8E+08,-8.8E+08, -Infinity,0, 0, 0
Caracal Raata Sunset SKIN (Permanent),0,4.489899E+08,-4.489899E+08, -Infinity,0, 0, 0
Moa Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Osprey Raata Sunset SKIN (Permanent),0,5.4E+08,-5.4E+08, -Infinity,0, 0, 0
Cerberus Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Eagle Raata Sunset SKIN (Permanent),0,1.1E+09,-1.1E+09, -Infinity,0, 0, 0
Onyx Raata Sunset SKIN (Permanent),0,5E+08,-5E+08, -Infinity,0, 0, 0
Basilisk Raata Sunset SKIN (Permanent),0,9.96E+08,-9.96E+08, -Infinity,0, 0, 0
Falcon Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Rook Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Drake Raata Sunset SKIN (Permanent),0,4.5E+08,-4.5E+08, -Infinity,0, 0, 0
Ferox Raata Sunset SKIN (Permanent),0,6E+08,-6E+08, -Infinity,0, 0, 0
Naga Raata Sunset SKIN (Permanent),0,2.49E+09,-2.49E+09, -Infinity,0, 0, 0
Nighthawk Raata Sunset SKIN (Permanent),0,7.7099E+08,-7.7099E+08, -Infinity,1, -770990000, 0
Vulture Raata Sunset SKIN (Permanent),0,6E+08,-6E+08, -Infinity,0, 0, 0
Raven Raata Sunset SKIN (Permanent),0,8.885E+08,-8.885E+08, -Infinity,0, 0, 0
Rokh Raata Sunset SKIN (Permanent),0,3.980009E+08,-3.980009E+08, -Infinity,0, 0, 0
Scorpion Raata Sunset SKIN (Permanent),0,4E+08,-4E+08, -Infinity,0, 0, 0
Widow Raata Sunset SKIN (Permanent),0,2.4E+09,-2.4E+09, -Infinity,0, 0, 0
Golem Raata Sunset SKIN (Permanent),0,9.75E+08,-9.75E+08, -Infinity,0, 0, 0
Phoenix Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Chimera Raata Sunset SKIN (Permanent),0,5.694444E+07,-5.694444E+07, -Infinity,0, 0, 0
Wyvern Raata Sunset SKIN (Permanent),0,1.95E+09,-1.95E+09, -Infinity,0, 0, 0
Leviathan Raata Sunset SKIN (Permanent),0,6.989E+09,-6.989E+09, -Infinity,0, 0, 0
Badger Raata Sunset SKIN (Permanent),0,4.09E+09,-4.09E+09, -Infinity,0, 0, 0
Tayra Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Crane Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Bustard Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Charon Raata Sunset SKIN (Permanent),0,2.935E+09,-2.935E+09, -Infinity,0, 0, 0
Rhea Raata Sunset SKIN (Permanent),0,6.5E+07,-6.5E+07, -Infinity,0, 0, 0
Bantam Blue Tiger SKIN (Permanent),0,1.949999E+09,-1.949999E+09, -Infinity,0, 0, 0
Condor Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Griffin Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Heron Blue Tiger SKIN (Permanent),0,7E+08,-7E+08, -Infinity,0, 0, 0
Kestrel Blue Tiger SKIN (Permanent),0,4.5E+08,-4.5E+08, -Infinity,0, 0, 0
Merlin Blue Tiger SKIN (Permanent),0,2.49E+08,-2.49E+08, -Infinity,0, 0, 0
Harpy Blue Tiger SKIN (Permanent),0,9E+08,-9E+08, -Infinity,0, 0, 0
Hawk Blue Tiger SKIN (Permanent),0,7.5E+08,-7.5E+08, -Infinity,0, 0, 0
Buzzard Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Manticore Blue Tiger SKIN (Permanent),0,5E+08,-5E+08, -Infinity,0, 0, 0
Kitsune Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Crow Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Raptor Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Corax Blue Tiger SKIN (Permanent),0,4.99E+08,-4.99E+08, -Infinity,0, 0, 0
Cormorant Blue Tiger SKIN (Permanent),0,4.48E+08,-4.48E+08, -Infinity,0, 0, 0
Flycatcher Blue Tiger SKIN (Permanent),0,7E+09,-7E+09, -Infinity,0, 0, 0
Blackbird Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Caracal Blue Tiger SKIN (Permanent),0,4.9E+08,-4.9E+08, -Infinity,0, 0, 0
Moa Blue Tiger SKIN (Permanent),0,4.75E+08,-4.75E+08, -Infinity,0, 0, 0
Osprey Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Cerberus Blue Tiger SKIN (Permanent),0,6.5E+08,-6.5E+08, -Infinity,0, 0, 0
Eagle Blue Tiger SKIN (Permanent),0,9.99E+08,-9.99E+08, -Infinity,0, 0, 0
Onyx Blue Tiger SKIN (Permanent),0,9.8055E+08,-9.8055E+08, -Infinity,0, 0, 0
Basilisk Blue Tiger SKIN (Permanent),0,6.199E+08,-6.199E+08, -Infinity,0, 0, 0
Falcon Blue Tiger SKIN (Permanent),0,9.98E+08,-9.98E+08, -Infinity,0, 0, 0
Rook Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Drake Blue Tiger SKIN (Permanent),0,2.75E+08,-2.75E+08, -Infinity,0, 0, 0
Ferox Blue Tiger SKIN (Permanent),0,9.9E+07,-9.9E+07, -Infinity,0, 0, 0
Naga Blue Tiger SKIN (Permanent),0,7.49E+08,-7.49E+08, -Infinity,0, 0, 0
Nighthawk Blue Tiger SKIN (Permanent),0,7.5E+08,-7.5E+08, -Infinity,0, 0, 0
Vulture Blue Tiger SKIN (Permanent),0,4.36E+08,-4.36E+08, -Infinity,0, 0, 0
Raven Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Rokh Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Scorpion Blue Tiger SKIN (Permanent),0,9.1393E+08,-9.1393E+08, -Infinity,0, 0, 0
Widow Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Golem Blue Tiger SKIN (Permanent),0,2.15E+09,-2.15E+09, -Infinity,0, 0, 0
Phoenix Blue Tiger SKIN (Permanent),0,1.4E+09,-1.4E+09, -Infinity,0, 0, 0
Chimera Blue Tiger SKIN (Permanent),0,1.228098E+09,-1.228098E+09, -Infinity,0, 0, 0
Wyvern Blue Tiger SKIN (Permanent),0,1.848889E+09,-1.848889E+09, -Infinity,0, 0, 0
Leviathan Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Badger Blue Tiger SKIN (Permanent),0,9.669E+09,-9.669E+09, -Infinity,0, 0, 0
Tayra Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Crane Blue Tiger SKIN (Permanent),0,8.5E+08,-8.5E+08, -Infinity,0, 0, 0
Bustard Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Charon Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Rhea Blue Tiger SKIN (Permanent),0,1.45E+09,-1.45E+09, -Infinity,0, 0, 0
Breacher Valklear Glory SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Burst Valklear Glory SKIN (Permanent),0,8.5E+08,-8.5E+08, -Infinity,0, 0, 0
Probe Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Rifter Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Slasher Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Vigil Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Jaguar Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Wolf Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Cheetah Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Hound Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Hyena Valklear Glory SKIN (Permanent),0,9.5E+08,-9.5E+08, -Infinity,0, 0, 0
Claw Valklear Glory SKIN (Permanent),0,6.89797E+08,-6.89797E+08, -Infinity,0, 0, 0
Stiletto Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Talwar Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Thrasher Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Sabre Valklear Glory SKIN (Permanent),0,6.746774E+08,-6.746774E+08, -Infinity,0, 0, 0
Bellicose Valklear Glory SKIN (Permanent),0,2.47E+09,-2.47E+09, -Infinity,0, 0, 0
Rupture Valklear Glory SKIN (Permanent),0,2E+09,-2E+09, -Infinity,0, 0, 0
Scythe Valklear Glory SKIN (Permanent),0,6.497777E+08,-6.497777E+08, -Infinity,0, 0, 0
Stabber Valklear Glory SKIN (Permanent),0,7.499999E+08,-7.499999E+08, -Infinity,0, 0, 0
Muninn Valklear Glory SKIN (Permanent),0,7E+08,-7E+08, -Infinity,0, 0, 0
Vagabond Valklear Glory SKIN (Permanent),0,4.9E+08,-4.9E+08, -Infinity,0, 0, 0
Broadsword Valklear Glory SKIN (Permanent),0,9.9E+08,-9.9E+08, -Infinity,0, 0, 0
Scimitar Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Huginn Valklear Glory SKIN (Permanent),0,8.95E+08,-8.95E+08, -Infinity,0, 0, 0
Rapier Valklear Glory SKIN (Permanent),0,3.5E+09,-3.5E+09, -Infinity,0, 0, 0
Cyclone Valklear Glory SKIN (Permanent),0,2.199999E+09,-2.199999E+09, -Infinity,0, 0, 0
Hurricane Valklear Glory SKIN (Permanent),0,9.9E+07,-9.9E+07, -Infinity,0, 0, 0
Tornado Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Claymore Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Sleipnir Valklear Glory SKIN (Permanent),0,1E+09,-1E+09, -Infinity,1, -1000000000, 0
Maelstrom Valklear Glory SKIN (Permanent),0,9.99E+08,-9.99E+08, -Infinity,0, 0, 0
Tempest Valklear Glory SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Typhoon Valklear Glory SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Panther Valklear Glory SKIN (Permanent),0,2E+09,-2E+09, -Infinity,0, 0, 0
Vargur Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Naglfar Valklear Glory SKIN (Permanent),0,1.934E+09,-1.934E+09, -Infinity,0, 0, 0
Nidhoggur Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Hel Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Ragnarok Valklear Glory SKIN (Permanent),0,4E+09,-4E+09, -Infinity,0, 0, 0
Hoarder Valklear Glory SKIN (Permanent),0,4.4478E+08,-4.4478E+08, -Infinity,0, 0, 0
Mammoth Valklear Glory SKIN (Permanent),0,8.44589E+08,-8.44589E+08, -Infinity,0, 0, 0
Wreathe Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Prowler Valklear Glory SKIN (Permanent),0,2.1E+08,-2.1E+08, -Infinity,0, 0, 0
Mastodon Valklear Glory SKIN (Permanent),0,4.3E+08,-4.3E+08, -Infinity,0, 0, 0
Fenrir Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Nomad Valklear Glory SKIN (Permanent),0,0,0, NaN,0, 0, 0
Breacher Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Burst Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Probe Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Rifter Blue Tiger SKIN (Permanent),0,4489660,-4489660, -Infinity,1, -4489660, 0
Slasher Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Vigil Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Jaguar Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Wolf Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Cheetah Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Hound Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Hyena Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Claw Blue Tiger SKIN (Permanent),0,1.5E+09,-1.5E+09, -Infinity,0, 0, 0
Stiletto Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Talwar Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Thrasher Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Sabre Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Bellicose Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Rupture Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Scythe Blue Tiger SKIN (Permanent),0,2.978999E+08,-2.978999E+08, -Infinity,0, 0, 0
Stabber Blue Tiger SKIN (Permanent),0,3700000,-3700000, -Infinity,1, -3700000, 0
Muninn Blue Tiger SKIN (Permanent),0,5E+09,-5E+09, -Infinity,0, 0, 0
Vagabond Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Broadsword Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Scimitar Blue Tiger SKIN (Permanent),0,9.5E+08,-9.5E+08, -Infinity,0, 0, 0
Huginn Blue Tiger SKIN (Permanent),0,9.89E+08,-9.89E+08, -Infinity,0, 0, 0
Rapier Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Cyclone Blue Tiger SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Hurricane Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Tornado Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Claymore Blue Tiger SKIN (Permanent),0,1.2E+09,-1.2E+09, -Infinity,0, 0, 0
Sleipnir Blue Tiger SKIN (Permanent),0,1.3E+09,-1.3E+09, -Infinity,0, 0, 0
Maelstrom Blue Tiger SKIN (Permanent),0,5E+09,-5E+09, -Infinity,0, 0, 0
Tempest Blue Tiger SKIN (Permanent),0,7.5E+09,-7.5E+09, -Infinity,0, 0, 0
Typhoon Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Panther Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Vargur Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Naglfar Blue Tiger SKIN (Permanent),0,1.2E+08,-1.2E+08, -Infinity,0, 0, 0
Nidhoggur Blue Tiger SKIN (Permanent),0,1.99999E+09,-1.99999E+09, -Infinity,0, 0, 0
Hel Blue Tiger SKIN (Permanent),0,1.87E+09,-1.87E+09, -Infinity,0, 0, 0
Ragnarok Blue Tiger SKIN (Permanent),0,2.79E+09,-2.79E+09, -Infinity,0, 0, 0
Hoarder Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Mammoth Blue Tiger SKIN (Permanent),0,1.5E+08,-1.5E+08, -Infinity,0, 0, 0
Wreathe Blue Tiger SKIN (Permanent),0,0,0, NaN,0, 0, 0
Prowler Blue Tiger SKIN (Permanent),0,3E+08,-3E+08, -Infinity,0, 0, 0
Mastodon Blue Tiger SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Fenrir Blue Tiger SKIN (Permanent),0,1.5E+09,-1.5E+09, -Infinity,0, 0, 0
Nomad Blue Tiger SKIN (Permanent),0,2.399989E+09,-2.399989E+09, -Infinity,0, 0, 0
Sansha Victory SKIN (Permanent),0,7.05E+09,-7.05E+09, -Infinity,0, 0, 0
Coalesced Element,0,0,0, NaN,0, 0, 0
Antipharmakon Thureo,1.5E+07,1.259E+07,2410001, 16.06667,2, 4820002, 8.988764044943820224719101120
Antipharmakon Kosybo,1.6E+07,1.447575E+07,1524250, 9.526563,2, 3048500, 19.379844961240310077519379840
Antipharmakon Iokira,2.15E+07,2.345E+07,-1949996, -9.069749,4, -7799984, 1.7441860465116279069767441900
Antipharmakon Toxot,2E+07,1.699997E+07,3000032, 15.00016,4, 12000130, 14.814814814814814814814814810
Antipharmakon Aeolis,2.1E+07,2.38793E+07,-2879296, -13.71093,5, -14396480, 4.3165467625899280575539568300
Abaddon Blood Raiders SKIN (Permanent),3200000,2000000,1200000, 37.5,2, 2400000, 8.333333333333333333333333330
Executioner Blood Raiders SKIN (Permanent),0,8.888889E+08,-8.888889E+08, -Infinity,0, 0, 0
Harbinger Blood Raiders SKIN (Permanent),0,3E+09,-3E+09, -Infinity,0, 0, 0
Omen Blood Raiders SKIN (Permanent),0,2.999999E+09,-2.999999E+09, -Infinity,0, 0, 0
Coalesced Element Blueprint,0,0,0, NaN,0, 0, 0
Structure Electromagnetic Sensor Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Structure Acceleration Coils Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Structure Advertisement Nexus Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Structure Electromagnetic Sensor,0,1.42E+08,-1.42E+08, -Infinity,1, -142000000, 0
Structure Acceleration Coils,1.5E+08,1.63E+08,-1.3E+07, -8.666667,1, -13000000, 0
Structure Advertisement Nexus,1E+08,7.199986E+07,2.800014E+07, 28.00014,4, 112000500, 0
Pharolux Cyno Beacon Blueprint,6E+09,6E+09,0, 0,3, 0, 0
Ansiblex Jump Gate Blueprint,1.2E+10,1.2E+10,0, 0,2, 0, 0
Astrahus Blueprint,6E+09,6E+09,0, 0,1, 0, 0
Fortizar Blueprint,7E+10,7E+10,0, 0,0, 0, 0
Keepstar Blueprint,7E+11,7E+11,0, 0,0, 0, 0
Raitaru Blueprint,4E+09,4E+09,0, 0,1, 0, 0
Azbel Blueprint,2.5E+10,2.5E+10,0, 0,0, 0, 0
Sotiyo Blueprint,1E+11,1E+11,0, 0,0, 0, 0
Athanor Blueprint,5.5E+09,5.5E+09,0, 0,1, 0, 0
Tatara Blueprint,4E+10,4E+10,0, 0,0, 0, 0
Standup Guided Bomb Launcher I Blueprint,1E+09,1E+09,0, 0,1, 0, 0
Standup Ballistic Control System I Blueprint,6E+07,6E+07,0, 0,1, 0, 0
Standup Market Hub I Blueprint,7E+09,5.9E+09,1.1E+09, 15.71428,0, 0, 0
Standup Cloning Center I Blueprint,1.6E+09,1.6E+09,0, 0,1, 0, 0
Standup Co-Processor Array I Blueprint,6E+07,6E+07,0, 0,1, 0, 0
Standup Point Defense Battery I Blueprint,1E+09,1E+09,0, 0,1, 0, 0
Standup Arcing Vorton Projector I Blueprint,1E+10,1E+10,0, 0,0, 0, 0
Standup Reprocessing Facility I Blueprint,1.6E+08,1.6E+08,0, 0,1, 0, 0
Standup Moon Drill I Blueprint,1.6E+09,1.6E+09,0, 0,1, 0, 0
Standup Variable Spectrum ECM I Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Standup XL Energy Neutralizer I Blueprint,5E+08,4.9E+08,1E+07, 2,1, 10000000, 0
Standup Heavy Energy Neutralizer I Blueprint,5E+08,5E+08,0, 0,1, 0, 0
Standup Missile Guidance Enhancer I Blueprint,6E+07,6E+07,0, 0,1, 0, 0
Standup Anticapital Missile Launcher I Blueprint,3E+08,3E+08,0, 0,1, 0, 0
Standup Multirole Missile Launcher I Blueprint,3E+08,3E+08,0, 0,1, 0, 0
Incursus Quafe SKIN (Permanent),0,0,0, NaN,0, 0, 0
Hyperion Quafe SKIN (Permanent),0,2.95E+09,-2.95E+09, -Infinity,0, 0, 0
Thorax Quafe SKIN (Permanent),0,0,0, NaN,0, 0, 0
Standup Reactor Control Unit I Blueprint,6E+07,6E+07,0, 0,1, 0, 0
Standup Remote Sensor Dampener I Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Standup Stasis Webifier I Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Standup Target Painter I Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Standup Weapon Disruptor I Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Standup Focused Warp Disruptor I Blueprint,2E+08,2E+08,0, 0,1, 0, 0
Endurance,2.645E+07,2.221295E+07,4237050, 16.01909,2, 8474100, 35.087719298245614035087719300
Standup M-Set Basic Medium Ship Manufacturing Material Efficiency I,0,8.4811E+08,-8.4811E+08, -Infinity,0, 0, 0
Standup M-Set Basic Medium Ship Manufacturing Material Efficiency II,0,1.6E+09,-1.6E+09, -Infinity,0, 0, 0
Standup M-Set Drone and Fighter Manufacturing Time Efficiency I,0,8.88827E+08,-8.88827E+08, -Infinity,0, 0, 0
Standup M-Set Drone and Fighter Manufacturing Time Efficiency II,0,1.88E+09,-1.88E+09, -Infinity,0, 0, 0
Standup M-Set Ammunition Manufacturing Time Efficiency I,0,8E+08,-8E+08, -Infinity,0, 0, 0
Standup M-Set Ammunition Manufacturing Time Efficiency II,0,0,0, NaN,0, 0, 0
Standup M-Set Basic Large Ship Manufacturing Material Efficiency II,0,1.863E+09,-1.863E+09, -Infinity,0, 0, 0
Standup M-Set Basic Medium Ship Manufacturing Time Efficiency II,0,0,0, NaN,0, 0, 0
Standup M-Set Basic Small Ship Manufacturing Material Efficiency I,0,7.79838E+08,-7.79838E+08, -Infinity,0, 0, 0
Standup M-Set Basic Small Ship Manufacturing Material Efficiency II,0,0,0, NaN,0, 0, 0
Standup M-Set Drone and Fighter Manufacturing Material Efficiency I,8.91E+08,7.427005E+08,1.482995E+08, 16.64416,0, 0, 0
Standup M-Set Drone and Fighter Manufacturing Material Efficiency II,0,1.8769E+09,-1.8769E+09, -Infinity,0, 0, 0
Standup M-Set Ammunition Manufacturing Material Efficiency I,0,8.54252E+08,-8.54252E+08, -Infinity,1, -854252000, 0
Standup M-Set Ammunition Manufacturing Material Efficiency II,0,1.944E+09,-1.944E+09, -Infinity,0, 0, 0
Standup M-Set Equipment Manufacturing Time Efficiency I,0,7.0198E+08,-7.0198E+08, -Infinity,0, 0, 0
Standup M-Set Equipment Manufacturing Time Efficiency II,0,1.57E+09,-1.57E+09, -Infinity,0, 0, 0
Standup M-Set Basic Small Ship Manufacturing Time Efficiency I,0,7.8E+08,-7.8E+08, -Infinity,0, 0, 0
Standup M-Set Basic Small Ship Manufacturing Time Efficiency II,0,0,0, NaN,0, 0, 0
Standup L-Set Ammunition Manufacturing Efficiency I,0,5.7E+09,-5.7E+09, -Infinity,0, 0, 0
Standup L-Set Ammunition Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup L-Set Basic Large Ship Manufacturing Efficiency I,0,6.3E+09,-6.3E+09, -Infinity,0, 0, 0
Standup L-Set Basic Large Ship Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup L-Set Advanced Large Ship Manufacturing Efficiency I,0,6.989E+09,-6.989E+09, -Infinity,0, 0, 0
Standup L-Set Advanced Large Ship Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup L-Set Equipment Manufacturing Efficiency I,0,6.94999E+09,-6.94999E+09, -Infinity,0, 0, 0
Standup L-Set Equipment Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup L-Set Capital Ship Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup L-Set Capital Ship Manufacturing Efficiency I,0,6.978001E+09,-6.978001E+09, -Infinity,0, 0, 0
Standup L-Set Advanced Component Manufacturing Efficiency I,0,5.38998E+09,-5.38998E+09, -Infinity,0, 0, 0
Standup L-Set Advanced Component Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup XL-Set Equipment and Consumable Manufacturing Efficiency I,0,6.29E+10,-6.29E+10, -Infinity,0, 0, 0
Standup XL-Set Equipment and Consumable Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup XL-Set Ship Manufacturing Efficiency I,0,6.2E+10,-6.2E+10, -Infinity,0, 0, 0
Standup XL-Set Ship Manufacturing Efficiency II,0,0,0, NaN,0, 0, 0
Standup XL-Set Laboratory Optimization II,0,0,0, NaN,0, 0, 0
Standup XL-Set Laboratory Optimization I,0,3.67E+10,-3.67E+10, -Infinity,0, 0, 0
Standup M-Set Missile Precision I,0,3.349E+08,-3.349E+08, -Infinity,1, -334900000, 0
Standup M-Set Missile Precision II,0,3.99E+09,-3.99E+09, -Infinity,0, 0, 0
Standup M-Set Energy Neutralizer Projection I,4.4997E+08,3.796E+08,7.036998E+07, 15.63882,1, 70369980, 0
Standup M-Set Energy Neutralizer Projection II,0,0,0, NaN,0, 0, 0
Standup M-Set Missile Projection I,0,3.299E+08,-3.299E+08, -Infinity,1, -329900000, 0
Standup M-Set Missile Projection II,0,0,0, NaN,0, 0, 0
Standup M-Set Energy Neutralizer Economy I,0,3.42001E+08,-3.42001E+08, -Infinity,0, 0, 0
Standup M-Set Energy Neutralizer Economy II,0,0,0, NaN,0, 0, 0
Standup M-Set Electronic Warfare Projection I,4.58698E+08,3.84202E+08,7.4496E+07, 16.24075,1, 74496000, 25.00
Standup M-Set Electronic Warfare Projection II,0,0,0, NaN,0, 0, 0
Standup M-Set Electronic Warfare Economy I,0,3.753127E+08,-3.753127E+08, -Infinity,1, -375312700, 0
Standup M-Set Electronic Warfare Economy II,0,0,0, NaN,0, 0, 0
Standup M-Set Structure Target Multiplexing I,0,2.89E+08,-2.89E+08, -Infinity,0, 0, 0
