ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
Core B-Type Large Armor Repairer,0.00,"67,361,010.00","-67,361,010.00", -Infinity,1.00,"-67,361,010.00",0.00,,
Caesarium Cadmide,0.00,"19,077.57","-19,077.57", -Infinity,"3,537.00","-67,477,370.00",0.00,,
Republic Fleet 250mm Artillery,0.00,"16,899,970.00","-16,899,970.00", -Infinity,4.00,"-67,599,900.00",0.00,,
Women's 'Hover' Tights (light),0.00,"67,600,000.00","-67,600,000.00", -Infinity,1.00,"-67,600,000.00",0.00,,
Compressed Mercoxit,0.00,"1,829,999.00","-1,829,999.00", -Infinity,37.00,"-67,709,960.00",0.00,,
Chaotic Exotic Filament,0.00,"33,899,900.00","-33,899,900.00", -Infinity,2.00,"-67,799,790.00",0.00,,
Ishtar Glacial Drift SKIN (Permanent),"49,000,000.00","116,999,700.00","-67,999,690.00",-138.77,1.00,"-67,999,690.00",0.00,,
Structure Laboratory,0.00,"68,000,000.00","-68,000,000.00", -Infinity,1.00,"-68,000,000.00",0.00,,
Unstable X-Large Shield Booster Mutaplasmid,0.00,"68,000,000.00","-68,000,000.00", -Infinity,1.00,"-68,000,000.00",0.00,,
Mid-grade Virtue Epsilon,"500,000,000.00","568,999,400.00","-68,999,420.00",-13.80,1.00,"-68,999,420.00",0.00,,
Compressed Pristine White Glaze,0.00,"299,999.60","-299,999.60", -Infinity,230.00,"-68,999,910.00",0.00,,
Mannar Hair Gel,0.00,"69,000,000.00","-69,000,000.00", -Infinity,1.00,"-69,000,000.00",0.00,,
Pith A-Type EM Ward Field,0.00,"69,960,000.00","-69,960,000.00", -Infinity,1.00,"-69,960,000.00",0.00,,
'Chivalry' Large Remote Capacitor Transmitter,0.00,"70,000,000.00","-70,000,000.00", -Infinity,1.00,"-70,000,000.00",0.00,,
'Crop' Gas Cloud Harvester,0.00,"70,000,000.00","-70,000,000.00", -Infinity,1.00,"-70,000,000.00",0.00,,
Thanatos Glacial Drift SKIN (Permanent),0.00,"70,000,000.00","-70,000,000.00", -Infinity,1.00,"-70,000,000.00",0.00,,
Skiff Glacial Drift SKIN (Permanent),0.00,"70,000,000.00","-70,000,000.00", -Infinity,1.00,"-70,000,000.00",0.00,,
Garmur Glacial Drift SKIN (Permanent),0.00,"70,000,000.00","-70,000,000.00", -Infinity,1.00,"-70,000,000.00",0.00,,
Unstable 10MN Afterburner Mutaplasmid,0.00,"70,000,000.00","-70,000,000.00", -Infinity,1.00,"-70,000,000.00",0.00,,
Minmatar Freighter,"80,000,000.00","83,900,000.00","-3,900,000.00",-4.88,18.00,"-70,200,000.00",0.00,,
True Sansha Heavy Pulse Laser,0.00,"35,287,000.00","-35,287,000.00", -Infinity,2.00,"-70,574,000.00",0.00,,
Centus C-Type Armor Explosive Hardener,0.00,"71,000,000.00","-71,000,000.00", -Infinity,1.00,"-71,000,000.00",0.00,,
Standup Reactor Control Unit II,0.00,"71,397,000.00","-71,397,000.00", -Infinity,1.00,"-71,397,000.00",0.00,,
Corpus B-Type Armor Explosive Hardener,0.00,"72,000,000.00","-72,000,000.00", -Infinity,1.00,"-72,000,000.00",0.00,,
Pithi C-Type Small Remote Shield Booster,0.00,"24,000,000.00","-24,000,000.00", -Infinity,3.00,"-72,000,000.00",0.00,,
Arbalest Compact XL Torpedo Launcher,"102,000,000.00","126,000,000.00","-24,000,000.00",-23.53,3.00,"-72,000,000.00",0.00,,
Bhaalgorn Glacial Drift SKIN (Permanent),0.00,"72,000,000.00","-72,000,000.00", -Infinity,1.00,"-72,000,000.00",0.00,,
Mobile Medium Warp Disruptor I Blueprint,"29,941,120.00","47,993,000.00","-18,051,880.00",-60.29,4.00,"-72,207,500.00",0.00,,
Centum B-Type Medium Remote Armor Repairer,0.00,"72,600,000.00","-72,600,000.00", -Infinity,1.00,"-72,600,000.00",0.00,,
Capital Artillery Specialization,"30,000,000.00","34,289,000.00","-4,289,000.00",-14.30,17.00,"-72,913,000.00",0.20,,
Sentient Sensor Booster,0.00,"72,999,800.00","-72,999,800.00", -Infinity,1.00,"-72,999,800.00",0.00,,
'Crucible' Small Cap Battery,0.00,"73,777,000.00","-73,777,000.00", -Infinity,1.00,"-73,777,000.00",0.00,,
Rupture Blueprint,"83,000,000.00","120,000,000.00","-36,999,980.00",-44.58,2.00,"-73,999,970.00",0.00,,
Ammatar Navy Medium Energy Nosferatu,0.00,"74,000,000.00","-74,000,000.00", -Infinity,1.00,"-74,000,000.00",0.00,,
Photon Microprocessor,0.00,"56,867.97","-56,867.97", -Infinity,"1,306.00","-74,269,570.00",0.00,,
Core B-Type Armor EM Hardener,0.00,"74,809,990.00","-74,809,990.00", -Infinity,1.00,"-74,809,990.00",0.00,,
Medium 'Ditch' Energy Neutralizer,0.00,"74,950,000.00","-74,950,000.00", -Infinity,1.00,"-74,950,000.00",0.00,,
Nidhoggur Justice SKIN (Permanent),0.00,"74,999,940.00","-74,999,940.00", -Infinity,1.00,"-74,999,940.00",0.00,,
True Sansha Medium EMP Smartbomb,0.00,"75,000,000.00","-75,000,000.00", -Infinity,1.00,"-75,000,000.00",0.00,,
Moros Glacial Drift SKIN (Permanent),0.00,"75,000,000.00","-75,000,000.00", -Infinity,1.00,"-75,000,000.00",0.00,,
Atron Serpentis SKIN (Permanent),0.00,"75,326,000.00","-75,326,000.00", -Infinity,1.00,"-75,326,000.00",0.00,,
Naglfar Spirit SKIN (Permanent),0.00,"75,521,120.00","-75,521,120.00", -Infinity,1.00,"-75,521,120.00",0.00,,
Enforcer Glacial Drift SKIN (Permanent),0.00,"75,984,000.00","-75,984,000.00", -Infinity,1.00,"-75,984,000.00",0.00,,
Capital Ancillary Current Router I,0.00,"76,400,000.00","-76,400,000.00", -Infinity,1.00,"-76,400,000.00",0.00,,
Titanium Chromide,0.00,"12,415.33","-12,415.33", -Infinity,"6,162.00","-76,503,260.00",0.00,,
Corpii B-Type Adaptive Nano Plating,0.00,"76,709,010.00","-76,709,010.00", -Infinity,1.00,"-76,709,010.00",0.00,,
Phoenix,"1,520,000,000.00","1,596,964,000.00","-76,963,840.00",-5.06,1.00,"-76,963,840.00",8.33,,
Low-grade Snake Delta,0.00,"76,997,380.00","-76,997,380.00", -Infinity,1.00,"-76,997,380.00",0.00,,
Corpii C-Type Small Energy Neutralizer,0.00,"77,899,990.00","-77,899,990.00", -Infinity,1.00,"-77,899,990.00",0.00,,
Stratios SOE Blue Cell (Surveillance) SKIN (Permanent),"479,790,000.00","557,777,800.00","-77,987,810.00",-16.25,1.00,"-77,987,810.00",0.00,,
Gist C-Type 500MN Microwarpdrive,0.00,"78,000,000.00","-78,000,000.00", -Infinity,1.00,"-78,000,000.00",0.00,,
Gallente Control Tower Medium,"120,000,000.00","198,000,000.00","-78,000,000.00",-65.00,1.00,"-78,000,000.00",0.00,,
Caracal Nugoeihuvi SKIN (Permanent),0.00,"78,888,890.00","-78,888,890.00", -Infinity,1.00,"-78,888,890.00",0.00,,
Wolf Dawn of Liberation SKIN (Permanent),0.00,"79,000,000.00","-79,000,000.00", -Infinity,1.00,"-79,000,000.00",0.00,,
Low-grade Harvest Alpha,0.00,"79,200,000.00","-79,200,000.00", -Infinity,1.00,"-79,200,000.00",0.00,,
Devoter Purity of the Throne SKIN (Permanent),0.00,"79,241,330.00","-79,241,330.00", -Infinity,1.00,"-79,241,330.00",0.00,,
Scalpel,"18,000,000.00","44,500,000.00","-26,500,000.00",-147.22,3.00,"-79,500,000.00",0.00,,
Domination Medium Artillery Battery,0.00,"19,899,100.00","-19,899,100.00", -Infinity,4.00,"-79,596,420.00",0.00,,
Corelum B-Type Medium Remote Armor Repairer,0.00,"79,799,920.00","-79,799,920.00", -Infinity,1.00,"-79,799,920.00",0.00,,
Absolution,"319,000,000.00","398,899,000.00","-79,898,980.00",-25.05,1.00,"-79,898,980.00",0.00,,
Ore Prospecting Array 3,"120,000,000.00","199,999,900.00","-79,999,940.00",-66.67,1.00,"-79,999,940.00",0.00,,
Charon Glacial Drift SKIN (Permanent),0.00,"79,999,980.00","-79,999,980.00", -Infinity,1.00,"-79,999,980.00",0.00,,
Men’s ‘Crusader’ Beret (Amarr Empire),0.00,"79,999,990.00","-79,999,990.00", -Infinity,1.00,"-79,999,990.00",0.00,,
Domination 425mm Autocannon,0.00,"40,000,000.00","-40,000,000.00", -Infinity,2.00,"-80,000,000.00",0.00,,
Multifrequency XL Blueprint,0.00,"80,000,000.00","-80,000,000.00", -Infinity,1.00,"-80,000,000.00",0.00,,
Small Intact Hull Section,0.00,"80,000,000.00","-80,000,000.00", -Infinity,1.00,"-80,000,000.00",0.00,,
Pacifier DED 'Master-at-Arms' Recruiter SKIN (Permanent),0.00,"80,000,000.00","-80,000,000.00", -Infinity,1.00,"-80,000,000.00",0.00,,
Revelation Cold Iron SKIN (Permanent),0.00,"80,230,010.00","-80,230,010.00", -Infinity,1.00,"-80,230,010.00",0.00,,
Retribution Purity of the Throne SKIN (Permanent),0.00,"80,999,980.00","-80,999,980.00", -Infinity,1.00,"-80,999,980.00",0.00,,
Pith C-Type X-Large Shield Booster,0.00,"81,000,000.00","-81,000,000.00", -Infinity,1.00,"-81,000,000.00",0.00,,
Hurricane Fleet Issue Glacial Drift SKIN (Permanent),"16,000,000.00","98,000,000.00","-82,000,000.00",-512.50,1.00,"-82,000,000.00",50.00,,
Archon,"888,989,900.00","972,500,000.00","-83,510,080.00",-9.39,1.00,"-83,510,080.00",0.00,,
800mm Heavy 'Jolt' Repeating Cannon I,0.00,"28,000,000.00","-28,000,000.00", -Infinity,3.00,"-83,999,990.00",0.00,,
Minmatar Mining Corporation Strong Box,0.00,"42,000,000.00","-42,000,000.00", -Infinity,2.00,"-84,000,000.00",0.00,,
Women's 'Mitral' Boots (black),0.00,"84,949,990.00","-84,949,990.00", -Infinity,1.00,"-84,949,990.00",0.00,,
Zainou 'Gypsy' CPU Management EE-604,0.00,"85,000,000.00","-85,000,000.00", -Infinity,1.00,"-85,000,000.00",0.00,,
Ninazu,"845,000,000.00","930,000,000.00","-85,000,000.00",-10.06,1.00,"-85,000,000.00",25.00,,
Men's 'Mirelle' Upwell Executive Coat,0.00,"85,000,000.00","-85,000,000.00", -Infinity,1.00,"-85,000,000.00",0.00,,
Women's ‘Liberator’ Beret (Minmatar Republic),0.00,"85,000,000.00","-85,000,000.00", -Infinity,1.00,"-85,000,000.00",0.00,,
Nidhoggur Spirit SKIN (Permanent),0.00,"85,000,000.00","-85,000,000.00", -Infinity,1.00,"-85,000,000.00",0.00,,
Compressed Bright Spodumain,0.00,"338,999.00","-338,999.00", -Infinity,251.00,"-85,088,750.00",0.00,,
Amber Cytoserocin,0.00,"93,992.31","-93,992.31", -Infinity,907.00,"-85,251,020.00",0.00,,
Minmatar Encounter Surveillance System,"24,900,000.00","42,028,640.00","-17,128,640.00",-68.79,5.00,"-85,643,220.00",0.00,,
High-grade Talon Delta,0.00,"85,858,550.00","-85,858,550.00", -Infinity,1.00,"-85,858,550.00",0.00,,
Caldari Navy Shield Boost Amplifier,0.00,"85,990,000.00","-85,990,000.00", -Infinity,1.00,"-85,990,000.00",0.00,,
Men's 'Street' Shirt (black),0.00,"86,000,000.00","-86,000,000.00", -Infinity,1.00,"-86,000,000.00",0.00,,
Krystallos,0.00,"1,975,000.00","-1,975,000.00", -Infinity,44.00,"-86,900,000.00",0.00,,
Dark Blood Medium Armor Repairer,0.00,"86,999,000.00","-86,999,000.00", -Infinity,1.00,"-86,999,000.00",0.00,,
Centus B-Type Armor Explosive Hardener,0.00,"87,045,470.00","-87,045,470.00", -Infinity,1.00,"-87,045,470.00",0.00,,
Dark Blood Tachyon Beam Laser,0.00,"21,788,890.00","-21,788,890.00", -Infinity,4.00,"-87,155,550.00",0.00,,
Centii B-Type Small Armor Repairer,0.00,"88,000,000.00","-88,000,000.00", -Infinity,1.00,"-88,000,000.00",0.00,,
Vargur Thukker Tribe SKIN (Permanent),0.00,"88,000,180.00","-88,000,180.00", -Infinity,1.00,"-88,000,180.00",0.00,,
Core B-Type Armor Explosive Hardener,0.00,"88,646,550.00","-88,646,550.00", -Infinity,1.00,"-88,646,550.00",0.00,,
Neo Mercurite,0.00,"47,997.04","-47,997.04", -Infinity,"1,850.00","-88,794,520.00",0.00,,
Zainou 'Gypsy' Weapon Disruption WD-905,0.00,"89,000,000.00","-89,000,000.00", -Infinity,1.00,"-89,000,000.00",0.00,,
Noctis Glacial Drift SKIN (Permanent),0.00,"89,000,000.00","-89,000,000.00", -Infinity,1.00,"-89,000,000.00",0.00,,
True Sansha Tachyon Beam Laser,0.00,"44,900,000.00","-44,900,000.00", -Infinity,2.00,"-89,799,990.00",0.00,,
Pyerite,3.00,3.73,-0.73,-24.33,"123,145,743.00","-89,896,390.00",6.27,,
Polarized Neutron Blaster Cannon,0.00,"9,999,885.00","-9,999,885.00", -Infinity,9.00,"-89,998,970.00",0.00,,
'Augmented' Ogre,0.00,"44,999,910.00","-44,999,910.00", -Infinity,2.00,"-89,999,820.00",0.00,,
Large Degenerative Concussion Bomb I,0.00,"45,000,000.00","-45,000,000.00", -Infinity,2.00,"-89,999,990.00",0.00,,
Zainou 'Gnome' Shield Emission Systems SE-802,0.00,"10,000,000.00","-10,000,000.00", -Infinity,9.00,"-90,000,000.00",0.00,,
Men's 'Commando' Pants (gold/black),0.00,"90,000,000.00","-90,000,000.00", -Infinity,1.00,"-90,000,000.00",0.00,,
Corpum A-Type Energized Thermal Membrane,0.00,"90,000,000.00","-90,000,000.00", -Infinity,1.00,"-90,000,000.00",0.00,,
Pith C-Type Shield Boost Amplifier,0.00,"90,000,000.00","-90,000,000.00", -Infinity,1.00,"-90,000,000.00",0.00,,
Shrapnel Bomb Blueprint,"200,000,000.00","290,000,000.00","-90,000,000.00",-45.00,1.00,"-90,000,000.00",0.00,,
Federation Grand Prix Impetus Package,0.00,"90,000,000.00","-90,000,000.00", -Infinity,1.00,"-90,000,000.00",0.00,,
Plasmonic Metamaterials,0.00,"19,733.66","-19,733.66", -Infinity,"4,611.00","-90,991,900.00",0.00,,
Capital Ship Assembly Array,"109,000,000.00","200,000,000.00","-91,000,000.00",-83.49,1.00,"-91,000,000.00",0.00,,
Compressed Iridescent Gneiss,0.00,"149,999.90","-149,999.90", -Infinity,624.00,"-93,599,950.00",0.00,,
Domination Large Proton Smartbomb,0.00,"93,999,990.00","-93,999,990.00", -Infinity,1.00,"-93,999,990.00",0.00,,
Medium 'Strigoi' Energy Nosferatu,0.00,"94,499,970.00","-94,499,970.00", -Infinity,1.00,"-94,499,970.00",0.00,,
High-grade Grail Delta,0.00,"95,000,000.00","-95,000,000.00", -Infinity,1.00,"-95,000,000.00",0.00,,
Tengu Glacial Drift SKIN (Permanent),0.00,"95,000,000.00","-95,000,000.00", -Infinity,1.00,"-95,000,000.00",0.00,,
Epithal Planetary Extraction (Upwell) SKIN (Permanent),0.00,"95,000,000.00","-95,000,000.00", -Infinity,1.00,"-95,000,000.00",0.00,,
Orca Minmatar Industrial Livery SKIN (Permanent),0.00,"96,000,000.00","-96,000,000.00", -Infinity,1.00,"-96,000,000.00",0.00,,
Rokh Nugoeihuvi SKIN (Permanent),0.00,"96,102,030.00","-96,102,030.00", -Infinity,1.00,"-96,102,030.00",0.00,,
Hel Glacial Drift SKIN (Permanent),0.00,"96,666,660.00","-96,666,660.00", -Infinity,1.00,"-96,666,660.00",0.00,,
Capital Graviton Reactor Unit,0.00,"2,150,000.00","-2,150,000.00", -Infinity,45.00,"-96,750,000.00",0.00,,
Capital Drone Bay,"1,900,000.00","3,578,899.00","-1,678,899.00",-88.36,58.00,"-97,376,130.00",5.45,,
True Sansha Heavy Beam Laser,0.00,"32,500,000.00","-32,500,000.00", -Infinity,3.00,"-97,500,000.00",0.00,,
Core A-Type Armor Thermal Hardener,0.00,"98,000,000.00","-98,000,000.00", -Infinity,1.00,"-98,000,000.00",0.00,,
Hound Dawn of Liberation SKIN (Permanent),0.00,"98,000,000.00","-98,000,000.00", -Infinity,1.00,"-98,000,000.00",0.00,,
Naglfar Glacial Drift SKIN (Permanent),0.00,"98,044,000.00","-98,044,000.00", -Infinity,1.00,"-98,044,000.00",0.00,,
Women's 'Aeriform' Headwear (orange),"500,000,000.00","598,546,300.00","-98,546,300.00",-19.71,1.00,"-98,546,300.00",0.00,,
Capital Murky Compact Remote Shield Booster,0.00,"98,992,890.00","-98,992,890.00", -Infinity,1.00,"-98,992,890.00",0.00,,
Men's 'Sterling' Dress Shirt (olive),0.00,"98,999,980.00","-98,999,980.00", -Infinity,1.00,"-98,999,980.00",0.00,,
General Storage,0.00,"99,000,000.00","-99,000,000.00", -Infinity,1.00,"-99,000,000.00",0.00,,
Capital Gremlin Compact Energy Neutralizer,0.00,"99,000,000.00","-99,000,000.00", -Infinity,1.00,"-99,000,000.00",0.00,,
Standup Anticapital Missile Launcher II,"190,000,000.00","289,000,000.00","-99,000,000.00",-52.11,1.00,"-99,000,000.00",0.00,,
Advanced Large Ship Assembly Array,0.00,"99,099,930.00","-99,099,930.00", -Infinity,1.00,"-99,099,930.00",0.00,,
Basic EM Ward Amplifier,0.00,"99,500,000.00","-99,500,000.00", -Infinity,1.00,"-99,500,000.00",0.00,,
Corpum B-Type Energized Adaptive Nano Membrane,"499,999,400.00","599,620,000.00","-99,620,540.00",-19.92,1.00,"-99,620,540.00",0.00,,
Core A-Type Armor Explosive Hardener,0.00,"99,770,000.00","-99,770,000.00", -Infinity,1.00,"-99,770,000.00",0.00,,
'Bailey' 1600mm Steel Plates,0.00,"99,850,000.00","-99,850,000.00", -Infinity,1.00,"-99,850,000.00",0.00,,
Shadow Serpentis Co-Processor,0.00,"99,900,000.00","-99,900,000.00", -Infinity,1.00,"-99,900,000.00",0.00,,
Legion Glacial Drift SKIN (Permanent),0.00,"99,999,000.00","-99,999,000.00", -Infinity,1.00,"-99,999,000.00",0.00,,
Quad Mega Pulse Laser I,0.00,"49,999,890.00","-49,999,890.00", -Infinity,2.00,"-99,999,780.00",0.00,,
Shadow Serpentis 250mm Railgun,0.00,"50,000,000.00","-50,000,000.00", -Infinity,2.00,"-100,000,000.00",0.00,,
Republic Fleet Large Shield Booster,0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Centus B-Type Armor Thermal Hardener,0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Pithi C-Type Small Shield Booster,0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Minmatar Control Tower Small,0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Low-grade Harvest Beta,0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Atron Intaki Syndicate SKIN (Permanent),0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Procurer Guristas Industrial Livery SKIN (Permanent),0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Covetor Guristas Industrial Livery SKIN (Permanent),0.00,"100,000,000.00","-100,000,000.00", -Infinity,1.00,"-100,000,000.00",0.00,,
Corpii A-Type Adaptive Nano Plating,0.00,"101,150,100.00","-101,150,100.00", -Infinity,1.00,"-101,150,100.00",0.00,,
Low-grade Virtue Omega,"298,754,400.00","400,000,000.00","-101,245,600.00",-33.89,1.00,"-101,245,600.00",0.00,,
Gist A-Type EM Ward Field,0.00,"101,800,000.00","-101,800,000.00", -Infinity,1.00,"-101,800,000.00",0.00,,
Compressed Immaculate Jaspet,0.00,"50,502.89","-50,502.89", -Infinity,"2,025.00","-102,268,400.00",0.00,,
Sunesis Capsuleer Networker XV SKIN (Permanent),0.00,"103,103,100.00","-103,103,100.00", -Infinity,1.00,"-103,103,100.00",0.00,,
Capital Anti-EM Screen Reinforcer II,0.00,"51,622,990.00","-51,622,990.00", -Infinity,2.00,"-103,246,000.00",0.00,,
Dread Guristas Mjolnir Light Missile,"99,999.99","300,000.00","-200,000.00",-200.00,529.00,"-105,800,000.00",4.14,,
Gas Cloud Harvester I Blueprint,"16,500,000.00","43,321,100.00","-26,821,100.00",-162.55,4.00,"-107,284,400.00",0.00,,
Providence Purity of the Throne SKIN (Permanent),0.00,"107,999,000.00","-107,999,000.00", -Infinity,1.00,"-107,999,000.00",0.00,,
Tornado Blueprint,"592,000,000.00","700,000,000.00","-108,000,000.00",-18.24,1.00,"-108,000,000.00",0.00,,
Capital Pulse Laser Specialization,"42,000,000.00","150,000,000.00","-108,000,000.00",-257.14,1.00,"-108,000,000.00",0.00,,
Pith B-Type Thermal Dissipation Field,0.00,"109,000,000.00","-109,000,000.00", -Infinity,1.00,"-109,000,000.00",0.00,,
Capital Nanoelectrical Microprocessor,0.00,"1,090,000.00","-1,090,000.00", -Infinity,100.00,"-109,000,000.00",0.00,,
Imperial Navy Captain Insignia I,"180,000.00","2,000,000.00","-1,820,000.00","-1,011.11",60.00,"-109,200,000.00",23.28,,
Inherent Implants 'Squire' Capacitor Systems Operation EO-604,0.00,"109,500,000.00","-109,500,000.00", -Infinity,1.00,"-109,500,000.00",0.00,,
Women's 'Structure' Skirt (red leather),0.00,"109,500,000.00","-109,500,000.00", -Infinity,1.00,"-109,500,000.00",0.00,,
'Gjallarhorn' Explosive Doomsday Blueprint,"240,435,300.00","350,000,000.00","-109,564,700.00",-45.57,1.00,"-109,564,700.00",0.00,,
Dark Blood Heavy Pulse Laser,0.00,"36,543,210.00","-36,543,210.00", -Infinity,3.00,"-109,629,600.00",0.00,,
Sleeper Data Library,"475,000.00","490,000.00","-15,000.00",-3.16,"7,309.00","-109,635,000.00",19.85,,
Core C-Type 100MN Afterburner,0.00,"109,990,000.00","-109,990,000.00", -Infinity,1.00,"-109,990,000.00",0.00,,
Zainou 'Deadeye' Guided Missile Precision GP-804,0.00,"110,000,000.00","-110,000,000.00", -Infinity,1.00,"-110,000,000.00",0.00,,
Inherent Implants 'Squire' Capacitor Management EM-804,0.00,"110,000,000.00","-110,000,000.00", -Infinity,1.00,"-110,000,000.00",0.00,,
Women's 'Eternity' Boots (Black/Gold),0.00,"110,000,000.00","-110,000,000.00", -Infinity,1.00,"-110,000,000.00",0.00,,
Core A-Type Large Armor Repairer,0.00,"110,337,000.00","-110,337,000.00", -Infinity,1.00,"-110,337,000.00",0.00,,
Eifyr and Co. 'Gunslinger' Surgical Strike SS-904,0.00,"110,999,000.00","-110,999,000.00", -Infinity,1.00,"-110,999,000.00",0.00,,
Corelum A-Type Medium Remote Armor Repairer,0.00,"111,000,000.00","-111,000,000.00", -Infinity,1.00,"-111,000,000.00",0.00,,
Core X-Type Armor Explosive Hardener,0.00,"111,090,600.00","-111,090,600.00", -Infinity,1.00,"-111,090,600.00",0.00,,
Corpus B-Type Large Armor Repairer,0.00,"111,111,100.00","-111,111,100.00", -Infinity,1.00,"-111,111,100.00",0.00,,
Frostline 'Omnivore' Harvester Upgrade Blueprint Crate,0.00,"113,589,900.00","-113,589,900.00", -Infinity,1.00,"-113,589,900.00",0.00,,
10000MN Y-S8 Compact Afterburner,0.00,"113,908,900.00","-113,908,900.00", -Infinity,1.00,"-113,908,900.00",0.00,,
Unstable Medium Shield Extender Mutaplasmid,0.00,"114,500,000.00","-114,500,000.00", -Infinity,1.00,"-114,500,000.00",0.00,,
Svipul Glacial Drift SKIN (Permanent),"25,000,000.00","140,000,000.00","-115,000,000.00",-460.00,1.00,"-115,000,000.00",0.00,,
Zainou 'Gnome' Shield Operation SP-904,0.00,"115,299,000.00","-115,299,000.00", -Infinity,1.00,"-115,299,000.00",0.00,,
Revelation Glacial Drift SKIN (Permanent),"18,000,000.00","133,700,000.00","-115,700,000.00",-642.78,1.00,"-115,700,000.00",0.00,,
Bowhead Minmatar Industrial Livery SKIN (Permanent),0.00,"116,000,000.00","-116,000,000.00", -Infinity,1.00,"-116,000,000.00",0.00,,
Mobile Small Warp Disruptor I Blueprint,"7,485,280.00","30,794,860.00","-23,309,580.00",-311.41,5.00,"-116,547,900.00",0.00,,
Centus B-Type Large Armor Repairer,0.00,"116,697,000.00","-116,697,000.00", -Infinity,1.00,"-116,697,000.00",0.00,,
Imperial Navy Mega Beam Laser,0.00,"58,490,000.00","-58,490,000.00", -Infinity,2.00,"-116,980,000.00",0.00,,
Nidhoggur,"1,067,000,000.00","1,184,258,000.00","-117,258,300.00",-10.99,1.00,"-117,258,300.00",0.00,,
Compressed Dazzling Spodumain,0.00,"399,999.00","-399,999.00", -Infinity,295.00,"-117,999,700.00",0.00,,
Exequror Blueprint,0.00,"118,000,000.00","-118,000,000.00", -Infinity,1.00,"-118,000,000.00",0.00,,
Minokawa,"980,000,000.00","1,098,100,000.00","-118,100,100.00",-12.05,1.00,"-118,100,100.00",0.00,,
Stiletto Dawn of Liberation SKIN (Permanent),0.00,"118,300,200.00","-118,300,200.00", -Infinity,1.00,"-118,300,200.00",0.00,,
Caldari Navy Torpedo Launcher,"80,000,000.00","119,820,000.00","-39,819,980.00",-49.77,3.00,"-119,460,000.00",66.67,,
Women's SARO 'Black Troop' Combat Suit,0.00,"119,996,000.00","-119,996,000.00", -Infinity,1.00,"-119,996,000.00",0.00,,
Synthetic Hull Conversion Reinforced Bulkheads,0.00,"59,999,970.00","-59,999,970.00", -Infinity,2.00,"-119,999,900.00",0.00,,
Eifyr and Co. 'Rogue' Warp Drive Speed WS-613,0.00,"120,000,000.00","-120,000,000.00", -Infinity,1.00,"-120,000,000.00",0.00,,
Federation Navy Large Plasma Smartbomb,0.00,"120,000,000.00","-120,000,000.00", -Infinity,1.00,"-120,000,000.00",0.00,,
Capital Stasis Drone Augmentor I,0.00,"60,000,000.00","-60,000,000.00", -Infinity,2.00,"-120,000,000.00",0.00,,
Men's ‘Liberator’ Beret (Minmatar Republic),0.00,"120,000,000.00","-120,000,000.00", -Infinity,1.00,"-120,000,000.00",0.00,,
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1004,0.00,"120,988,700.00","-120,988,700.00", -Infinity,1.00,"-120,988,700.00",0.00,,
Rifter Hazard Control SKIN (Permanent),0.00,"122,000,000.00","-122,000,000.00", -Infinity,1.00,"-122,000,000.00",0.00,,
Proteus Skyliner SKIN (Permanent),"200,000,000.00","322,000,000.00","-122,000,000.00",-61.00,1.00,"-122,000,000.00",0.00,,
Zainou 'Deadeye' Rapid Launch RL-1004,0.00,"123,900,000.00","-123,900,000.00", -Infinity,1.00,"-123,900,000.00",0.00,,
Capital Indefatigable Enduring Emergency Hull Energizer,0.00,"124,000,000.00","-124,000,000.00", -Infinity,1.00,"-124,000,000.00",0.00,,
Jaguar Dawn of Liberation SKIN (Permanent),0.00,"124,000,000.00","-124,000,000.00", -Infinity,1.00,"-124,000,000.00",0.00,,
Gas Cloud Harvesting,"30,000,000.00","32,758,890.00","-2,758,888.00",-9.20,45.00,"-124,150,000.00",2.35,,
Men's 'Quafe' T-shirt YC 115,0.00,"125,000,000.00","-125,000,000.00", -Infinity,1.00,"-125,000,000.00",0.00,,
Minokawa Matigu Seabeast SKIN (Permanent),0.00,"125,000,000.00","-125,000,000.00", -Infinity,1.00,"-125,000,000.00",0.00,,
Republic Fleet Ballistic Control System,"128,000,000.00","190,560,200.00","-62,560,190.00",-48.88,2.00,"-125,120,400.00",40.74,,
Republic Fleet Stasis Webifier,0.00,"126,999,500.00","-126,999,500.00", -Infinity,1.00,"-126,999,500.00",0.00,,
Capital Dynamic Fuel Valve II,0.00,"127,200,000.00","-127,200,000.00", -Infinity,1.00,"-127,200,000.00",0.00,,
