ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
YC118 Succession Trial Champion’s Decree – House Sarum,0.00,"4,444,444,000.00","-4,444,444,000.00", -Infinity,0.00,0.00,0.00,,
Garmur Waschi Uprising 'Parade' SKIN (Permanent),0.00,"9,750,000,000.00","-9,750,000,000.00", -Infinity,0.00,0.00,0.00,,
Orthrus Waschi Uprising 'Parade' SKIN (Permanent),"99,999.99","100,000.00",-0.03,0.00,1.00,-0.03,25.00,,
Barghest Waschi Uprising 'Parade' SKIN (Permanent),"175,000.00","175,000.00",-0.02,0.00,3.00,-0.05,0.00,,
Ice Mining Laser I Blueprint,"1,900,000.00","1,900,000.00",-0.13,0.00,3.00,-0.38,0.00,,
Brutix Serpentis SKIN (Permanent),"174,999.70","175,000.00",-0.28,0.00,3.00,-0.84,12.30,,
Catalyst Serpentis SKIN (Permanent),"10,999.00","11,000.00",-1.00,-0.01,1.00,-1.00,0.00,,
Noir. Modified Entosis Link,"4,999,999.00","5,000,000.00",-1.00,0.00,1.00,-1.00,0.00,,
Spectre Fleet's Modified Entosis Link,"549,999.90","550,000.00",-0.13,0.00,16.00,-2.00,17.27,,
Affirmative. Modified Entosis Link,"12,000,000.00","12,000,000.00",-4.00,0.00,1.00,-4.00,0.00,,
Pandemic SPHERE Modified Entosis Link,"999,995.00","999,999.00",-4.00,0.00,1.00,-4.00,0.00,,
Pontifex Raata Sunset SKIN (Permanent),"43,000,000.00","43,000,000.00",-4.00,0.00,1.00,-4.00,5.13,,
Deacon Raata Sunset SKIN (Permanent),"7,499,999.00","7,500,000.00",-1.00,0.00,5.00,-5.00,0.00,,
Kirin Blue Tiger SKIN (Permanent),"999,999.00","999,999.80",-0.75,0.00,10.00,-7.50,17.20,,
Stork Blue Tiger SKIN (Permanent),"149,999.00","150,000.00",-1.00,0.00,13.00,-13.00,0.00,,
Thalia Valimor Legacy SKIN (Permanent),"350,000.00","350,003.00",-3.03,0.00,5.00,-15.16,0.00,,
Magus Valimor Legacy SKIN (Permanent),"2,000.00","2,001.00",-1.00,-0.05,28.00,-28.00,67.38,,
Scalpel Valklear Glory SKIN (Permanent),"330,000.00","330,009.00",-8.97,0.00,4.00,-35.88,2.07,,
Bifrost Valklear Glory SKIN (Permanent),"2,000,000.00","2,000,087.00",-87.00,0.00,1.00,-87.00,0.00,,
Logistics Frigates,"3,800.00","4,000.00",-200.00,-5.26,1.00,-200.00,28.57,,
Crucifier Navy Issue EoM SKIN (Permanent),"2,499.00","2,500.00",-1.00,-0.04,214.00,-214.00,11.67,,
Griffin Navy Issue Wiyrkomi SKIN (Permanent),"4,000.00","4,002.02",-2.02,-0.05,117.00,-236.34,17.19,,
Maulus Navy Issue Intaki Syndicate SKIN (Permanent),"1,899,999.00","1,900,009.00",-10.00,0.00,28.00,-280.00,7.18,,
Vigil Fleet Issue Justice SKIN (Permanent),235.01,236.99,-1.98,-0.84,375.00,-742.50,0.00,,
Missile Range Disruption Script,"1,499,995.00","1,500,489.00",-493.63,-0.03,2.00,-987.25,20.50,,
Missile Precision Disruption Script,"699,999.00","700,003.30",-4.31,0.00,275.00,"-1,185.94",54.56,,
Missile Range Disruption Script Blueprint,49.99,75.00,-25.01,-50.03,48.00,"-1,200.48",1.00,,
Missile Precision Disruption Script Blueprint,"81,000.00","81,042.49",-42.49,-0.05,32.00,"-1,359.75",0.36,,
Guidance Disruptor I Blueprint,"1,600.00","2,999.99","-1,399.99",-87.50,1.00,"-1,399.99",19.05,,
Upwell Palatine Keepstar,"19,999.00","20,000.00",-1.00,-0.01,"1,500.00","-1,500.00",0.00,,
Scarab I,"4,999.99","6,500.00","-1,500.01",-30.00,1.00,"-1,500.01",6.25,,
Siren I,22.00,22.44,-0.44,-2.00,"4,196.00","-1,846.24",15.50,,
Dromi I,0.00,"2,299.99","-2,299.99", -Infinity,1.00,"-2,299.99",0.00,,
25000mm Steel Plates I,1.16,30.00,-28.84,"-2,486.21",80.00,"-2,307.20",0.00,,
25000mm Crystalline Carbonide Restrained Plates,"547,777.80","548,000.00",-222.25,-0.04,11.00,"-2,444.75",27.43,,
25000mm Rolled Tungsten Compact Plates,"11,499.98","14,000.00","-2,500.02",-21.74,1.00,"-2,500.02",20.83,,
25000mm Steel Plates II,0.00,"1,338.06","-1,338.06", -Infinity,2.00,"-2,676.12",0.00,,
Capital Shield Extender I,590.00,"1,511.26",-921.26,-156.15,3.00,"-2,763.78",7.04,,
Capital Azeotropic Restrained Shield Extender,"1,550.00","2,998.92","-1,448.92",-93.48,2.00,"-2,897.84",0.00,,
Capital F-S9 Regolith Compact Shield Extender,0.00,2.94,-2.94, -Infinity,"1,000.00","-2,940.00",0.00,,
Capital Shield Extender II,"2,799,000.00","2,800,000.00","-1,000.00",-0.04,4.00,"-4,000.00",0.03,,
Equite I,0.00,"4,000.00","-4,000.00", -Infinity,1.00,"-4,000.00",0.00,,
Locust I,"2,999.99","5,000.00","-2,000.01",-66.67,2.00,"-4,000.02",15.00,,
Satyr I,"29,996,000.00","30,000,000.00","-4,004.00",-0.01,1.00,"-4,004.00",0.00,,
Gram I,0.00,"4,450.00","-4,450.00", -Infinity,1.00,"-4,450.00",0.00,,
Ametat I,"4,000.00","4,374.11",-374.11,-9.35,12.00,"-4,489.32",4.88,,
Termite I,"57,986.99","59,498.99","-1,512.00",-2.61,3.00,"-4,536.00",21.05,,
Antaeus I,"2,779.00","7,317.11","-4,538.11",-163.30,1.00,"-4,538.11",0.00,,
Gungnir I,"19,400.30","19,999.98",-599.68,-3.09,8.00,"-4,797.44",10.78,,
Research Component,"15,000.00","19,999.00","-4,999.00",-33.33,1.00,"-4,999.00",0.02,,
Breacher Tronhadar Ink SKIN (Permanent),"1,000.33","2,000.95","-1,000.62",-100.03,5.00,"-5,003.10",0.00,,
Burst Tronhadar Ink SKIN (Permanent),6.00,6.39,-0.39,-6.50,"13,177.00","-5,139.03",76.30,,
Probe Tronhadar Ink SKIN (Permanent),14.99,27.60,-12.61,-84.12,412.00,"-5,195.32",0.79,,
Rifter Tronhadar Ink SKIN (Permanent),"289,800.00","294,999.00","-5,199.00",-1.79,1.00,"-5,199.00",8.33,,
Slasher Tronhadar Ink SKIN (Permanent),"1,021.09","1,249.75",-228.66,-22.39,23.00,"-5,259.18",13.92,,
Vigil Tronhadar Ink SKIN (Permanent),"24,500.00","29,997.90","-5,497.90",-22.44,1.00,"-5,497.90",0.00,,
Jaguar Tronhadar Ink SKIN (Permanent),111.00,250.00,-139.00,-125.23,42.00,"-5,838.00",0.00,,
Wolf Tronhadar Ink SKIN (Permanent),"9,000.00","9,999.99",-999.99,-11.11,6.00,"-5,999.94",10.00,,
Cheetah Tronhadar Ink SKIN (Permanent),"10,000.00","11,999.99","-1,999.99",-20.00,3.00,"-5,999.97",0.00,,
Hound Tronhadar Ink SKIN (Permanent),"1,300.00","2,000.00",-700.00,-53.85,9.00,"-6,300.00",0.00,,
Hyena Tronhadar Ink SKIN (Permanent),"29,999.00","30,485.00",-486.00,-1.62,13.00,"-6,318.00",9.55,,
Claw Tronhadar Ink SKIN (Permanent),"8,000.00","8,500.00",-500.00,-6.25,13.00,"-6,500.00",0.32,,
Stiletto Tronhadar Ink SKIN (Permanent),"443,000.00","444,343.30","-1,343.25",-0.30,5.00,"-6,716.25",0.00,,
Talwar Tronhadar Ink SKIN (Permanent),"1,000,000.00","1,000,400.00",-400.00,-0.04,17.00,"-6,800.00",20.33,,
Thrasher Tronhadar Ink SKIN (Permanent),"1,990.34","3,000.00","-1,009.66",-50.73,7.00,"-7,067.62",8.85,,
Sabre Tronhadar Ink SKIN (Permanent),5.18,6.99,-1.81,-34.94,"4,130.00","-7,475.30",2.48,,
Bellicose Tronhadar Ink SKIN (Permanent),4.09,4.25,-0.16,-3.91,"49,861.00","-7,977.75",22.78,,
Rupture Tronhadar Ink SKIN (Permanent),"395,000.00","398,989.80","-3,989.78",-1.01,2.00,"-7,979.56",7.14,,
Scythe Tronhadar Ink SKIN (Permanent),"2,499.99","3,499.66",-999.67,-39.99,8.00,"-7,997.36",10.26,,
Stabber Tronhadar Ink SKIN (Permanent),"995,989.00","1,000,000.00","-4,011.00",-0.40,2.00,"-8,022.00",0.00,,
Muninn Tronhadar Ink SKIN (Permanent),"2,900.00","11,000.00","-8,100.00",-279.31,1.00,"-8,100.00",50.00,,
Vagabond Tronhadar Ink SKIN (Permanent),15.00,15.89,-0.89,-5.93,"9,546.00","-8,495.94",7.85,,
Broadsword Tronhadar Ink SKIN (Permanent),"8,899.00","11,894.99","-2,995.99",-33.67,3.00,"-8,987.97",16.88,,
Scimitar Tronhadar Ink SKIN (Permanent),0.00,"9,000.00","-9,000.00", -Infinity,1.00,"-9,000.00",0.00,,
Huginn Tronhadar Ink SKIN (Permanent),"1,300.00","1,777.00",-477.00,-36.69,19.00,"-9,063.00",11.60,,
Rapier Tronhadar Ink SKIN (Permanent),97.99,116.94,-18.95,-19.34,485.00,"-9,190.75",0.00,,
Cyclone Tronhadar Ink SKIN (Permanent),"7,600.00","9,998.98","-2,398.98",-31.57,4.00,"-9,595.92",0.00,,
Hurricane Tronhadar Ink SKIN (Permanent),800.00,998.00,-198.00,-24.75,49.00,"-9,702.00",1.11,,
Tornado Tronhadar Ink SKIN (Permanent),"1,990,190.00","1,999,990.00","-9,800.00",-0.49,1.00,"-9,800.00",28.36,,
Claymore Tronhadar Ink SKIN (Permanent),3.50,4.35,-0.85,-24.29,"11,571.00","-9,835.35",13.71,,
Sleipnir Tronhadar Ink SKIN (Permanent),"3,999.99","4,300.00",-300.01,-7.50,33.00,"-9,900.33",9.34,,
Maelstrom Tronhadar Ink SKIN (Permanent),"11,290.00","12,000.00",-710.00,-6.29,14.00,"-9,940.00",10.91,,
Tempest Tronhadar Ink SKIN (Permanent),"112,000.00","112,999.00",-999.00,-0.89,10.00,"-9,990.00",2.94,,
Typhoon Tronhadar Ink SKIN (Permanent),0.00,"9,995.99","-9,995.99", -Infinity,1.00,"-9,995.99",0.00,,
Panther Tronhadar Ink SKIN (Permanent),"250,000.00","259,999.80","-9,999.78",-4.00,1.00,"-9,999.78",10.96,,
Vargur Tronhadar Ink SKIN (Permanent),"470,000.00","479,999.90","-9,999.91",-2.13,1.00,"-9,999.91",0.00,,
Naglfar Tronhadar Ink SKIN (Permanent),"75,000.00","80,000.00","-5,000.00",-6.67,2.00,"-10,000.00",0.00,,
Nidhoggur Tronhadar Ink SKIN (Permanent),"174,900.00","180,000.00","-5,100.00",-2.92,2.00,"-10,200.00",25.00,,
Hel Tronhadar Ink SKIN (Permanent),"75,000.00","80,122.95","-5,122.95",-6.83,2.00,"-10,245.91",0.05,,
Ragnarok Tronhadar Ink SKIN (Permanent),"5,000.00","5,500.00",-500.00,-10.00,21.00,"-10,500.00",9.80,,
Hoarder Tronhadar Ink SKIN (Permanent),399.00,399.97,-0.97,-0.24,"10,953.00","-10,624.42",49.84,,
Mammoth Tronhadar Ink SKIN (Permanent),0.00,10.01,-10.01, -Infinity,"1,065.00","-10,660.65",0.00,,
Wreathe Tronhadar Ink SKIN (Permanent),0.00,"11,000.00","-11,000.00", -Infinity,1.00,"-11,000.00",0.00,,
Fenrir Tronhadar Ink SKIN (Permanent),0.00,"11,450.00","-11,450.00", -Infinity,1.00,"-11,450.00",0.00,,
Nomad Tronhadar Ink SKIN (Permanent),"24,000.00","35,979.78","-11,979.78",-49.92,1.00,"-11,979.78",0.00,,
Skill Extractor,"100,000.00","111,998.00","-11,998.00",-12.00,1.00,"-11,998.00",0.00,,
Large Skill Injector,"60,000.60","63,999.99","-3,999.39",-6.67,3.00,"-11,998.16",43.59,,
Men's 'Mirelle' Upwell Executive Coat,"3,500.00","4,000.00",-500.00,-14.29,24.00,"-12,000.00",30.83,,
Women's 'Mirelle' Upwell Executive Coat,0.00,"1,000.00","-1,000.00", -Infinity,12.00,"-12,000.00",0.00,,
Men's 'Mirelle' Pants (Upwell),180.00,"1,000.00",-820.00,-455.56,15.00,"-12,300.00",5.26,,
Women's 'Mirelle' Pants (Upwell),"1,499.94","1,983.31",-483.37,-32.23,26.00,"-12,567.62",17.32,,
Men's 'Mirelle' T-Shirt (Upwell),0.00,"6,340.00","-6,340.00", -Infinity,2.00,"-12,680.00",0.00,,
Women's 'Mirelle' T-Shirt (Upwell),"13,216.06","20,000.00","-6,783.94",-51.33,2.00,"-13,567.88",0.00,,
Medium 'Astrahus' Citadel BPC Token,10.00,29.90,-19.90,-199.00,702.00,"-13,969.80",0.00,,
Large 'Fortizar' Citadel BPC Token,"8,000.00","15,000.00","-7,000.00",-87.50,2.00,"-14,000.00",3.13,,
Equite II,3.49,4.27,-0.78,-22.35,"18,152.00","-14,158.56",9.95,,
Gram II,200.00,222.21,-22.21,-11.11,649.00,"-14,414.29",0.00,,
Locust II,10.00,25.00,-15.00,-150.00,964.00,"-14,460.00",0.00,,
Satyr II,"200,000.00","214,999.00","-14,999.00",-7.50,1.00,"-14,999.00",0.00,,
Templar II,"14,985,000.00","15,000,000.00","-14,999.00",-0.10,1.00,"-14,999.00",0.00,,
Dragonfly II,0.00,"2,500.00","-2,500.00", -Infinity,6.00,"-15,000.00",0.00,,
Firbolg II,0.00,"15,000.00","-15,000.00", -Infinity,1.00,"-15,000.00",0.00,,
Einherji II,9.99,11.11,-1.12,-11.21,"13,718.00","-15,364.16",21.50,,
Ametat II,"20,000.00","27,885.96","-7,885.96",-39.43,2.00,"-15,771.92",11.39,,
Malleus II,"1,900.00","17,897.00","-15,997.00",-841.95,1.00,"-15,997.00",0.00,,
Antaeus II,"21,810.05","22,898.59","-1,088.54",-4.99,15.00,"-16,328.09",35.46,,
Cyclops II,"60,000.00","65,468.18","-5,468.18",-9.11,3.00,"-16,404.54",0.00,,
Gungnir II,795.00,"4,090.00","-3,295.00",-414.47,5.00,"-16,475.00",14.61,,
Tyrfing II,0.00,29.97,-29.97, -Infinity,550.00,"-16,483.50",0.00,,
Termite II,0.00,333.32,-333.32, -Infinity,50.00,"-16,666.00",0.00,,
Mantis II,0.00,"16,900.00","-16,900.00", -Infinity,1.00,"-16,900.00",0.00,,
Cenobite II,"1,250.00","2,500.00","-1,250.00",-100.00,14.00,"-17,500.00",0.00,,
Scarab II,134.00,134.36,-0.36,-0.27,"48,816.00","-17,573.79",16.00,,
Siren II,"6,000.00","6,988.92",-988.92,-16.48,18.00,"-17,800.56",13.89,,
Dromi II,"15,000.00","20,989.92","-5,989.92",-39.93,3.00,"-17,969.76",0.00,,
Light Fighters,"100,000.00","117,991.90","-17,991.89",-17.99,1.00,"-17,991.89",0.00,,
Support Fighters,"184,501.00","189,000.00","-4,499.03",-2.44,4.00,"-17,996.12",13.33,,
Bantam Matigu Seabeast SKIN (Permanent),39.00,41.44,-2.44,-6.26,"7,420.00","-18,104.79",17.16,,
Condor Matigu Seabeast SKIN (Permanent),"9,450.00","18,900.00","-9,450.00",-100.00,2.00,"-18,900.00",0.00,,
Griffin Matigu Seabeast SKIN (Permanent),"17,139,850.00","17,159,000.00","-19,152.00",-0.11,1.00,"-19,152.00",0.00,,
Heron Matigu Seabeast SKIN (Permanent),"250,000.00","259,950.00","-9,950.00",-3.98,2.00,"-19,900.00",0.00,,
Kestrel Matigu Seabeast SKIN (Permanent),"50,001.00","60,000.00","-9,999.00",-20.00,2.00,"-19,998.00",0.00,,
Merlin Matigu Seabeast SKIN (Permanent),"200,000.00","210,000.00","-10,000.00",-5.00,2.00,"-20,000.00",0.00,,
Harpy Matigu Seabeast SKIN (Permanent),0.00,"20,000.00","-20,000.00", -Infinity,1.00,"-20,000.00",0.00,,
Hawk Matigu Seabeast SKIN (Permanent),21.99,25.00,-3.01,-13.69,"6,800.00","-20,468.00",5.79,,
Buzzard Matigu Seabeast SKIN (Permanent),"8,149.99","14,998.99","-6,849.00",-84.04,3.00,"-20,547.00",8.11,,
Manticore Matigu Seabeast SKIN (Permanent),"15,000,000.00","15,020,590.00","-20,588.00",-0.14,1.00,"-20,588.00",0.00,,
Kitsune Matigu Seabeast SKIN (Permanent),"154,900.00","159,266.90","-4,366.91",-2.82,5.00,"-21,834.53",31.25,,
Crow Matigu Seabeast SKIN (Permanent),"19,500.02","24,994.99","-5,494.97",-28.18,4.00,"-21,979.88",0.00,,
Raptor Matigu Seabeast SKIN (Permanent),0.00,"10,999.98","-10,999.98", -Infinity,2.00,"-21,999.96",0.00,,
Kirin Matigu Seabeast SKIN (Permanent),"12,500.00","23,999.97","-11,499.97",-92.00,2.00,"-22,999.94",0.00,,
Corax Matigu Seabeast SKIN (Permanent),"80,000.00","81,000.19","-1,000.19",-1.25,23.00,"-23,004.31",0.39,,
Cormorant Matigu Seabeast SKIN (Permanent),0.00,"8,000.00","-8,000.00", -Infinity,3.00,"-24,000.00",0.00,,
Stork Matigu Seabeast SKIN (Permanent),"7,989.99","10,000.00","-2,010.01",-25.16,12.00,"-24,120.12",4.69,,
Flycatcher Matigu Seabeast SKIN (Permanent),"3,999.99","4,382.99",-383.00,-9.58,64.00,"-24,512.02",30.11,,
Blackbird Matigu Seabeast SKIN (Permanent),0.00,"25,000.00","-25,000.00", -Infinity,1.00,"-25,000.00",0.00,,
Caracal Matigu Seabeast SKIN (Permanent),0.00,"25,000.02","-25,000.02", -Infinity,1.00,"-25,000.02",0.00,,
Moa Matigu Seabeast SKIN (Permanent),0.00,"25,000.02","-25,000.02", -Infinity,1.00,"-25,000.02",0.00,,
Osprey Matigu Seabeast SKIN (Permanent),"28,247.01","34,499.00","-6,251.99",-22.13,4.00,"-25,007.96",2.85,,
Cerberus Matigu Seabeast SKIN (Permanent),0.00,189.95,-189.95, -Infinity,132.00,"-25,073.40",0.00,,
Eagle Matigu Seabeast SKIN (Permanent),"1,965.00","4,270.00","-2,305.00",-117.30,11.00,"-25,355.00",12.92,,
Onyx Matigu Seabeast SKIN (Permanent),"28,500.00","29,998.05","-1,498.05",-5.26,17.00,"-25,466.86",12.91,,
Basilisk Matigu Seabeast SKIN (Permanent),0.00,"4,299.18","-4,299.18", -Infinity,6.00,"-25,795.08",0.00,,
Falcon Matigu Seabeast SKIN (Permanent),"8,000.00","9,000.00","-1,000.00",-12.50,26.00,"-26,000.00",74.80,,
Rook Matigu Seabeast SKIN (Permanent),"60,000.00","73,000.00","-13,000.00",-21.67,2.00,"-26,000.00",0.02,,
Drake Matigu Seabeast SKIN (Permanent),"35,280.19","39,000.00","-3,719.81",-10.54,7.00,"-26,038.66",25.00,,
Ferox Matigu Seabeast SKIN (Permanent),0.00,"13,269.08","-13,269.08", -Infinity,2.00,"-26,538.16",0.00,,
Naga Matigu Seabeast SKIN (Permanent),"30,000.01","38,900.00","-8,899.99",-29.67,3.00,"-26,699.97",22.61,,
Nighthawk Matigu Seabeast SKIN (Permanent),"20,900.00","29,897.97","-8,997.97",-43.05,3.00,"-26,993.91",35.94,,
Vulture Matigu Seabeast SKIN (Permanent),"5,000.00","14,000.00","-9,000.00",-180.00,3.00,"-27,000.00",47.62,,
Raven Matigu Seabeast SKIN (Permanent),"146,930.60","150,000.00","-3,069.44",-2.09,9.00,"-27,624.94",0.11,,
Rokh Matigu Seabeast SKIN (Permanent),990.00,"28,755.77","-27,765.77","-2,804.62",1.00,"-27,765.77",30.00,,
Scorpion Matigu Seabeast SKIN (Permanent),"3,500.00","5,499.93","-1,999.93",-57.14,14.00,"-27,999.02",23.44,,
Widow Matigu Seabeast SKIN (Permanent),0.00,"6,999.97","-6,999.97", -Infinity,4.00,"-27,999.88",0.00,,
Golem Matigu Seabeast SKIN (Permanent),0.00,"13,999.96","-13,999.96", -Infinity,2.00,"-27,999.92",0.00,,
Phoenix Matigu Seabeast SKIN (Permanent),0.00,"28,000.00","-28,000.00", -Infinity,1.00,"-28,000.00",0.00,,
Chimera Matigu Seabeast SKIN (Permanent),"19,833.34","25,499.88","-5,666.54",-28.57,5.00,"-28,332.71",14.81,,
Wyvern Matigu Seabeast SKIN (Permanent),"21,450.00","50,000.00","-28,550.00",-133.10,1.00,"-28,550.00",0.00,,
Leviathan Matigu Seabeast SKIN (Permanent),0.00,"28,560.18","-28,560.18", -Infinity,1.00,"-28,560.18",0.00,,
Badger Matigu Seabeast SKIN (Permanent),"55,000.00","55,867.00",-867.00,-1.58,33.00,"-28,611.00",15.72,,
Tayra Matigu Seabeast SKIN (Permanent),0.00,"29,014.97","-29,014.97", -Infinity,1.00,"-29,014.97",0.00,,
Crane Matigu Seabeast SKIN (Permanent),"81,250.00","96,000.00","-14,750.00",-18.15,2.00,"-29,500.00",0.00,,
Bustard Matigu Seabeast SKIN (Permanent),"53,000.00","67,750.00","-14,750.00",-27.83,2.00,"-29,500.00",9.76,,
Charon Matigu Seabeast SKIN (Permanent),35.00,40.00,-5.00,-14.29,"5,912.00","-29,560.00",14.62,,
Rhea Matigu Seabeast SKIN (Permanent),"30,000.00","32,998.72","-2,998.72",-10.00,10.00,"-29,987.19",18.14,,
‘Holy Destiny’ Electromagnetic Lance,"100,000.00","109,998.50","-9,998.51",-10.00,3.00,"-29,995.52",14.13,,
‘Divine Harvest’ Electromagnetic Reaper,0.00,"29,998.97","-29,998.97", -Infinity,1.00,"-29,998.97",0.00,,
Bosonic Field Generator,0.00,"29,999.99","-29,999.99", -Infinity,1.00,"-29,999.99",0.00,,
Gravitational Transportation Field Oscillator,"7,500.00","15,000.00","-7,500.00",-100.00,4.00,"-30,000.00",42.86,,
Stasis Webification Burst Projector,"40,000.00","50,000.00","-10,000.00",-25.00,3.00,"-30,000.00",0.00,,
Energy Neutralization Burst Projector,0.00,"30,000.00","-30,000.00", -Infinity,1.00,"-30,000.00",0.00,,
CSM 11 Electee Archive Script,"9,990.00","10,000.00",-10.00,-0.10,"3,009.00","-30,090.00",0.00,,
Capital Energy Neutralizer I,"1,406.39","9,000.00","-7,593.61",-539.94,4.00,"-30,374.44",0.00,,
Capital Gremlin Compact Energy Neutralizer,"90,000.00","94,444.98","-4,444.98",-4.94,7.00,"-31,114.84",9.35,,
Capital Infectious Scoped Energy Neutralizer,"1,100.00","3,499.99","-2,399.99",-218.18,13.00,"-31,199.87",17.17,,
Capital Energy Neutralizer II,1.79,2.38,-0.59,-32.96,"53,910.00","-31,806.91",26.87,,
True Sansha Capital Energy Neutralizer,"40,000.00","47,999.98","-7,999.98",-20.00,4.00,"-31,999.92",0.00,,
Dark Blood Capital Energy Neutralizer,"63,000.00","78,999.99","-15,999.99",-25.40,2.00,"-31,999.98",0.00,,
Capital Energy Nosferatu I,0.00,"8,000.00","-8,000.00", -Infinity,4.00,"-32,000.00",0.00,,
Capital Ghoul Compact Energy Nosferatu,"7,488.49","12,119.67","-4,631.18",-61.84,7.00,"-32,418.26",11.11,,
Capital Knave Scoped Energy Nosferatu,"2,500.00","3,599.90","-1,099.90",-44.00,30.00,"-32,997.00",0.00,,
Capital Energy Nosferatu II,0.00,"2,200.00","-2,200.00", -Infinity,15.00,"-33,000.00",0.00,,
True Sansha Capital Energy Nosferatu,"300,000.00","333,119.00","-33,119.00",-11.04,1.00,"-33,119.00",0.00,,
Dark Blood Capital Energy Nosferatu,0.00,"33,997.99","-33,997.99", -Infinity,1.00,"-33,997.99",0.00,,
Capital Energy Neutralizer I Blueprint,"800,000.00","834,159.80","-34,159.81",-4.27,1.00,"-34,159.81",50.00,,
Capital Gremlin Compact Energy Neutralizer Blueprint,"4,551.44","8,884.99","-4,333.55",-95.21,8.00,"-34,668.40",1.04,,
Capital Infectious Scoped Energy Neutralizer Blueprint,"3,366.66","14,998.99","-11,632.33",-345.52,3.00,"-34,896.99",0.00,,
Capital Energy Nosferatu I Blueprint,0.00,"17,779.77","-17,779.77", -Infinity,2.00,"-35,559.54",0.00,,
Capital Ghoul Compact Energy Nosferatu Blueprint,"385,000.10","387,992.80","-2,992.66",-0.78,12.00,"-35,911.88",2.83,,
Capital Knave Scoped Energy Nosferatu Blueprint,"12,999.99","30,989.22","-17,989.23",-138.38,2.00,"-35,978.46",0.07,,
Sentient Burst Jammer,"70,000.00","79,000.00","-9,000.00",-12.86,4.00,"-36,000.00",0.00,,
Unit D-34343's Modified Burst Jammer,"197,000.00","200,000.00","-3,000.02",-1.52,12.00,"-36,000.19",1.79,,
Unit F-435454's Modified Burst Jammer,"50,000.00","87,000.00","-37,000.00",-74.00,1.00,"-37,000.00",0.00,,
Unit P-343554's Modified Burst Jammer,0.00,"12,500.00","-12,500.00", -Infinity,3.00,"-37,500.00",0.00,,
Unit W-634's Modified Burst Jammer,"9,500.00","18,989.13","-9,489.13",-99.89,4.00,"-37,956.52",38.10,,
Typhoon IGC Victory SKIN (Permanent),"1,000.00","20,000.00","-19,000.00","-1,900.00",2.00,"-38,000.00",0.00,,
Warp Disruption Burst Projector,0.00,"19,112.00","-19,112.00", -Infinity,2.00,"-38,224.00",0.00,,
Sensor Dampening Burst Projector,0.00,"39,000.00","-39,000.00", -Infinity,1.00,"-39,000.00",0.00,,
Target Illumination Burst Projector,"430,000.00","449,999.10","-19,999.09",-4.65,2.00,"-39,998.19",39.47,,
Weapon Disruption Burst Projector,"70,000.00","110,000.00","-39,999.97",-57.14,1.00,"-39,999.97",0.00,,
Subcompact TEBS Interface,1.89,3.17,-1.28,-67.72,"31,485.00","-40,300.80",21.45,,
Capital Emergency Hull Energizer I,0.00,"13,498.00","-13,498.00", -Infinity,3.00,"-40,494.00",0.00,,
Capital Implacable Compact Emergency Hull Energizer,"4,900.00","25,500.00","-20,600.00",-420.41,2.00,"-41,200.00",24.32,,
Capital Indefatigable Enduring Emergency Hull Energizer,100.00,"7,000.00","-6,900.00","-6,900.00",6.00,"-41,400.00",0.00,,
Capital Emergency Hull Energizer II,"14,000.11","27,999.98","-13,999.87",-100.00,3.00,"-41,999.61",37.93,,
Sisters Capital Emergency Hull Energizer,"4,689.63","19,000.00","-14,310.37",-305.15,3.00,"-42,931.11",0.00,,
Capital Emergency Hull Energizer I Blueprint,"300,000.10","306,138.00","-6,137.88",-2.05,7.00,"-42,965.12",6.98,,
Capital Implacable Compact Emergency Hull Energizer Blueprint,0.00,"14,499.00","-14,499.00", -Infinity,3.00,"-43,497.00",0.00,,
Capital Indefatigable Enduring Emergency Hull Energizer Blueprint,0.00,"43,500.00","-43,500.00", -Infinity,1.00,"-43,500.00",0.00,,
Heavy Warp Disruptor I,"1,200.00","23,000.00","-21,800.00","-1,816.67",2.00,"-43,600.00",44.44,,
Heavy Fleeting Compact Warp Disruptor,9.99,12.00,-2.01,-20.12,"21,820.00","-43,858.20",37.88,,
Heavy J5 Enduring Warp Disruptor,7.21,11.03,-3.82,-52.98,"11,511.00","-43,972.02",46.03,,
Heavy Faint Scoped Warp Disruptor,"58,000.00","80,000.00","-22,000.00",-37.93,2.00,"-44,000.00",0.00,,
Heavy Warp Disruptor II,"19,000.00","20,000.00","-1,000.00",-5.26,44.00,"-44,000.00",0.00,,
Shadow Serpentis Heavy Warp Disruptor,"18,000.00","19,700.00","-1,700.00",-9.44,26.00,"-44,200.00",0.00,,
Domination Heavy Warp Disruptor,"2,000,000.00","2,044,969.00","-44,969.38",-2.25,1.00,"-44,969.38",37.50,,
Heavy Warp Disruptor I Blueprint,0.00,45.00,-45.00, -Infinity,"1,000.00","-45,000.00",0.00,,
Heavy Fleeting Compact Warp Disruptor Blueprint,0.00,"45,999.97","-45,999.97", -Infinity,1.00,"-45,999.97",0.00,,
Heavy J5 Enduring Warp Disruptor Blueprint,"70,000.00","75,802.67","-5,802.67",-8.29,8.00,"-46,421.38",24.64,,
Heavy Faint Scoped Warp Disruptor Blueprint,"27,340.00","39,000.00","-11,660.00",-42.65,4.00,"-46,640.00",0.19,,
