ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Antaeus II,Metropolis,Jita,4E+07,2.95E+07,1.05E+07,26.25001,6,20,341.2501,2.1E+08
Cyclops II,Metropolis,Jita,200000,2.684444E+07,2.664444E+07,99.25497,1,139,6947.848,3.703577E+09
Gungnir II,Metropolis,Jita,320000.1,2.5E+07,2.468E+07,98.72,6,101,5232.16,2.49268E+09
Tyrfing II,Metropolis,Jita,3E+07,2.543049E+07,4569510,15.2317,5,92,731.1216,4.203949E+08
Mantis II,Metropolis,Jita,2E+07,3.02E+07,1.02E+07,33.77483,7,69,1283.444,7.038E+08
Cenobite II,Metropolis,Jita,1.6E+07,1.884198E+07,2841980,15.08323,13,9,165.9156,3.694574E+07
Scarab II,Metropolis,Jita,1500,3.75E+07,3.74985E+07,99.996,6,4,499.98,2.24991E+08
Siren II,Metropolis,Jita,1.6E+07,2.129285E+07,5292852,24.85741,10,42,646.2927,2.222998E+08
Dromi II,Metropolis,Jita,2.3E+07,2.289318E+07,106822,0.4644435,3,19,5.108878,2029618
Light Fighters,Metropolis,Jita,1.1E+08,1.124545E+08,2454544,2.182699,1,11,13.09619,2.699998E+07
Support Fighters,Metropolis,Jita,1.1E+08,1.131818E+08,3181816,2.811243,1,11,16.86746,3.499998E+07
Condor Matigu Seabeast SKIN (Permanent),Metropolis,Jita,5000000,5.500333E+07,5.000333E+07,90.90965,1,1,90.90965,5.000333E+07
Merlin Matigu Seabeast SKIN (Permanent),Metropolis,Jita,3000000,6666666,3666666,55,1,1,55,3666666
Caracal Matigu Seabeast SKIN (Permanent),Metropolis,Jita,2.75E+07,1.78096E+07,9690400,35.23782,1,5,105.7135,4.8452E+07
Bosonic Field Generator,Metropolis,Jita,3E+08,3.194334E+08,1.943344E+07,6.083721,1,9,30.41861,1.74901E+08
Gravitational Transportation Field Oscillator,Metropolis,Jita,5.9E+08,5.696823E+08,2.03177E+07,3.443677,1,1,3.443677,2.03177E+07
Capital Energy Neutralizer I,Metropolis,Jita,6.656E+07,1.781871E+07,4.874129E+07,73.2291,1,60,2196.873,2.924477E+09
Capital Gremlin Compact Energy Neutralizer,Metropolis,Jita,2.3962E+08,1.27935E+08,1.11685E+08,46.6092,1,10,233.046,1.11685E+09
Capital Infectious Scoped Energy Neutralizer,Metropolis,Jita,2.9E+07,2.764549E+07,1354512,4.670731,2,22,56.04877,2.979926E+07
Capital Energy Neutralizer II,Metropolis,Jita,3.181111E+08,1.111382E+08,2.069729E+08,65.06309,1,12,390.3785,2.483675E+09
Capital Energy Nosferatu I,Metropolis,Jita,3000000,9750000,6750000,69.23077,1,4,138.4615,2.7E+07
Capital Energy Nosferatu II,Metropolis,Jita,2.95E+08,1.43E+08,1.52E+08,51.52542,1,2,51.52542,3.04E+08
Capital Energy Neutralizer I Blueprint,Metropolis,Jita,1.8E+07,1.8E+07,0,0,1,1,0,0
Capital Gremlin Compact Energy Neutralizer Blueprint,Metropolis,Jita,3.6E+07,6E+07,2.4E+07,40,1,1,40,2.4E+07
Capital Energy Nosferatu I Blueprint,Metropolis,Jita,2.9E+07,3.649999E+07,7499992,20.54793,1,2,20.54793,1.499998E+07
Sentient Burst Jammer,Metropolis,Jita,3510000,4.248499E+07,3.897499E+07,91.73826,1,10,458.6913,3.897499E+08
Subcompact TEBS Interface,Metropolis,Jita,1000,25000,24000,96,16,1,768,384000
Capital Emergency Hull Energizer I,Metropolis,Jita,3.25E+07,3.761535E+07,5115348,13.5991,2,24,176.7883,1.227684E+08
Capital Implacable Compact Emergency Hull Energizer,Metropolis,Jita,1.133333E+08,9.9E+07,1.433334E+07,12.64706,3,3,37.94118,4.300001E+07
Capital Indefatigable Enduring Emergency Hull Energizer,Metropolis,Jita,1000000,1.35E+08,1.34E+08,99.25926,1,1,99.25926,1.34E+08
Capital Emergency Hull Energizer II,Metropolis,Jita,1.338E+08,1.031652E+08,3.063476E+07,22.89594,2,22,274.7512,6.739647E+08
Capital Emergency Hull Energizer I Blueprint,Metropolis,Jita,3.6E+07,3.6E+07,0,0,1,1,0,0
Heavy Warp Disruptor I,Metropolis,Jita,1.95E+07,2.0075E+07,575000,2.864259,2,12,20.04981,6900000
Heavy Warp Disruptor II,Metropolis,Jita,7E+07,8.855825E+07,1.855825E+07,20.95598,1,19,209.5598,3.526067E+08
Heavy Warp Disruptor I Blueprint,Metropolis,Jita,1200000,1200000,0,0,1,2,0,0
Heavy Fleeting Compact Warp Disruptor Blueprint,Metropolis,Jita,2400000,5000000,2600000,52,1,1,52,2600000
Heavy Warp Scrambler I,Metropolis,Jita,5.5E+07,1.6195E+07,3.8805E+07,70.55454,3,6,282.2182,2.3283E+08
Heavy J5b Enduring Warp Scrambler,Metropolis,Jita,1.6E+08,4.133334E+07,1.186667E+08,74.16666,1,3,148.3333,3.56E+08
Heavy Faint Epsilon Scoped Warp Scrambler,Metropolis,Jita,1.19E+08,3.250909E+07,8.649091E+07,72.68144,1,11,436.0887,9.514001E+08
Heavy Warp Scrambler II,Metropolis,Jita,1000000,9.940414E+07,9.840414E+07,98.994,1,9,494.97,8.856373E+08
Bantam Guristas SKIN (Permanent),Metropolis,Jita,1000000,999998,2,0.0002,1,1,0.0002,2
Moa Guristas SKIN (Permanent),Metropolis,Jita,6350000,6388885,38885,0.6086351,1,2,0.6086351,77770
'Excavator' Mining Drone,Metropolis,Jita,6.5E+08,6.85E+08,3.5E+07,5.109489,5,105,281.0219,3.675E+09
AML Compact Omnidirectional Tracking Link,Metropolis,Jita,185999.9,1502.68,184497.2,99.1921,1,271,13490.13,4.999875E+07
Denny Enduring Omnidirectional Tracking Link,Metropolis,Jita,33560.78,3000.01,30560.77,91.06097,2,395,18030.07,1.207151E+07
N-JM Compact Omnidirectional Tracking Enhancer,Metropolis,Jita,100,15000,14900,99.33334,3,5109,253896,7.61241E+07
AE-K Compact Drone Damage Amplifier,Metropolis,Jita,141166.7,60599.65,80567.02,57.07227,3,765,21915.75,6.163377E+07
Republic Fleet Stasis Webifier,Metropolis,Jita,1.6E+08,1.27E+08,3.3E+07,20.625,1,5,61.875,1.65E+08
Heavy Stasis Grappler I,Metropolis,Jita,1177000,764000,413000,35.08921,1,1,35.08921,413000
Women's 'Guidemask' Facial Augmentation,Metropolis,Jita,3E+08,2.155043E+08,8.44957E+07,28.16523,1,2,28.16523,1.689914E+08
Women's 'Sparkgap' Facial Augmentation,Metropolis,Jita,1.25E+08,1.3E+08,5000000,3.846154,1,1,3.846154,5000000
Heavy Gunnar Compact Stasis Grappler,Metropolis,Jita,182970.9,275076.2,92105.3,33.48355,32,801,13929.16,7.377634E+07
Heavy Karelin Scoped Stasis Grappler,Metropolis,Jita,180002.3,266209,86206.77,32.38311,29,760,12758.95,6.551714E+07
Heavy Jigoro Enduring Stasis Grappler,Metropolis,Jita,180002.2,254000.3,73998.08,29.13307,22,738,11070.57,5.461058E+07
Heavy Stasis Grappler II,Metropolis,Jita,3899000,3944599,45599,1.155986,2,111,64.7352,5061489
Shadow Serpentis Heavy Stasis Grappler,Metropolis,Jita,1.5E+08,7.140198E+07,7.859802E+07,52.39868,1,10,261.9934,7.859802E+08
Domination Heavy Stasis Grappler,Metropolis,Jita,4E+07,1.097243E+08,6.972428E+07,63.54499,1,5,190.635,3.486214E+08
Federation Navy Warp Disruptor,Metropolis,Jita,2.6E+08,1.8995E+08,7.005E+07,26.94231,1,2,26.94231,1.401E+08
Quad Mega Pulse Laser I Blueprint,Metropolis,Jita,1.5E+08,4.88E+07,1.012E+08,67.46667,1,2,67.46667,2.024E+08
Modal Enduring Triple Neutron Blaster Cannon,Metropolis,Jita,2000000,1.39E+08,1.37E+08,98.56115,1,6,295.6834,8.22E+08
Limited Precise Triple Neutron Blaster Cannon,Metropolis,Jita,9E+07,1.004E+08,1.039998E+07,10.35854,3,3,31.07563,3.119993E+07
Ample Gallium Quad 800mm Repeating Cannon,Metropolis,Jita,8.9E+07,1.079E+08,1.89E+07,17.51622,3,3,52.54865,5.67E+07
Scout Scoped Quad 800mm Repeating Cannon,Metropolis,Jita,1.79895E+08,5.301487E+07,1.268801E+08,70.53011,3,5,282.1204,6.344006E+08
Prototype Precise Quad 800mm Repeating Cannon,Metropolis,Jita,1000000,6.717852E+07,6.617852E+07,98.51143,2,10,591.0686,6.617852E+08
Triple Neutron Blaster Cannon I Blueprint,Metropolis,Jita,1.5E+08,4.28E+07,1.072E+08,71.46667,1,1,71.46667,1.072E+08
Regulated Compact Triple Neutron Blaster Cannon Blueprint,Metropolis,Jita,7.68E+07,7.68E+07,0,0,1,1,0,0
Anode Scoped Triple Neutron Blaster Cannon Blueprint,Metropolis,Jita,7.68E+07,9.3E+07,1.62E+07,17.41936,1,2,17.41936,3.24E+07
Limited Precise Triple Neutron Blaster Cannon Blueprint,Metropolis,Jita,7.68E+07,9.3E+07,1.62E+07,17.41936,1,1,17.41936,1.62E+07
Quad 800mm Repeating Cannon I Blueprint,Metropolis,Jita,3.4E+07,3.6E+07,2000000,5.555555,1,1,5.555555,2000000
Ample Gallium Quad 800mm Repeating Cannon Blueprint,Metropolis,Jita,6.8E+07,8.2E+07,1.4E+07,17.07317,1,1,17.07317,1.4E+07
Scout Scoped Quad 800mm Repeating Cannon Blueprint,Metropolis,Jita,6.8E+07,8.2E+07,1.4E+07,17.07317,1,1,17.07317,1.4E+07
Limited Precise Ion Siege Blaster,Metropolis,Jita,2.29E+08,1.219E+08,1.071E+08,46.76856,3,8,233.8428,8.568E+08
Regulated Compact Ion Siege Blaster Blueprint,Metropolis,Jita,7.228E+07,7.228E+07,0,0,1,1,0,0
Anode Scoped Ion Siege Blaster Blueprint,Metropolis,Jita,7.228E+07,8.7E+07,1.472E+07,16.91954,1,1,16.91954,1.472E+07
Limited Precise Ion Siege Blaster Blueprint,Metropolis,Jita,7.228E+07,3E+08,2.2772E+08,75.90667,1,1,75.90667,2.2772E+08
Prototype Precise Dual 1000mm Railgun,Metropolis,Jita,8.605242E+07,1.189E+08,3.284758E+07,27.62623,3,3,82.87868,9.854275E+07
Carbide Compact Dual 1000mm Railgun Blueprint,Metropolis,Jita,9.205E+07,9.205E+07,0,0,1,1,0,0
Scout Scoped Dual 1000mm Railgun Blueprint,Metropolis,Jita,9.205E+07,1.11E+08,1.895E+07,17.07207,1,1,17.07207,1.895E+07
Prototype Precise Dual 1000mm Railgun Blueprint,Metropolis,Jita,9.205E+07,1.11E+08,1.895E+07,17.07207,1,1,17.07207,1.895E+07
ECCM Script,Metropolis,Jita,5576.19,3877,1699.19,30.47224,35,2173,33641.35,3692340
Gallium Ample Hexa 2500mm Repeating Cannon Blueprint,Metropolis,Jita,6.53E+07,7.9E+07,1.37E+07,17.34177,1,1,17.34177,1.37E+07
Scout Scoped Hexa 2500mm Repeating Cannon Blueprint,Metropolis,Jita,6.53E+07,7.9E+07,1.37E+07,17.34177,1,1,17.34177,1.37E+07
Gallium Ample Quad 3500mm Siege Artillery Blueprint,Metropolis,Jita,7.44E+07,9E+07,1.56E+07,17.33333,1,1,17.33333,1.56E+07
Scout Scoped Quad 3500mm Siege Artillery Blueprint,Metropolis,Jita,7.44E+07,9E+07,1.56E+07,17.33333,1,1,17.33333,1.56E+07
Arbalest Compact XL Torpedo Launcher,Metropolis,Jita,5.555556E+07,1.2699E+08,7.143445E+07,56.25203,3,6,225.0081,4.286067E+08
Sentient Sensor Booster,Metropolis,Jita,9.315E+07,7.984214E+07,1.330786E+07,14.28649,4,85,628.6055,1.131168E+09
Sentient Signal Amplifier,Metropolis,Jita,1.349999E+07,4700000,8799992,65.18517,2,102,3389.629,8.975992E+08
Syndicate Signal Amplifier,Metropolis,Jita,2E+08,5.100002E+07,1.49E+08,74.49999,1,1,74.49999,1.49E+08
Sentient Remote Sensor Booster,Metropolis,Jita,1000000,3515472,2515472,71.55432,1,25,930.2062,6.288681E+07
Shadow Serpentis Remote Sensor Booster,Metropolis,Jita,2.4E+07,3831041,2.016896E+07,84.03732,1,25,1092.485,5.042239E+08
Shadow Serpentis Damage Control,Metropolis,Jita,3.89E+08,3.087175E+08,8.028246E+07,20.63817,1,7,82.55267,5.619772E+08
Syndicate Damage Control,Metropolis,Jita,3.45E+08,2.755917E+08,6.940826E+07,20.11834,1,31,321.8934,2.151656E+09
Sentient Damage Control,Metropolis,Jita,3.9E+07,2.715429E+08,2.325429E+08,85.63763,1,32,1370.202,7.441373E+09
Republic Fleet Small Cap Battery,Metropolis,Jita,2.2E+07,1.5949E+07,6051000,27.50455,10,134,1980.327,8.10834E+08
Thukker Small Cap Battery,Metropolis,Jita,4.1999E+07,4.157089E+07,428112,1.019339,1,11,6.116032,4709232
Republic Fleet Medium Cap Battery,Metropolis,Jita,3.338165E+07,2.216559E+07,1.121607E+07,33.5995,3,77,1343.98,8.636372E+08
Thukker Medium Cap Battery,Metropolis,Jita,7E+07,5.119752E+07,1.880248E+07,26.86069,1,11,161.1642,2.068273E+08
Republic Fleet Large Cap Battery,Metropolis,Jita,3.065E+07,2.300807E+07,7641928,24.93288,5,1364,17054.09,1.042359E+10
Thukker Large Cap Battery,Metropolis,Jita,9.94E+07,6.940384E+07,2.999616E+07,30.17722,1,282,4254.988,8.458917E+09
Heavy Stasis Grappler I Blueprint,Metropolis,Jita,1.5E+07,1.5E+07,0,0,1,1,0,0
ECCM Script Blueprint,Metropolis,Jita,1500000,1500000,0,0,1,1,0,0
10000MN Afterburner I,Metropolis,Jita,9E+07,2.020644E+07,6.979355E+07,77.54839,1,7,310.1936,4.885549E+08
10000MN Y-S8 Compact Afterburner,Metropolis,Jita,2.95E+08,9.499698E+07,2.00003E+08,67.79764,1,1,67.79764,2.00003E+08
10000MN Monopropellant Enduring Afterburner,Metropolis,Jita,2.79E+08,7.800365E+07,2.009964E+08,72.0417,1,7,288.1668,1.406974E+09
10000MN Afterburner II,Metropolis,Jita,4.96E+08,2.129366E+08,2.830634E+08,57.06923,1,12,342.4153,3.39676E+09
Domination 10000MN Afterburner,Metropolis,Jita,3.75E+09,3.897654E+09,1.476541E+08,3.788282,1,1,3.788282,1.476541E+08
10000MN Afterburner I Blueprint,Metropolis,Jita,1.6E+07,1.73E+07,1300000,7.514451,1,1,7.514451,1300000
10000MN Y-S8 Compact Afterburner Blueprint,Metropolis,Jita,3.2E+07,4E+07,8000000,20,1,1,20,8000000
10000MN Monopropellant Enduring Afterburner Blueprint,Metropolis,Jita,3.2E+07,3.2E+07,0,0,1,1,0,0
50000MN Microwarpdrive I,Metropolis,Jita,3.30005E+07,3.668077E+07,3680272,10.03325,2,26,140.4654,9.568707E+07
50000MN Y-T8 Compact Microwarpdrive,Metropolis,Jita,3.4999E+08,1.335E+08,2.1649E+08,61.85606,1,6,185.5682,1.29894E+09
50000MN Quad LiF Restrained Microwarpdrive,Metropolis,Jita,3.5E+07,6.967919E+07,3.467919E+07,49.7698,1,8,199.0792,2.774335E+08
50000MN Cold-Gas Enduring Microwarpdrive,Metropolis,Jita,3.25E+08,1.766667E+08,1.483333E+08,45.64103,1,9,228.2051,1.335E+09
50000MN Microwarpdrive II,Metropolis,Jita,5.95E+08,2.678E+08,3.272E+08,54.9916,1,5,164.9748,1.636E+09
50000MN Microwarpdrive I Blueprint,Metropolis,Jita,7.9E+07,7.9E+07,0,0,1,1,0,0
50000MN Y-T8 Compact Microwarpdrive Blueprint,Metropolis,Jita,1.58E+08,1.9E+08,3.2E+07,16.84211,1,1,16.84211,3.2E+07
50000MN Quad LiF Restrained Microwarpdrive Blueprint,Metropolis,Jita,1.58E+08,1.9E+08,3.2E+07,16.84211,2,1,16.84211,6.4E+07
Ample Electronics,Metropolis,Jita,100,2503.01,2403.01,96.00481,334,2757,148327.4,6625099
Ample Compounds,Metropolis,Jita,500.08,695.12,195.04,28.05847,203,3382,50280.77,659625.3
Ample Conductors,Metropolis,Jita,10.01,2002.24,1992.23,99.50006,218,2318,126166.1,4617989
Compact Electronics,Metropolis,Jita,999.99,77103.89,76103.9,98.70306,112,3957,200762,3.011431E+08
Compact Compounds,Metropolis,Jita,935000,667017.1,267982.9,28.66127,26,4315,62194.96,1.156346E+09
Compact Conductors,Metropolis,Jita,69001.07,999998.9,930997.8,93.09988,4,6069,282651.3,5.650226E+09
Enduring Electronics,Metropolis,Jita,5400,45995,40595,88.25959,169,3647,168399.3,1.4805E+08
Scourge Javelin XL Torpedo,Metropolis,Jita,5300,10994.98,5694.98,51.79618,12051,5000,441562.5,6.863021E+07
Scourge Rage XL Torpedo,Metropolis,Jita,6900,24238.85,17338.85,71.5333,455,5000,195071.3,8.669425E+07
Nova Rage XL Torpedo,Metropolis,Jita,11000,20496.91,9496.91,46.33337,50000,4200,1255634,4.748455E+08
Mjolnir Rage XL Torpedo,Metropolis,Jita,8950,7987.17,962.8301,10.75788,2000,6999,48399.7,6738848
Inferno Javelin XL Torpedo,Metropolis,Jita,9999.99,4436.22,5563.77,55.63776,1000,5000,166913.3,2.781885E+07
Inferno Rage XL Torpedo,Metropolis,Jita,2000,1999.99,0.01000977,0.0005004883,400,2000,0.6005859,20.01953
Inferno Precision XL Cruise Missile,Metropolis,Jita,8999.96,9500.44,500.4805,5.267971,1000,5000,15803.91,2502402
Inferno Fury XL Cruise Missile,Metropolis,Jita,7500,3169.88,4330.12,57.73494,5000,20000,721686.7,8.66024E+07
Scourge Precision XL Cruise Missile,Metropolis,Jita,9999.97,6456.28,3543.69,35.43701,1000,5000,106311,1.771845E+07
Scourge Fury XL Cruise Missile,Metropolis,Jita,8999.97,9799.45,799.4805,8.158422,1000,5000,24475.26,3997402
Enduring Compounds,Metropolis,Jita,400000,350147.9,49852.09,12.46302,10,4747,29637.07,2.366479E+08
Enduring Conductors,Metropolis,Jita,6399.99,1004000,997600,99.36255,218,4288,223863.8,4.277709E+09
Precise Electronics,Metropolis,Jita,100.07,5090,4989.93,98.03399,234,10978,549578.6,5.477945E+07
Precise Compounds,Metropolis,Jita,500.15,4799.97,4299.82,89.58015,166,8230,376057.5,3.538752E+07
Precise Conductors,Metropolis,Jita,201.02,3701.77,3500.75,94.56963,58,5665,270563.7,1.983175E+07
Restrained Electronics,Metropolis,Jita,500.07,16150,15649.93,96.90359,117,4761,236347.8,7.450931E+07
Restrained Compounds,Metropolis,Jita,999.99,25100,24100.01,96.01598,104,3153,156314,7.598733E+07
Restrained Conductors,Metropolis,Jita,999.99,2501.18,1501.19,60.01927,226,4007,127000.8,6015268
Scoped Electronics,Metropolis,Jita,100.01,7500.01,7400,98.66653,231,3523,185197.1,2.60702E+07
Scoped Compounds,Metropolis,Jita,500.05,501,0.9500122,0.1896232,158,3291,326.9104,3126.49
Scoped Conductors,Metropolis,Jita,500.05,110000,109499.9,99.54541,156,2946,154394.9,3.225868E+08
50000MN Cold-Gas Enduring Microwarpdrive Blueprint,Metropolis,Jita,1.58E+08,1.58E+08,0,0,1,1,0,0
Hail XL,Metropolis,Jita,9985,2499.98,7485.02,74.96265,1500,645612,2.425461E+07,4.832419E+09
Barrage XL,Metropolis,Jita,3149.99,1400,1749.99,55.55542,2500,89150,2545827,1.560116E+08
Tremor XL,Metropolis,Jita,11000,2230.95,8769.05,79.71864,1500,52000,2132474,4.559906E+08
Quake XL,Metropolis,Jita,10000,3180,6820,68.2,3000,56500,2028950,3.8533E+08
Void XL,Metropolis,Jita,5998.99,1760.05,4238.94,70.6609,5000,245373,8845755,1.040122E+09
Null XL,Metropolis,Jita,4500,1875,2625,58.33333,7224,201209,6079267,5.281736E+08
Javelin XL,Metropolis,Jita,500,4998.92,4498.92,89.99784,12936,25000,1707079,1.12473E+08
Spike XL,Metropolis,Jita,2975,2994.94,19.93994,0.6657877,108707,50000,52832.25,2167611
Scorch XL,Metropolis,Jita,2600000,1079999,1520001,58.46158,25,166,5553.85,2.523202E+08
Conflagration XL,Metropolis,Jita,2777777,1399973,1377804,49.60096,3,156,3918.476,2.149374E+08
Aurora XL,Metropolis,Jita,2000000,2394475,394474.5,16.47437,12,30,345.9617,1.183424E+07
Ametat I Blueprint,Metropolis,Jita,3E+08,3.4E+08,4E+07,11.76471,1,2,11.76471,8E+07
Termite I Blueprint,Metropolis,Jita,3E+08,1.3E+08,1.7E+08,56.66667,1,1,56.66667,1.7E+08
Antaeus I Blueprint,Metropolis,Jita,3E+08,1.3E+08,1.7E+08,56.66667,1,1,56.66667,1.7E+08
Gungnir I Blueprint,Metropolis,Jita,3E+08,2.15E+08,8.5E+07,28.33333,1,2,28.33333,1.7E+08
Cenobite I Blueprint,Metropolis,Jita,3E+08,3.4E+08,4E+07,11.76471,1,1,11.76471,4E+07
Scarab I Blueprint,Metropolis,Jita,3E+08,8E+07,2.2E+08,73.33334,1,1,73.33334,2.2E+08
Siren I Blueprint,Metropolis,Jita,3E+08,3.209E+08,2.09E+07,6.512932,1,1,6.512932,2.09E+07
Dromi I Blueprint,Metropolis,Jita,3E+08,3.39E+08,3.9E+07,11.50443,1,1,11.50443,3.9E+07
Equite I Blueprint,Metropolis,Jita,2.004734E+08,8E+07,1.204734E+08,60.09446,1,1,60.09446,1.204734E+08
Locust I Blueprint,Metropolis,Jita,2.033633E+08,2.433633E+08,4E+07,16.43633,1,1,16.43633,4E+07
Satyr I Blueprint,Metropolis,Jita,2.139499E+08,1E+08,1.139499E+08,53.26009,1,1,53.26009,1.139499E+08
Gram I Blueprint,Metropolis,Jita,2.000134E+08,2.5E+08,4.998659E+07,19.99464,1,1,19.99464,4.998659E+07
Energy Neutralization Burst Projector Blueprint,Metropolis,Jita,5.1E+07,5.1E+07,0,0,1,1,0,0
Target Illumination Burst Projector Blueprint,Metropolis,Jita,5.1E+07,6.2E+07,1.1E+07,17.74194,1,1,17.74194,1.1E+07
Stasis Webification Burst Projector Blueprint,Metropolis,Jita,5.1E+07,5.1E+07,0,0,1,1,0,0
Warp Disruption Burst Projector Blueprint,Metropolis,Jita,5.1E+07,5.05E+07,500000,0.9803922,1,2,0.9803922,1000000
Capital Autocannon Specialization,Metropolis,Jita,3E+07,3.7E+07,6999996,18.91891,26,10,340.5404,1.819999E+08
Capital Artillery Specialization,Metropolis,Jita,3E+07,3.4289E+07,4289000,12.50838,13,5,112.5755,5.5757E+07
Capital Blaster Specialization,Metropolis,Jita,2.8E+07,3.400332E+07,6003316,17.65509,2,8,88.27545,4.802653E+07
Capital Railgun Specialization,Metropolis,Jita,4.2E+07,2.655E+07,1.545E+07,36.78571,1,2,36.78571,3.09E+07
Capital Pulse Laser Specialization,Metropolis,Jita,4.2E+07,6.748998E+07,2.548998E+07,37.76854,1,6,113.3056,1.529399E+08
Capital Beam Laser Specialization,Metropolis,Jita,4E+07,3.3E+07,7000004,17.50001,1,4,35.00002,2.800002E+07
XL Torpedo Specialization,Metropolis,Jita,3E+07,3.0375E+07,375000,1.234568,1,8,4.938272,3000000
XL Cruise Missile Specialization,Metropolis,Jita,3E+07,3.138781E+07,1387808,4.421487,1,7,17.68595,9714656
Networked Sensor Array,Metropolis,Jita,5000000,2.497417E+07,1.997417E+07,79.97932,1,53,2159.442,1.058631E+09
Networked Sensor Array Blueprint,Metropolis,Jita,6E+07,6E+07,0,0,1,4,0,0
Hermes Compact Fighter Support Unit Blueprint,Metropolis,Jita,5.5E+07,5.5E+07,0,0,1,1,0,0
Hermes Compact Fighter Support Unit,Metropolis,Jita,2.29E+08,9.65E+07,1.325E+08,57.86026,1,2,57.86026,2.65E+08
Fighter Support Unit II,Metropolis,Jita,3.300001E+07,1.163634E+08,8.336338E+07,71.64055,4,86,3223.825,7.16925E+09
Gravitational Transportation Field Oscillator Blueprint,Metropolis,Jita,5E+08,5E+08,0,0,1,1,0,0
‘Geiravor’ Explosive Lance Blueprint,Metropolis,Jita,3E+08,5E+08,2E+08,40,1,1,40,2E+08
‘Jormungandr’ Explosive Reaper Blueprint,Metropolis,Jita,3E+08,5E+08,2E+08,40,1,1,40,2E+08
CONCORD 25000mm Steel Plates,Metropolis,Jita,3.997778E+08,3.122171E+08,8.756067E+07,21.90234,1,45,503.7537,3.94023E+09
CONCORD Capital Shield Extender,Metropolis,Jita,4E+08,3.176009E+08,8.239914E+07,20.59978,2,22,247.1974,1.812781E+09
Capital I-ax Enduring Remote Armor Repairer,Metropolis,Jita,7.74E+07,8.899999E+07,1.159999E+07,13.0337,1,27,182.4718,3.131998E+08
Capital Remote Armor Repairer II,Metropolis,Jita,1.29E+08,1.393404E+08,1.034045E+07,7.420995,3,3,22.26299,3.102134E+07
Capital Asymmetric Enduring Remote Shield Booster,Metropolis,Jita,7E+07,1.179803E+08,4.798028E+07,40.66805,2,11,244.0083,5.277831E+08
Capital Murky Compact Remote Shield Booster,Metropolis,Jita,1.22E+08,9.695746E+07,2.504254E+07,20.52668,1,9,102.6334,2.253829E+08
Capital S95a Scoped Remote Shield Booster,Metropolis,Jita,4E+07,4.699898E+07,6998984,14.89178,1,30,223.3766,2.099695E+08
Small Ancillary Remote Armor Repairer,Metropolis,Jita,199999,380422.5,180423.5,47.42713,1,37,901.1155,6675669
Medium Ancillary Remote Armor Repairer,Metropolis,Jita,394994,191841.3,203152.7,51.43185,10,53,1594.387,1.076709E+07
Large Ancillary Remote Armor Repairer,Metropolis,Jita,600000,773505,173505,22.43101,4,12,179.4481,2082060
Capital Ancillary Remote Armor Repairer,Metropolis,Jita,7000000,3.130002E+07,2.430002E+07,77.6358,20,1,776.358,4.860003E+08
Small Ancillary Remote Shield Booster,Metropolis,Jita,4996,331485.5,326489.5,98.49284,1,69,3447.25,2.252778E+07
Medium Ancillary Remote Shield Booster,Metropolis,Jita,1053000,864456.8,188543.3,17.90534,6,73,698.3083,1.376366E+07
Large Ancillary Remote Shield Booster,Metropolis,Jita,5000000,2730145,2269855,45.39711,1,69,1588.899,1.5662E+08
Capital Ancillary Remote Shield Booster,Metropolis,Jita,2E+07,1.496E+07,5040000,25.2,3,3,75.60001,1.512E+07
Capital Cap Battery I,Metropolis,Jita,1000000,2444463,1444463,59.09122,3,23,768.1859,3.322265E+07
Capital Compact Pb-Acid Cap Battery,Metropolis,Jita,1E+08,3.9E+07,6.1E+07,61,1,1,61,6.1E+07
Capital Cap Battery II,Metropolis,Jita,50000,2.611308E+07,2.606308E+07,99.80853,1,47,2395.405,1.224965E+09
Cap Booster 3200,Metropolis,Jita,10000,6317.78,3682.22,36.8222,2300,180128,3358700,6.63271E+08
Navy Cap Booster 3200,Metropolis,Jita,562022.5,695076.1,133053.6,19.1423,1545,21708,222548.4,2.888327E+09
Capital Capacitor Booster I,Metropolis,Jita,4.907026E+07,2.137582E+07,2.769443E+07,56.43833,1,77,2201.095,2.132471E+09
Capital F-RX Compact Capacitor Booster,Metropolis,Jita,1.5E+08,9.580246E+07,5.419754E+07,36.13169,1,74,1336.873,4.010618E+09
Capital Capacitor Booster II,Metropolis,Jita,2E+08,9.950542E+07,1.004946E+08,50.24729,1,100,2512.365,1.004946E+10
Capital I-a Enduring Armor Repairer,Metropolis,Jita,270000,1.077782E+08,1.075082E+08,99.74949,1,27,1396.493,2.90272E+09
Capital ACM Compact Armor Repairer,Metropolis,Jita,2.42E+08,1.970001E+08,4.499992E+07,18.59501,1,2,18.59501,8.999984E+07
Capital Armor Repairer II,Metropolis,Jita,5.881E+08,4.129522E+08,1.751477E+08,29.78197,1,4,59.56393,7.00591E+08
Capital Ancillary Armor Repairer,Metropolis,Jita,8.9E+07,7.46675E+07,1.43325E+07,16.10393,1,4,32.20786,5.732998E+07
Capital Ancillary Shield Booster,Metropolis,Jita,8.375936E+07,5.427264E+07,2.948672E+07,35.20409,2,22,422.4491,6.487079E+08
