ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,PotentialDailyProfit
Antipharmakon Iokira,Metropolis,Jita,2.323225E+07,2.268671E+07,545540,2.348202,5,93,2727700
Antipharmakon Toxot,Metropolis,Jita,2.109E+07,1.951724E+07,1572758,7.457364,3,32,4718274
Antipharmakon Aeolis,Metropolis,Jita,2.5E+07,2.5E+07,0,0,1,125,0
Abaddon Blood Raiders SKIN (Permanent),Metropolis,Jita,3200000,2499999,700001,21.87503,1,8,700001
Structure Electromagnetic Sensor Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,2,0
Structure Acceleration Coils Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Structure Advertisement Nexus Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Structure Electromagnetic Sensor,Metropolis,Jita,9.5E+07,1.41E+08,4.6E+07,32.62411,1,1,4.6E+07
Structure Acceleration Coils,Metropolis,Jita,1.5E+08,1.4E+08,1E+07,6.666667,1,2,1E+07
Structure Advertisement Nexus,Metropolis,Jita,7E+07,7.199987E+07,1999872,2.777605,1,4,1999872
Pharolux Cyno Beacon Blueprint,Metropolis,Jita,6E+09,6E+09,0,0,3,1,0
Ansiblex Jump Gate Blueprint,Metropolis,Jita,1.2E+10,1.2E+10,0,0,1,1,0
Astrahus Blueprint,Metropolis,Jita,6E+09,6E+09,0,0,1,1,0
Raitaru Blueprint,Metropolis,Jita,4E+09,4E+09,0,0,1,1,0
Athanor Blueprint,Metropolis,Jita,5.5E+09,5.5E+09,0,0,1,1,0
Standup Guided Bomb Launcher I Blueprint,Metropolis,Jita,1E+09,1E+09,0,0,1,1,0
Standup Ballistic Control System I Blueprint,Metropolis,Jita,6E+07,6E+07,0,0,1,2,0
Standup Cloning Center I Blueprint,Metropolis,Jita,1.6E+09,1.6E+09,0,0,1,1,0
Standup Co-Processor Array I Blueprint,Metropolis,Jita,6E+07,6E+07,0,0,1,1,0
Standup Point Defense Battery I Blueprint,Metropolis,Jita,1E+09,1E+09,0,0,1,1,0
Standup Reprocessing Facility I Blueprint,Metropolis,Jita,1.6E+08,1.6E+08,0,0,1,1,0
Standup Moon Drill I Blueprint,Metropolis,Jita,1.6E+09,1.6E+09,0,0,1,2,0
Standup Variable Spectrum ECM I Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Standup XL Energy Neutralizer I Blueprint,Metropolis,Jita,5E+08,5E+08,0,0,1,1,0
Standup Heavy Energy Neutralizer I Blueprint,Metropolis,Jita,5E+08,5E+08,0,0,1,1,0
Standup Missile Guidance Enhancer I Blueprint,Metropolis,Jita,6E+07,6E+07,0,0,1,1,0
Standup Anticapital Missile Launcher I Blueprint,Metropolis,Jita,3E+08,3E+08,0,0,1,1,0
Standup Multirole Missile Launcher I Blueprint,Metropolis,Jita,3E+08,3E+08,0,0,2,2,0
Standup Reactor Control Unit I Blueprint,Metropolis,Jita,6E+07,6E+07,0,0,1,1,0
Standup Remote Sensor Dampener I Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Standup Stasis Webifier I Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Standup Target Painter I Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Standup Weapon Disruptor I Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Standup Focused Warp Disruptor I Blueprint,Metropolis,Jita,2E+08,2E+08,0,0,1,1,0
Endurance,Metropolis,Jita,2.65E+07,2.13498E+07,5150200,19.43472,1,38,5150200
Standup M-Set Ammunition Manufacturing Material Efficiency I,Metropolis,Jita,6.95E+08,8.542546E+08,1.592546E+08,18.64252,1,1,1.592546E+08
Standup M-Set Missile Precision I,Metropolis,Jita,4.91E+08,3.388119E+08,1.521881E+08,30.99554,1,4,1.521881E+08
Standup M-Set Energy Neutralizer Projection I,Metropolis,Jita,4E+08,3.39744E+08,6.0256E+07,15.064,1,2,6.0256E+07
Standup M-Set Missile Projection I,Metropolis,Jita,4.587E+08,3.448079E+08,1.138921E+08,24.82933,1,3,1.138921E+08
Standup M-Set Electronic Warfare Projection I,Metropolis,Jita,468797.4,1.700096E+08,1.695408E+08,99.72425,1,1,1.695408E+08
Standup M-Set Electronic Warfare Economy I,Metropolis,Jita,4.858E+08,3.437858E+08,1.420142E+08,29.23306,1,2,1.420142E+08
Standup M-Set Structure Target Multiplexing I,Metropolis,Jita,3.7E+08,2.89E+08,8.1E+07,21.89189,1,1,8.1E+07
Standup M-Set Enhanced Targeting System I,Metropolis,Jita,5.66E+08,3.64999E+08,2.01001E+08,35.51254,1,1,2.01001E+08
Rapid Torpedo Launcher I,Metropolis,Jita,600000,3.800602E+07,3.740602E+07,98.4213,3,6,1.12218E+08
Quad 800mm Repeating Cannon I,Metropolis,Jita,1.48E+08,4.457388E+07,1.034261E+08,69.88252,3,7,3.102784E+08
Quad Mega Pulse Laser I,Metropolis,Jita,2.8E+07,3.90239E+07,1.10239E+07,28.2491,1,3,1.10239E+07
Triple Neutron Blaster Cannon I,Metropolis,Jita,6686548,6.499957E+07,5.831302E+07,89.71294,1,6,5.831302E+07
Rapid Torpedo Launcher II,Metropolis,Jita,2.5E+08,1.866933E+08,6.330667E+07,25.32267,3,41,1.8992E+08
XL Torpedo Launcher II,Metropolis,Jita,1.75E+08,1.651421E+08,9857872,5.63307,3,30,2.957362E+07
XL Cruise Missile Launcher II,Metropolis,Jita,2.2E+08,1.658341E+08,5.416589E+07,24.62086,3,12,1.624977E+08
Quad Mega Pulse Laser II,Metropolis,Jita,4.25E+08,1.984644E+08,2.265356E+08,53.3025,3,17,6.796068E+08
Dual Giga Pulse Laser II,Metropolis,Jita,4.25E+08,2.471781E+08,1.778219E+08,41.84044,3,34,5.334657E+08
Ion Siege Blaster II,Metropolis,Jita,4.22E+08,2.727249E+08,1.492751E+08,35.37324,3,30,4.478252E+08
Quad 800mm Repeating Cannon II,Metropolis,Jita,3.45E+08,2.381422E+08,1.068578E+08,30.97329,3,12,3.205735E+08
Hexa 2500mm Repeating Cannon II,Metropolis,Jita,1.86E+08,1.820032E+08,3996800,2.148817,1,24,3996800
Standup L-Set Equipment Manufacturing Efficiency I Blueprint,Metropolis,Jita,5E+08,5E+08,0,0,1,1,0
Standup L-Set Advanced Component Manufacturing Efficiency I Blueprint,Metropolis,Jita,5E+08,5E+08,0,0,1,1,0
Ice Mining Laser I,Metropolis,Jita,290000,227168.6,62831.38,21.66599,2,73,125662.8
Ice Mining Laser II,Metropolis,Jita,1168181,1498091,329909.8,22.02201,11,32,3629007
ORE Ice Mining Laser,Metropolis,Jita,2E+08,1.49889E+08,5.011101E+07,25.0555,2,1,1.00222E+08
Crucifier Navy Issue,Metropolis,Jita,2.800009E+07,2.575E+07,2250086,8.035996,2,4,4500172
Vigil Fleet Issue,Metropolis,Jita,9985996,1.231989E+07,2333898,18.94414,2,18,4667796
Griffin Navy Issue,Metropolis,Jita,1.9E+07,1.79E+07,1100002,5.789484,4,13,4400008
Maulus Navy Issue,Metropolis,Jita,1.6E+07,1.510703E+07,892963,5.58102,1,8,892963
Deacon,Metropolis,Jita,3.5E+07,2.704554E+07,7954456,22.72702,1,9,7954456
Kirin,Metropolis,Jita,3500001,2.973083E+07,2.623083E+07,88.22771,1,39,2.623083E+07
Thalia,Metropolis,Jita,3.4E+07,2.600102E+07,7998982,23.52642,1,3,7998982
Scalpel,Metropolis,Jita,2E+07,3.272651E+07,1.272651E+07,38.88747,1,58,1.272651E+07
Micro Jump Field Generator,Metropolis,Jita,26000,266874.9,240874.9,90.25761,1,101,240874.9
Bifrost,Metropolis,Jita,7.899997E+07,7.254184E+07,6458128,8.174849,1,49,6458128
Pontifex,Metropolis,Jita,3000000,7.453869E+07,7.153869E+07,95.97524,1,14,7.153869E+07
Stork,Metropolis,Jita,9.699998E+07,7.121626E+07,2.578372E+07,26.58116,1,19,2.578372E+07
Magus,Metropolis,Jita,8.999999E+07,6.511489E+07,2.48851E+07,27.65011,2,18,4.97702E+07
Punisher Raata Sunset SKIN (Permanent),Metropolis,Jita,9800000,1001000,8799000,89.78571,1,3,8799000
Omen Raata Sunset SKIN (Permanent),Metropolis,Jita,2.5E+07,1.3E+07,1.2E+07,48,1,1,1.2E+07
Standup Signal Amplifier I,Metropolis,Jita,9597998,3650016,5947983,61.97107,1,3,5947983
Tenebrex Cyno Jammer,Metropolis,Jita,1.4E+09,1.447944E+09,4.794445E+07,3.311208,1,2,4.794445E+07
Tenebrex Cyno Jammer Blueprint,Metropolis,Jita,1.2E+10,1.2E+10,0,0,1,1,0
Standup Signal Amplifier I Blueprint,Metropolis,Jita,6E+07,6E+07,0,0,1,1,0
Guidance Disruptor I,Metropolis,Jita,90828,59772.89,31055.11,34.19112,1,45,31055.11
Highstroke Scoped Guidance Disruptor,Metropolis,Jita,976.8,3034.09,2057.29,67.80583,10,211,20572.9
A-211 Enduring Guidance Disruptor,Metropolis,Jita,2511,2681,170,6.340918,10,298,1700
Guidance Disruptor II,Metropolis,Jita,2499999,2283238,216761,8.670444,1,68,216761
Atron Valimor Legacy SKIN (Permanent),Metropolis,Jita,125000,5789998,5664998,97.8411,1,1,5664998
Incursus Valimor Legacy SKIN (Permanent),Metropolis,Jita,1500000,898110,601890,40.126,1,18,601890
Tristan Valimor Legacy SKIN (Permanent),Metropolis,Jita,1550000,1698995,148994.9,8.769589,1,5,148994.9
Exequror Valimor Legacy SKIN (Permanent),Metropolis,Jita,1.6E+07,917150.9,1.508285E+07,94.26781,1,1,1.508285E+07
Thorax Valimor Legacy SKIN (Permanent),Metropolis,Jita,1E+07,4233334,5766667,57.66666,1,3,5766667
Vexor Valimor Legacy SKIN (Permanent),Metropolis,Jita,1E+08,9999998,9E+07,90,1,4,9E+07
Brutix Valimor Legacy SKIN (Permanent),Metropolis,Jita,5000000,8997990,3997990,44.43203,1,2,3997990
Myrmidon Valimor Legacy SKIN (Permanent),Metropolis,Jita,2E+07,2999999,1.7E+07,85,1,1,1.7E+07
Dominix Valimor Legacy SKIN (Permanent),Metropolis,Jita,3.8E+07,3.5E+07,3000004,7.894747,1,1,3000004
Hyperion Valimor Legacy SKIN (Permanent),Metropolis,Jita,1.6E+07,2000000,1.4E+07,87.5,1,1,1.4E+07
Megathron Valimor Legacy SKIN (Permanent),Metropolis,Jita,5E+07,1.995E+07,3.005E+07,60.1,1,2,3.005E+07
Moros Valimor Legacy SKIN (Permanent),Metropolis,Jita,1.5E+07,1.35E+07,1500001,10.00001,1,1,1500001
Thanatos Valimor Legacy SKIN (Permanent),Metropolis,Jita,2.5E+07,3.037E+07,5370000,17.68192,1,1,5370000
Erebus Valimor Legacy SKIN (Permanent),Metropolis,Jita,1.5E+07,3.5E+07,2E+07,57.14286,1,1,2E+07
Iteron Mark V Valimor Legacy SKIN (Permanent),Metropolis,Jita,5000.01,1155513,1150513,99.56729,1,39,1150513
Obelisk Valimor Legacy SKIN (Permanent),Metropolis,Jita,255000,6666667,6411667,96.175,1,3,6411667
Cenobite I,Metropolis,Jita,2960000,5000000,2040000,40.8,5,20,1.02E+07
Women's Genolution Combat Suit,Metropolis,Jita,4500000,2364825,2135175,47.44833,1,4,2135175
Women's CONCORD 'Solitaire' Survival Suit,Metropolis,Jita,7E+08,6.65312E+08,3.4688E+07,4.955429,1,1,3.4688E+07
Apostle,Metropolis,Jita,1.22E+09,1.055556E+09,1.644444E+08,13.47905,1,1,1.644444E+08
Minokawa,Metropolis,Jita,9E+08,1.1E+09,2E+08,18.18182,1,1,2E+08
Lif,Metropolis,Jita,8.5E+08,1.07E+09,2.2E+08,20.56075,1,1,2.2E+08
Ninazu,Metropolis,Jita,7.080001E+08,9.0009E+08,1.920899E+08,21.34119,2,1,3.841798E+08
Pitfall Compact Warp Disruption Field Generator,Metropolis,Jita,995784.6,1254011,258226.7,20.59205,46,318,1.187843E+07
Clutch Restrained Warp Disruption Field Generator,Metropolis,Jita,1015004,1235879,220874.9,17.87189,62,297,1.369425E+07
M-36 Enduring Warp Disruption Field Generator,Metropolis,Jita,976779.6,1222063,245283.7,20.07128,49,336,1.20189E+07
True Sansha Warp Disruption Field Generator,Metropolis,Jita,1.42E+08,6.539426E+07,7.660574E+07,53.94771,1,35,7.660574E+07
Command Destroyers,Metropolis,Jita,2E+07,2.146619E+07,1466190,6.830229,1,21,1466190
Micro Jump Field Generator Blueprint,Metropolis,Jita,1.265504E+07,2.999E+07,1.733496E+07,57.80247,1,1,1.733496E+07
Corpii C-Type Small Energy Neutralizer,Metropolis,Jita,7.25E+07,3.300004E+07,3.949996E+07,54.4827,1,1,3.949996E+07
Corpii A-Type Small Energy Neutralizer,Metropolis,Jita,1.13E+08,4.060959E+07,7.239041E+07,64.06231,3,36,2.171712E+08
Corpum C-Type Medium Energy Neutralizer,Metropolis,Jita,8.8E+07,4.359412E+07,4.440588E+07,50.46123,1,34,4.440588E+07
Corpum B-Type Medium Energy Neutralizer,Metropolis,Jita,2.4E+07,6.033336E+07,3.633336E+07,60.22101,1,6,3.633336E+07
Corpum A-Type Medium Energy Neutralizer,Metropolis,Jita,9.9E+07,7.2447E+07,2.6553E+07,26.82121,1,18,2.6553E+07
Corpus X-Type Heavy Energy Neutralizer,Metropolis,Jita,1.75E+08,1.73582E+08,1417968,0.8102674,1,21,1417968
Structure Missile Systems,Metropolis,Jita,5000000,5000000,0,0,1,1,0
Structure Doomsday Operation,Metropolis,Jita,5000000,5000000,0,0,1,1,0
Structure Electronic Systems,Metropolis,Jita,5000000,5000000,0,0,1,1,0
Structure Engineering Systems,Metropolis,Jita,5000000,3001556,1998445,39.96889,1,2,1998445
Republic Fleet Shield Recharger,Metropolis,Jita,3.5E+07,2.207274E+07,1.292726E+07,36.93504,1,15,1.292726E+07
Women's CONCORD Test Pilot T-Shirt,Metropolis,Jita,4.9E+08,7E+08,2.1E+08,30,1,1,2.1E+08
Men's CONCORD Test Pilot T-Shirt,Metropolis,Jita,5E+08,5.9E+08,9E+07,15.25424,2,1,1.8E+08
Men's Genolution Combat Suit,Metropolis,Jita,0.01,3496207,3496207,100,3,5,1.048862E+07
Women's 'Rocket' Dress (festive),Metropolis,Jita,488888,154000,334888,68.49994,2,4,669776
Men's 'Curate' Coat (festive),Metropolis,Jita,1E+07,1070634,8929366,89.29366,1,3,8929366
Men's CONCORD 'Solitaire' Survival Suit,Metropolis,Jita,5E+08,2.099792E+09,1.599792E+09,76.18812,2,1,3.199584E+09
Caldari Navy Shield Power Relay,Metropolis,Jita,3.5E+07,2.29621E+07,1.20379E+07,34.39399,1,49,1.20379E+07
Standup Gravimetric ECM Script,Metropolis,Jita,537896.3,54999.99,482896.3,89.77498,2,22,965792.6
Standup Ladar ECM Script,Metropolis,Jita,745896.8,74999,670897.8,89.94512,2,22,1341796
Standup Magnetometric ECM Script,Metropolis,Jita,648896.3,110000,538896.3,83.04813,2,24,1077793
Standup Radar ECM Script,Metropolis,Jita,1168995,95998.97,1072996,91.7879,2,22,2145991
Dread Guristas Shield Flux Coil,Metropolis,Jita,5000000,812631.6,4187369,83.74737,1,19,4187369
Standup Gravimetric ECM Script Blueprint,Metropolis,Jita,1300000,1300000,0,0,1,1,0
Standup Ladar ECM Script Blueprint,Metropolis,Jita,1300000,1300000,0,0,1,1,0
Standup Magnetometric ECM Script Blueprint,Metropolis,Jita,1300000,1300000,0,0,1,1,0
Standup Radar ECM Script Blueprint,Metropolis,Jita,1300000,1300000,0,0,1,1,0
Standup Super-heavy Torpedo,Metropolis,Jita,19498.65,8438.96,11059.69,56.72029,1240,22700,1.371402E+07
Standup XL Cruise Missile,Metropolis,Jita,29994.38,8728.94,21265.44,70.89809,240,16460,5103706
Standup Cruise Missile,Metropolis,Jita,7999.99,8898.95,898.96,10.10186,10000,92232,8989600
Standup Heavy Missile,Metropolis,Jita,9000,8846,154,1.711111,7100,120667,1093400
Standup Light Missile,Metropolis,Jita,11598.96,9034.67,2564.29,22.10793,6000,119639,1.538574E+07
Standup Heavy Guided Bomb,Metropolis,Jita,2798998,1784990,1014008,36.22753,10,798,1.014008E+07
Standup Light Guided Bomb,Metropolis,Jita,2399992,1690000,709992.3,29.58311,40,616,2.839969E+07
Standup Super-heavy Torpedo Blueprint,Metropolis,Jita,1E+07,1.099999E+07,999988,9.09081,1,1,999988
Standup XL Cruise Missile Blueprint,Metropolis,Jita,1E+07,1E+07,0,0,1,2,0
Standup Cruise Missile Blueprint,Metropolis,Jita,8000000,8000000,0.5,6.25E-06,1,2,0.5
Standup Heavy Missile Blueprint,Metropolis,Jita,8000000,8000000,0,0,1,2,0
Standup Light Missile Blueprint,Metropolis,Jita,8000000,8000000,0,0,1,1,0
Standup Heavy Guided Bomb Blueprint,Metropolis,Jita,2E+07,2E+07,0,0,1,1,0
Standup Light Guided Bomb Blueprint,Metropolis,Jita,2E+07,2E+07,0,0,1,1,0
Men's Scope Network Special Correspondent Suit,Metropolis,Jita,2.19E+08,1.01125E+08,1.17875E+08,53.8242,1,1,1.17875E+08
Women's 'Serpentis' T-shirt (olive/black),Metropolis,Jita,1,448156.8,448155.8,99.99978,2,12,896311.7
Men's 'Serpentis' T-shirt (olive/black),Metropolis,Jita,1.2765E+07,890000,1.1875E+07,93.02781,1,1,1.1875E+07
Garmur Waschi Uprising 'Combat' SKIN (Permanent),Metropolis,Jita,1.5E+08,4.15E+08,2.65E+08,63.85542,1,1,2.65E+08
Orthrus Waschi Uprising 'Combat' SKIN (Permanent),Metropolis,Jita,3.5E+08,6.22E+08,2.72E+08,43.7299,1,1,2.72E+08
Project Compass Star Charts,Metropolis,Jita,50000,1000,49000,98,1,5,49000
Contraband Amarrian Walnuts,Metropolis,Jita,1,107858.3,107857.3,99.99907,1,7,107857.3
Cerebrum In A Container,Metropolis,Jita,1000,215000,214000,99.53488,1,6,214000
Sansha Claws Fairytale Book,Metropolis,Jita,2000,70000.02,68000.02,97.14286,1,5,68000.02
Festive Firecrackers,Metropolis,Jita,120000,3000,117000,97.5,1,4,117000
Max Amarria,Metropolis,Jita,8500000,555000,7945000,93.47059,1,5,7945000
Grand Teigjon Casino Chip,Metropolis,Jita,1,310000,309999,99.99968,2,5,619998
YC117 Symposium On Emergent Threats Access Pass,Metropolis,Jita,10000,35000.02,25000.02,71.42859,1,5,25000.02
95th Interstellar Mindclash Championship Tickets,Metropolis,Jita,1000,20000,19000,95,1,5,19000
Feawen's Approval Documentation,Metropolis,Jita,1,60000,59999,99.99834,1,5,59999
Meat Popsicle,Metropolis,Jita,10000,165005.2,155005.2,93.93958,1,6,155005.2
Capital Parking Ticket,Metropolis,Jita,1000,115000,114000,99.13043,1,4,114000
Counterfeit Dominix Model,Metropolis,Jita,1000,175833.3,174833.3,99.43128,1,6,174833.3
Starsi,Metropolis,Jita,1,73833.35,73832.35,99.99864,2,2,147664.7
YC118 Succession Trial Champion’s Decree – House Tash-Murkon,Metropolis,Jita,10000,40000.02,30000.02,75.00002,1,5,30000.02
YC118 Succession Trial Champion’s Decree – House Ardishapur,Metropolis,Jita,10000,25000.02,15000.02,60.00003,1,4,15000.02
YC118 Succession Trial Champion’s Decree – House Kador,Metropolis,Jita,10000,25000.02,15000.02,60.00003,1,5,15000.02
YC118 Succession Trial Champion’s Decree – House Khanid,Metropolis,Jita,10000,25000.02,15000.02,60.00003,1,5,15000.02
YC118 Succession Trial Champion’s Decree – House Kor-Azor,Metropolis,Jita,10000,25000.02,15000.02,60.00003,1,5,15000.02
YC118 Succession Trial Champion’s Decree – House Sarum,Metropolis,Jita,10000,25000.02,15000.02,60.00003,1,5,15000.02
Ice Mining Laser I Blueprint,Metropolis,Jita,3500000,3500000,0,0,5,3,0
Brutix Serpentis SKIN (Permanent),Metropolis,Jita,1.93E+08,1.922222E+08,777776,0.4029928,2,1,1555552
Catalyst Serpentis SKIN (Permanent),Metropolis,Jita,1.93E+08,1.98E+08,4999968,2.525237,1,1,4999968
Noir. Modified Entosis Link,Metropolis,Jita,5E+07,2.9995E+07,2.0005E+07,40.01,1,1,2.0005E+07
Logistics Frigates,Metropolis,Jita,5000000,6084643,1084643,17.82591,4,14,4338572
Missile Range Disruption Script,Metropolis,Jita,6000,4988.97,1011.03,16.8505,1,330,1011.03
Missile Precision Disruption Script,Metropolis,Jita,9999.65,7474.5,2525.15,25.25239,2,1080,5050.301
Missile Range Disruption Script Blueprint,Metropolis,Jita,1500000,1500000,0,0,1,1,0
Missile Precision Disruption Script Blueprint,Metropolis,Jita,1500000,1500000,0,0,3,3,0
Guidance Disruptor I Blueprint,Metropolis,Jita,298240,739800,441560,59.6864,1,1,441560
Scarab I,Metropolis,Jita,5000000,2000001,2999999,59.99998,6,8,1.8E+07
Siren I,Metropolis,Jita,6000000,4778005,1221996,20.36659,3,76,3665987
Dromi I,Metropolis,Jita,6000000,5192864,807136,13.45227,3,31,2421408
25000mm Steel Plates I,Metropolis,Jita,4E+07,2.853425E+07,1.146575E+07,28.66438,2,46,2.29315E+07
25000mm Crystalline Carbonide Restrained Plates,Metropolis,Jita,600000,3.947609E+07,3.887609E+07,98.48009,1,23,3.887609E+07
25000mm Rolled Tungsten Compact Plates,Metropolis,Jita,2.25E+08,1.051111E+08,1.198889E+08,53.28395,1,14,1.198889E+08
25000mm Steel Plates II,Metropolis,Jita,1.92999E+08,1.253239E+08,6.767507E+07,35.06498,2,71,1.353501E+08
Capital Shield Extender I,Metropolis,Jita,5E+07,1.575945E+07,3.424055E+07,68.4811,1,64,3.424055E+07
Capital Azeotropic Restrained Shield Extender,Metropolis,Jita,3.5E+07,1.984024E+07,1.515976E+07,43.3136,3,7,4.547928E+07
Capital F-S9 Regolith Compact Shield Extender,Metropolis,Jita,8E+07,7.8E+07,2000000,2.5,1,2,2000000
Capital Shield Extender II,Metropolis,Jita,1.2E+08,1.130241E+08,6975936,5.81328,2,82,1.395187E+07
Equite I,Metropolis,Jita,3099994,1728996,1370998,44.22582,10,118,1.370998E+07
Locust I,Metropolis,Jita,3914286,2319996,1594290,40.73004,14,15,2.232006E+07
Satyr I,Metropolis,Jita,2000000,1647993,352007.3,17.60036,9,72,3168065
Gram I,Metropolis,Jita,5944758,1347696,4597062,77.32967,3,257,1.379119E+07
Ametat I,Metropolis,Jita,101000.1,8489000,8388000,98.81023,20,12,1.6776E+08
Termite I,Metropolis,Jita,100000,8798398,8698398,98.86343,3,27,2.609519E+07
Antaeus I,Metropolis,Jita,1.996936E+07,6177084,1.379228E+07,69.0672,5,72,6.89614E+07
Gungnir I,Metropolis,Jita,1.222211E+07,7174800,5047311,41.29656,6,12,3.028387E+07
Skill Extractor,Metropolis,Jita,4.720005E+08,4.68992E+08,3008480,0.6373892,3,3035,9025440
Large Skill Injector,Metropolis,Jita,9.921979E+08,9.26223E+08,6.597491E+07,6.64937,69,4852,4.552269E+09
Men's 'Mirelle' Upwell Executive Coat,Metropolis,Jita,500000,4.025E+07,3.975E+07,98.75777,1,2,3.975E+07
Women's 'Mirelle' Upwell Executive Coat,Metropolis,Jita,7250000,1.5E+07,7750000,51.66667,2,1,1.55E+07
Men's 'Mirelle' Pants (Upwell),Metropolis,Jita,100000,1.3151E+07,1.3051E+07,99.2396,1,2,1.3051E+07
Women's 'Mirelle' Pants (Upwell),Metropolis,Jita,2E+07,2E+07,0,0,1,1,0
Equite II,Metropolis,Jita,9000000,8593876,406124,4.512489,12,125,4873488
Gram II,Metropolis,Jita,1.996359E+07,8093870,1.186972E+07,59.45684,1,87,1.186972E+07
Locust II,Metropolis,Jita,6845000,6499904,345096.5,5.041585,5,23,1725483
Satyr II,Metropolis,Jita,1E+07,7498794,2501206,25.01206,18,5,4.502171E+07
Templar II,Metropolis,Jita,2500,8594340,8591840,99.97091,26,294,2.233878E+08
Dragonfly II,Metropolis,Jita,1000019,9499996,8499977,89.47348,30,381,2.549993E+08
Firbolg II,Metropolis,Jita,1214000,8920030,7706030,86.39018,12,249,9.247236E+07
Einherji II,Metropolis,Jita,1.316868E+07,8699999,4468678,33.93415,31,145,1.38529E+08
Ametat II,Metropolis,Jita,399928.4,2.677755E+07,2.637763E+07,98.50648,2,36,5.275525E+07
Malleus II,Metropolis,Jita,455714.6,2.460027E+07,2.414456E+07,98.14752,21,74,5.070357E+08
Antaeus II,Metropolis,Jita,4E+07,2.95E+07,1.05E+07,26.25001,6,20,6.300001E+07
Cyclops II,Metropolis,Jita,200000,2.684444E+07,2.664444E+07,99.25497,1,139,2.664444E+07
Gungnir II,Metropolis,Jita,320000.1,2.5E+07,2.468E+07,98.72,6,101,1.4808E+08
Tyrfing II,Metropolis,Jita,3E+07,2.543049E+07,4569510,15.2317,5,92,2.284755E+07
Mantis II,Metropolis,Jita,2E+07,3.02E+07,1.02E+07,33.77483,7,69,7.14E+07
Cenobite II,Metropolis,Jita,1.6E+07,1.884198E+07,2841980,15.08323,13,9,3.694574E+07
Scarab II,Metropolis,Jita,1500,3.75E+07,3.74985E+07,99.996,6,4,2.24991E+08
Siren II,Metropolis,Jita,1.6E+07,2.129285E+07,5292852,24.85741,10,42,5.292852E+07
Dromi II,Metropolis,Jita,2.3E+07,2.289318E+07,106822,0.4644435,3,19,320466
Light Fighters,Metropolis,Jita,1.1E+08,1.124545E+08,2454544,2.182699,1,11,2454544
Support Fighters,Metropolis,Jita,1.1E+08,1.131818E+08,3181816,2.811243,1,11,3181816
Condor Matigu Seabeast SKIN (Permanent),Metropolis,Jita,5000000,5.500333E+07,5.000333E+07,90.90965,1,1,5.000333E+07
Merlin Matigu Seabeast SKIN (Permanent),Metropolis,Jita,3000000,6666666,3666666,55,1,1,3666666
Caracal Matigu Seabeast SKIN (Permanent),Metropolis,Jita,2.75E+07,1.78096E+07,9690400,35.23782,1,5,9690400
Bosonic Field Generator,Metropolis,Jita,3E+08,3.194334E+08,1.943344E+07,6.083721,1,9,1.943344E+07
Gravitational Transportation Field Oscillator,Metropolis,Jita,5.9E+08,5.696823E+08,2.03177E+07,3.443677,1,1,2.03177E+07
Capital Energy Neutralizer I,Metropolis,Jita,6.656E+07,1.781871E+07,4.874129E+07,73.2291,1,60,4.874129E+07
Capital Gremlin Compact Energy Neutralizer,Metropolis,Jita,2.3962E+08,1.27935E+08,1.11685E+08,46.6092,1,10,1.11685E+08
Capital Infectious Scoped Energy Neutralizer,Metropolis,Jita,2.9E+07,2.764549E+07,1354512,4.670731,2,22,2709024
Capital Energy Neutralizer II,Metropolis,Jita,3.181111E+08,1.111382E+08,2.069729E+08,65.06309,1,12,2.069729E+08
Capital Energy Nosferatu I,Metropolis,Jita,3000000,9750000,6750000,69.23077,1,4,6750000
Capital Energy Nosferatu II,Metropolis,Jita,2.95E+08,1.43E+08,1.52E+08,51.52542,1,2,1.52E+08
Capital Energy Neutralizer I Blueprint,Metropolis,Jita,1.8E+07,1.8E+07,0,0,1,1,0
Capital Gremlin Compact Energy Neutralizer Blueprint,Metropolis,Jita,3.6E+07,6E+07,2.4E+07,40,1,1,2.4E+07
Capital Energy Nosferatu I Blueprint,Metropolis,Jita,2.9E+07,3.649999E+07,7499992,20.54793,1,2,7499992
Sentient Burst Jammer,Metropolis,Jita,3510000,4.248499E+07,3.897499E+07,91.73826,1,10,3.897499E+07
Subcompact TEBS Interface,Metropolis,Jita,1000,25000,24000,96,16,1,384000
Capital Emergency Hull Energizer I,Metropolis,Jita,3.25E+07,3.761535E+07,5115348,13.5991,2,24,1.02307E+07
Capital Implacable Compact Emergency Hull Energizer,Metropolis,Jita,1.133333E+08,9.9E+07,1.433334E+07,12.64706,3,3,4.300001E+07
Capital Indefatigable Enduring Emergency Hull Energizer,Metropolis,Jita,1000000,1.35E+08,1.34E+08,99.25926,1,1,1.34E+08
