ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Energy Grid Upgrades,Metropolis,Jita,79000,65504.82,13495.18,17.08251,3,9,102.495,121456.6
Shield Upgrades,Metropolis,Jita,100000,94153.63,5846.367,5.846367,1,12,35.07821,70156.41
CPU Management,Metropolis,Jita,30000,7505.25,22494.75,74.9825,1,4,149.965,89979
Electronic Warfare,Metropolis,Jita,125000,119090.9,5909.094,4.727275,1,11,28.36365,65000.03
Long Range Targeting,Metropolis,Jita,100000,90000,10000,10,1,6,30,60000
Target Management,Metropolis,Jita,150000,205900.8,55900.77,27.14937,2,4,81.44812,223603.1
Advanced Target Management,Metropolis,Jita,500000,500305.9,305.9063,0.06114384,4,22,0.79487,6729.938
Signature Analysis,Metropolis,Jita,100000,100556.4,556.3594,0.5532811,1,6,1.659843,3338.156
Electronics Upgrades,Metropolis,Jita,100000,91564.27,8435.727,8.435726,1,9,42.17863,75921.54
Sensor Linking,Metropolis,Jita,125000,148478.9,23478.91,15.81296,2,26,221.3814,610451.6
Weapon Disruption,Metropolis,Jita,100000,109890,9889.992,8.999903,1,20,89.99902,197799.8
Propulsion Jamming,Metropolis,Jita,175000,95058.73,79941.27,45.68073,1,15,365.4458,1199119
Drones,Metropolis,Jita,20999.95,29536.9,8536.951,28.90266,1,19,289.0266,162202.1
Drone Avionics,Metropolis,Jita,60000,39359.77,20640.23,34.40038,1,15,275.2031,309603.5
Mining Drone Operation,Metropolis,Jita,85000,43719.02,41280.98,48.56586,2,23,582.7903,949462.6
Repair Drone Operation,Metropolis,Jita,200000,212676.1,12676.09,5.960281,1,23,71.52338,291550.2
Salvage Drone Operation,Metropolis,Jita,500000,531703.2,31703.19,5.962573,2,20,65.58829,634063.8
Heavy Drone Operation,Metropolis,Jita,500000,495000,5000,1,3,121,62,605000
Drone Interfacing,Metropolis,Jita,750000,666665.9,83334.06,11.11121,7,123,722.2285,1.025009E+07
Trade,Metropolis,Jita,30000,30730.93,730.9297,2.378482,2,6,9.513928,4385.578
Retail,Metropolis,Jita,262500,154286.1,108213.9,41.22436,2,18,412.2436,1947851
Broker Relations,Metropolis,Jita,125000,219032.3,94032.27,42.93078,2,31,686.8925,2915000
Visibility,Metropolis,Jita,7500000,7700000,200000,2.597403,1,15,20.77922,3000000
Navigation,Metropolis,Jita,30000,5429,24571,81.90334,1,3,163.8067,73713
Afterburner,Metropolis,Jita,35000,67232.52,32232.52,47.94186,1,14,335.593,451255.3
Fuel Conservation,Metropolis,Jita,37500,41831.39,4331.391,10.3544,2,71,372.7585,307528.8
Acceleration Control,Metropolis,Jita,48750,50125.6,1375.602,2.744309,4,97,137.2155,133433.3
Evasive Maneuvering,Metropolis,Jita,35000,35316.8,316.8008,0.8970257,1,42,18.83754,13305.63
High Speed Maneuvering,Metropolis,Jita,500000,582040.5,82040.5,14.09532,1,16,112.7626,1312648
Warp Drive Operation,Metropolis,Jita,45000,44737.05,262.9492,0.5843316,1,10,2.921658,2629.492
Jump Drive Operation,Metropolis,Jita,1.521175E+07,1.009254E+07,5119210,33.653,4,63,1110.549,3.225102E+08
Large Secure Container,Metropolis,Jita,198000,36072.48,161927.5,81.78157,7,33,1635.631,5343608
Medium Secure Container,Metropolis,Jita,38479.99,24355.42,14124.57,36.70627,1,21,403.769,296615.9
Small Secure Container,Metropolis,Jita,12989.99,10499.8,2490.19,19.17007,9,619,6019.403,1541428
Basic Co-Processor,Metropolis,Jita,6769000,294000,6475000,95.65667,1,2,95.65667,1.295E+07
Inherent Implants 'Noble' Mechanic MC-802,Metropolis,Jita,1.199999E+07,1.25E+07,500009,4.000072,1,1,4.000072,500009
Inherent Implants 'Noble' Repair Proficiency RP-902,Metropolis,Jita,1.2E+07,1.1E+07,999999,8.333325,1,2,8.333325,1999998
Inherent Implants 'Noble' Hull Upgrades HG-1002,Metropolis,Jita,1.2E+07,6519915,5480086,45.66738,1,4,91.33475,2.192034E+07
Inherent Implants 'Noble' Hull Upgrades HG-1004,Metropolis,Jita,1.4E+08,1.165E+08,2.35E+07,16.78572,1,5,50.35715,1.175E+08
Inherent Implants 'Noble' Hull Upgrades HG-1006,Metropolis,Jita,6.88E+08,6.004775E+08,8.75225E+07,12.72129,1,53,343.4749,4.638692E+09
Small Cap Battery II,Metropolis,Jita,470626.4,740938.9,270312.6,36.48243,8,149,2845.63,4.027657E+07
Medium Cap Battery II,Metropolis,Jita,1716815,1629990,86825.5,5.057358,6,408,1046.873,3.54248E+07
Large Cap Battery II,Metropolis,Jita,4430001,2334969,2095032,47.2919,8,406,9789.424,8.505828E+08
Focused Medium Pulse Laser II,Metropolis,Jita,2500004,1774959,725044.8,29.00174,6,157,2349.141,1.13832E+08
Heavy Pulse Laser II,Metropolis,Jita,1857386,1646917,210469,11.33146,6,273,1575.073,5.745804E+07
Medium Armor Repairer I,Metropolis,Jita,202.02,36996.41,36794.39,99.45395,1,48,2386.895,1766131
Medium Armor Repairer II,Metropolis,Jita,1413546,1199997,213549.1,15.10733,13,681,5242.245,1.45427E+08
Echelon,Metropolis,Jita,2.8E+07,8362708,1.963729E+07,70.13319,1,7,280.5327,1.37461E+08
CONCORD Capital Armor Repairer,Metropolis,Jita,7.498E+08,5.952999E+08,1.545001E+08,20.60551,1,7,82.42203,1.081501E+09
Large Armor Repairer I,Metropolis,Jita,120000,71624.5,48375.49,40.31291,2,5,120.9387,241877.5
Large Armor Repairer II,Metropolis,Jita,2489973,1999998,489975.5,19.67794,8,146,1515.202,7.153642E+07
CONCORD Capital Shield Booster,Metropolis,Jita,3E+08,3.265922E+08,2.659219E+07,8.142323,1,38,154.7041,1.010503E+09
CONCORD Capital Remote Shield Booster,Metropolis,Jita,3.55E+08,2.960035E+08,5.899651E+07,16.61874,2,4,49.85621,2.35986E+08
CONCORD Ion Siege Blaster,Metropolis,Jita,2.45E+08,2.546168E+08,9616784,3.776964,1,13,26.43875,1.250182E+08
Survey,Metropolis,Jita,55000,26046.32,28953.68,52.64305,1,8,210.5722,231629.4
Cap Booster 75,Metropolis,Jita,999.99,787.95,212.04,21.20421,24,437,4876.968,92661.47
Cap Booster 100,Metropolis,Jita,1618.8,500.02,1118.78,69.11169,93,7176,251151.9,8028366
Micro Capacitor Booster I,Metropolis,Jita,2.5E+07,1.005E+07,1.495E+07,59.8,1,2,59.8,2.99E+07
CONCORD Dual Giga Pulse Laser,Metropolis,Jita,661015,4.1E+08,4.09339E+08,99.83878,3,5,399.3551,2.046695E+09
CONCORD XL Torpedo Launcher,Metropolis,Jita,4.9E+08,2.498869E+08,2.401131E+08,49.00267,3,3,147.008,7.203393E+08
Small Capacitor Booster I,Metropolis,Jita,10000,18423.15,8423.15,45.72047,4,27,685.807,227425.1
Small Capacitor Booster II,Metropolis,Jita,1124833,709997.9,414835.3,36.87971,17,770,14493.73,3.194232E+08
CONCORD Hexa 2500mm Repeating Cannon,Metropolis,Jita,2.15E+08,1.872667E+08,2.773331E+07,12.89921,3,15,116.0929,4.159997E+08
CONCORD Capital Remote Capacitor Transmitter,Metropolis,Jita,170000.1,1.64196E+08,1.64026E+08,99.89646,2,3,199.7929,4.92078E+08
Heavy Capacitor Booster I,Metropolis,Jita,90000,63239.6,26760.4,29.73378,1,24,356.8053,642249.6
Heavy Capacitor Booster II,Metropolis,Jita,2686050,2192000,494050,18.39318,3,302,2795.763,1.492031E+08
Purloined Sansha Data Analyzer,Metropolis,Jita,9999999,8405973,1594026,15.94026,1,17,143.4624,2.709844E+07
Small Remote Shield Booster I,Metropolis,Jita,20000,50000.51,30000.51,60.00041,1,2,60.00041,60001.02
Small Remote Shield Booster II,Metropolis,Jita,1034250,506616.1,527633.9,51.01609,4,53,1428.45,2.79646E+07
Medium Remote Shield Booster I,Metropolis,Jita,28900,13084.84,15815.16,54.72374,2,19,547.2374,300488
Medium Remote Shield Booster II,Metropolis,Jita,1396500,734196.3,662303.7,47.42597,4,61,1517.631,4.040052E+07
Large Remote Shield Booster I,Metropolis,Jita,100,311330.8,311230.8,99.96788,1,3,199.9358,933692.5
Large Remote Shield Booster II,Metropolis,Jita,2355491,1394240,961251,40.80894,2,120,2489.346,1.153501E+08
Capital Remote Shield Booster I,Metropolis,Jita,2.446E+07,2.610739E+07,1647392,6.31006,1,21,69.41065,3.459523E+07
Capital Remote Shield Booster II,Metropolis,Jita,1.597778E+08,1.359404E+08,2.383733E+07,14.91905,2,1,14.91905,4.767466E+07
Soil,Metropolis,Jita,68,105.58,37.58,35.59386,25774,230346,4558151,8656403
Water,Metropolis,Jita,394.12,385.75,8.369995,2.123718,130125,4202629,4600773,3.517598E+07
Holoreels,Metropolis,Jita,274.88,230,44.88,16.32713,218210,261165,3913400,1.172109E+07
Civilian Miner,Metropolis,Jita,1.06,167.84,166.78,99.36845,15,479,24544.01,79887.62
Medium Hull Repairer I,Metropolis,Jita,100000,13335.22,86664.78,86.66478,2,6,346.6591,519988.7
Medium Hull Repairer II,Metropolis,Jita,2999989,1278664,1721325,57.37772,10,53,1778.709,9.123022E+07
Large Hull Repairer I,Metropolis,Jita,0.01,133901.6,133901.6,99.99998,3,5,399.9999,669507.9
Large Hull Repairer II,Metropolis,Jita,3066666,353116.7,2713549,88.48532,3,108,4866.693,2.930633E+08
Wheat,Metropolis,Jita,50,120.73,70.73,58.58527,60,13569,399200.1,959735.4
Oxygen,Metropolis,Jita,306.36,318.74,12.38,3.884045,96801,2148880,4361161,2.660314E+07
Hydrogen Batteries,Metropolis,Jita,596.25,529.94,66.31,11.12117,215387,598203,4524038,3.966684E+07
Electronic Parts,Metropolis,Jita,728.22,770,41.78003,5.425978,72939,115627,511577.5,4830900
Mechanical Parts,Metropolis,Jita,10714.93,12240.57,1525.641,12.4638,4428,1005423,6293286,1.533914E+09
Synthetic Oil,Metropolis,Jita,4400.04,7200,2799.96,38.88833,3150,132436,2636357,3.708155E+08
Fertilizer,Metropolis,Jita,7356.24,11593,4236.76,36.54585,6660,97808,1908936,4.14389E+08
Polytextiles,Metropolis,Jita,5400.63,8790,3389.37,38.55939,830,103859,2018353,3.520166E+08
Silicate Glass,Metropolis,Jita,9602.07,15200.02,5597.949,36.82857,1490,122258,2278731,6.84394E+08
Quafe,Metropolis,Jita,56.65,1000,943.35,94.335,245834,158,1.160283E+07,2.319075E+08
Nerve Sticks,Metropolis,Jita,130,50.06,79.94,61.49231,40,375,12728.91,29977.5
Crash,Metropolis,Jita,150,521.51,371.51,71.23737,90,715,28637.42,265629.7
Blue Pill,Metropolis,Jita,100,250.37,150.37,60.05911,30,415,13333.12,62403.55
Drop,Metropolis,Jita,250,155,95,38,110,770,16720,73150
X-Instinct,Metropolis,Jita,130,504.03,374.03,74.20789,10,270,10389.1,100988.1
Vitoc,Metropolis,Jita,10329,10125,204,1.975022,3910,12960,16659.31,2643840
Frozen Food,Metropolis,Jita,11,116.15,105.15,90.52949,110,7458,342563.6,784208.7
Dairy Products,Metropolis,Jita,209.28,29.2,180.08,86.0474,1134,855,85531.12,204210.7
Tourists,Metropolis,Jita,317.92,1505,1187.08,78.87575,80,819,35415.21,972218.5
Slaves,Metropolis,Jita,10.11,9999,9988.89,99.89889,2,8205,409885.1,8.195884E+07
Slaver Hound,Metropolis,Jita,75,5540.25,5465.25,98.64627,36,92,6313.361,502803
Livestock,Metropolis,Jita,9260.02,9900.04,640.0205,6.464828,430,78681,255716.3,5.035745E+07
Toxic Waste,Metropolis,Jita,50,150.69,100.69,66.8193,1043,60,36817.43,105019.7
Megacorp Management,Metropolis,Jita,400000,431000,31000,7.192575,5,1,21.57773,155000
Empire Control,Metropolis,Jita,1.6582E+07,1.040056E+07,6181445,37.27804,1,3,74.55608,1.854434E+07
Gnosis,Metropolis,Jita,3.698505E+07,2.690001E+07,1.008504E+07,27.26789,3,189,2617.717,1.906073E+09
Vigil,Metropolis,Jita,172332.8,353608.6,181275.7,51.26451,2,22,615.1742,3988066
Ectoplasm,Metropolis,Jita,1177.2,310.13,867.0699,73.65528,335,179,18929.41,290468.4
Hydrochloric Acid,Metropolis,Jita,714.55,709.73,4.820007,0.6745514,254,717043,241926.5,3456153
Viral Agent,Metropolis,Jita,5881.4,10505.5,4624.1,44.01599,205,70994,1566925,3.282834E+08
Long-limb Roes,Metropolis,Jita,802,2859.28,2057.28,71.95098,175,931150,3.350484E+07,1.915636E+09
Biomass,Metropolis,Jita,899.97,692.03,207.9399,23.10521,65977,1466334,1.770217E+07,3.049094E+08
Refugees,Metropolis,Jita,399900,10060.18,389839.8,97.48432,3,90,4484.279,3.508558E+07
Marines,Metropolis,Jita,10.02,6888,6877.98,99.85453,20,8191,409902.8,5.633754E+07
Data Sheets,Metropolis,Jita,141,299.87,158.87,52.97962,10,278896,7388167,4.430821E+07
Reports,Metropolis,Jita,809.67,15.35,794.32,98.10417,61,551,30019.88,437670.3
Exile,Metropolis,Jita,100,280,180,64.28571,20,140,5142.857,25200
Sooth Sayer,Metropolis,Jita,130,250,120,48,10,180,4560,21600
Frentix,Metropolis,Jita,100,245.19,145.19,59.2153,30,375,11961.49,54446.25
Mindflood,Metropolis,Jita,100,101.2,1.199997,1.185768,30,785,482.6075,941.9976
Construction Blocks,Metropolis,Jita,8001.3,11200,3198.7,28.55982,5371,357680,5184322,1.144111E+09
Medium Shield Extender I,Metropolis,Jita,32560.86,20249.78,12311.08,37.80944,41,1663,32213.65,2.047333E+07
Medium Shield Extender II,Metropolis,Jita,645548.8,619970.9,25577.88,3.962191,61,1213,2523.916,3.102596E+07
Large Shield Extender I,Metropolis,Jita,59999.98,47483.91,12516.07,20.86012,8,1031,10826.4,1.290407E+07
Large Shield Extender II,Metropolis,Jita,1181055,1215995,34939.63,2.873337,54,2723,3988.192,9.51406E+07
Co-Processor I,Metropolis,Jita,16100,14244.63,1855.37,11.52404,6,45,288.101,83491.66
Co-Processor II,Metropolis,Jita,1011251,1049990,38739.25,3.689488,8,699,1302.389,2.707874E+07
Mining Connections,Metropolis,Jita,5.219999E+07,2.861085E+07,2.358913E+07,45.18992,2,9,225.9496,2.123022E+08
Distribution Connections,Metropolis,Jita,3.6E+07,2.586957E+07,1.013043E+07,28.14009,1,23,337.6812,2.33E+08
Security Connections,Metropolis,Jita,2.8845E+07,1.866066E+07,1.018434E+07,35.30712,2,158,2824.569,1.609125E+09
Micro Proton Smartbomb I,Metropolis,Jita,1251242,600001,651241,52.04757,1,10,260.2378,6512410
Quafe Zero,Metropolis,Jita,2.9443E+07,2.999984E+07,556836,1.85613,1,122,113.2239,6.793399E+07
Micro Plasma Smartbomb I,Metropolis,Jita,100000,8250000,8150000,98.78788,1,1,98.78788,8150000
Medium Proton Smartbomb I,Metropolis,Jita,1000,12002.68,11002.68,91.66853,1,1,91.66853,11002.68
Medium Proton Smartbomb II,Metropolis,Jita,1,2100778,2100777,99.99995,2,9,499.9998,1.890699E+07
Medium Graviton Smartbomb I,Metropolis,Jita,450000,17500.01,432500,96.11111,1,3,192.2222,1297500
Medium Graviton Smartbomb II,Metropolis,Jita,1999999,3136999,1137000,36.24482,1,7,144.9793,7958997
Medium Plasma Smartbomb I,Metropolis,Jita,2450000,60002,2389998,97.55094,1,6,292.6528,1.433999E+07
Medium Plasma Smartbomb II,Metropolis,Jita,38000,1192963,1154963,96.81465,1,19,968.1465,2.19443E+07
Medium EMP Smartbomb I,Metropolis,Jita,200000,295998.9,95998.94,32.43219,1,6,97.29657,575993.6
Medium EMP Smartbomb II,Metropolis,Jita,1638545,850017.3,788527.8,48.12366,11,13,577.4839,1.025086E+07
GDN-9 "Nightstalker" Combat Goggles,Metropolis,Jita,5E+07,1.499E+08,9.99E+07,66.64443,1,1,66.64443,9.99E+07
Customs Office Gantry,Metropolis,Jita,1.296667E+08,9.894858E+07,3.071808E+07,23.69004,3,29,379.0406,8.908243E+08
Large Proton Smartbomb I,Metropolis,Jita,500000,189999.8,310000.2,62.00004,1,4,124.0001,1240001
Large Proton Smartbomb II,Metropolis,Jita,3900000,1154777,2745224,70.39034,8,23,1055.855,6.314014E+07
Large Graviton Smartbomb I,Metropolis,Jita,3500000,154944.8,3345055,95.57301,1,2,95.57301,6690111
Large Graviton Smartbomb II,Metropolis,Jita,4999995,1484458,3515537,70.31081,2,58,2109.324,2.039012E+08
Large Remote Hull Repairer II,Metropolis,Jita,9999999,1900001,8099998,80.99998,4,196,8099.999,1.5876E+09
Large Plasma Smartbomb I,Metropolis,Jita,3500000,539975.4,2960025,84.57213,1,2,84.57213,5920049
Large Plasma Smartbomb II,Metropolis,Jita,5700000,8363418,2663418,31.84605,1,32,509.5367,8.522938E+07
Large EMP Smartbomb I,Metropolis,Jita,1911429,543177.1,1368251,71.58266,2,36,1360.07,4.925705E+07
Large EMP Smartbomb II,Metropolis,Jita,7000000,2421870,4578130,65.40186,1,85,2812.28,3.891411E+08
Women's 'Impress' Skirt (gray),Metropolis,Jita,2.5E+08,1.9E+08,6E+07,24,1,1,24,6E+07
Women's 'Mystrioso' Boots,Metropolis,Jita,4E+08,1.7E+08,2.3E+08,57.5,1,1,57.5,2.3E+08
Women's 'Excursion' Pants (black/gold),Metropolis,Jita,1.35E+07,8.1E+07,6.75E+07,83.33334,9,1,416.6667,6.075E+08
Women's 'Excursion' Pants (black/gold line),Metropolis,Jita,5000000,1.1975E+07,6975000,58.24635,1,1,58.24635,6975000
Women's 'Excursion' Pants (black/red/gold),Metropolis,Jita,5000000,327252,4672748,93.45496,1,2,93.45496,9345496
X5 Enduring Stasis Webifier,Metropolis,Jita,50176.8,26000,24176.8,48.18322,34,3728,90632.64,9.013111E+07
Fleeting Compact Stasis Webifier,Metropolis,Jita,65494.06,76800.22,11306.16,14.72152,42,1931,14515.42,2.18322E+07
Women's 'Excursion' Pants (matte green),Metropolis,Jita,2E+07,6000000,1.4E+07,70,1,1,70,1.4E+07
Women's 'Impress' Skirt (black leather),Metropolis,Jita,3E+07,4E+07,1E+07,25,1,2,25,2E+07
Women's 'Impress' Skirt (green/gold),Metropolis,Jita,2E+07,1.845E+07,1550002,7.75001,1,2,7.75001,3100004
Odin Synthetic Eye (left/gold),Metropolis,Jita,3.52E+08,4.000427E+08,4.804272E+07,12.0094,1,1,12.0094,4.804272E+07
Nitrogen Fuel Block,Metropolis,Jita,26899.92,19699.97,7199.949,26.76569,2340,2430811,3.256247E+07,1.750172E+10
Men's 'Sterling' Dress Shirt (navy),Metropolis,Jita,1.5E+08,2006000,1.47994E+08,98.66267,1,1,98.66267,1.47994E+08
Men's 'Sterling' Dress Shirt (dust),Metropolis,Jita,8E+07,8.9E+07,9000000,10.11236,1,1,10.11236,9000000
Men's 'Sterling' Dress Shirt (olive),Metropolis,Jita,1,7108700,7108699,99.99998,1,1,99.99998,7108699
Women's 'Structure' Skirt (camouflage),Metropolis,Jita,2.5E+08,4E+08,1.5E+08,37.5,1,1,37.5,1.5E+08
Women's 'Structure' Skirt (green),Metropolis,Jita,2E+07,2.15E+07,1500000,6.976744,1,2,6.976744,3000000
Women's 'Structure' Skirt (red leather),Metropolis,Jita,2E+07,3.51E+07,1.51E+07,43.01994,1,1,43.01994,1.51E+07
Women's 'Minima' Heels (gold),Metropolis,Jita,1.2E+07,2.466667E+07,1.266667E+07,51.35135,1,3,102.7027,3.8E+07
Women's 'Minima' Heels (matte black),Metropolis,Jita,1E+07,6.0915E+07,5.0915E+07,83.58368,1,1,83.58368,5.0915E+07
Women's 'Minima' Heels (red),Metropolis,Jita,3E+07,4.3E+07,1.3E+07,30.23256,1,1,30.23256,1.3E+07
Women's 'Mystrioso' Boots (white/black),Metropolis,Jita,9.5E+07,1.670667E+08,7.206667E+07,43.13647,1,3,86.27295,2.162E+08
Women's 'Executor' Coat (black),Metropolis,Jita,500000,2015056,1515056,75.18679,1,2,75.18679,3030112
Women's 'Executor' Coat (graphite),Metropolis,Jita,500000,86001.01,413999,82.7998,1,1,82.7998,413999
Women's 'Executor' Coat (green/gold),Metropolis,Jita,1,76100,76099,99.99869,1,1,99.99869,76099
Women's 'Executor' Coat (red/gold),Metropolis,Jita,1E+07,151250,9848750,98.4875,1,8,393.95,7.879E+07
Women's 'Executor' Coat (silver),Metropolis,Jita,111111,55100,56011,50.40995,1,1,50.40995,56011
Women's 'Structure' Dress (black/white),Metropolis,Jita,1000000,182005,817995,81.7995,1,2,81.7995,1635990
Dual Heavy Pulse Laser II,Metropolis,Jita,1752544,2889881,1137337,39.35584,11,16,511.6259,1.819739E+07
Women's 'Structure' Dress (green),Metropolis,Jita,8E+07,1000000,7.9E+07,98.75,1,1,98.75,7.9E+07
Men's 'Commando' Pants (blue),Metropolis,Jita,3E+07,5256628,2.474337E+07,82.47791,1,2,82.47791,4.948674E+07
Men's 'Commando' Pants (gold/black),Metropolis,Jita,3E+07,8.4995E+07,5.4995E+07,64.7038,1,2,64.7038,1.0999E+08
Men's 'Commando' Pants (brown camo),Metropolis,Jita,4500000,1.495E+08,1.45E+08,96.98997,4,1,193.9799,5.799999E+08
Men's 'Commando' Pants (red/black),Metropolis,Jita,5000000,1.23898E+07,7389796,59.64421,1,1,59.64421,7389796
Men's 'Trench' Boots (gray),Metropolis,Jita,2.5E+07,1981817,2.301818E+07,92.07273,1,11,552.4364,2.532E+08
Men's 'Form' T-shirt (dark camo),Metropolis,Jita,5E+07,500251.6,4.949975E+07,98.9995,1,1,98.9995,4.949975E+07
Men's 'Street' Shirt (black),Metropolis,Jita,3E+07,2021001,2.7979E+07,93.26333,1,1,93.26333,2.7979E+07
Men's 'Street' Shirt (urban camo),Metropolis,Jita,0.01,1.59E+07,1.59E+07,100,1,1,100,1.59E+07
Men's 'Street' Shirt (white),Metropolis,Jita,4000000,1.882499E+07,1.482499E+07,78.75165,1,4,157.5033,5.929994E+07
Women's 'Function' T-shirt (white),Metropolis,Jita,3000000,6800000,3800000,55.88235,1,1,55.88235,3800000
Women's 'Avenue' Shirt (red patterned),Metropolis,Jita,5000.01,365001.1,360001.1,98.63014,1,2,98.63014,720002.3
Women's 'Avenue' Shirt (white),Metropolis,Jita,3E+07,2.680006E+07,3199944,10.66648,1,1,10.66648,3199944
Men's 'Esquire' Coat (black),Metropolis,Jita,500000,1000.01,499000,99.8,1,1,99.8,499000
Men's 'Esquire' Coat (green/gold),Metropolis,Jita,781000,1448985,667985,46.1002,1,1,46.1002,667985
Men's 'Esquire' Coat (matte graphite),Metropolis,Jita,781000,605999.5,175000.5,22.40723,1,2,22.40723,350001
Men's 'Esquire' Coat (matte green),Metropolis,Jita,1E+07,1000000,9000000,90,6,1,270,5.4E+07
Men's 'Esquire' Coat (red/gold),Metropolis,Jita,5000000,21000,4979000,99.58,1,3,199.16,1.4937E+07
Men's 'Esquire' Coat (silver),Metropolis,Jita,100003.9,450000,349996.1,77.7769,1,2,77.7769,699992.1
Men's 'Sterling' Dress Shirt (red/black leather),Metropolis,Jita,750000,1360864,610863.9,44.88795,1,2,44.88795,1221728
Hydrogen Fuel Block,Metropolis,Jita,20499,18507,1992,9.717547,115542,507572,3027570,1.011083E+09
Helium Fuel Block,Metropolis,Jita,23000,20198,2802,12.18261,12481,576215,3585927,1.614554E+09
Warp Disruption Field Generator II,Metropolis,Jita,1520000,4313505,2793505,64.76183,2,89,2914.282,2.48622E+08
Small Tractor Beam II,Metropolis,Jita,2175937,1869033,306903.6,14.10444,16,235,1763.055,7.212235E+07
Capital Tractor Beam II,Metropolis,Jita,3.4E+07,3.211903E+07,1880966,5.532253,1,1,5.532253,1880966
Micro Auxiliary Power Core II,Metropolis,Jita,2041396,954999.9,1086396,53.21829,10,322,8834.236,3.498196E+08
Bomb Launcher II,Metropolis,Jita,2334999,2114963,220036.5,9.423409,1,12,56.54045,2640438
Core Probe Launcher II,Metropolis,Jita,1729990,1785699,55709.5,3.119758,13,243,399.3291,1.353741E+07
Expanded Probe Launcher II,Metropolis,Jita,1599990,1729994,130003.8,7.514695,3,123,473.4258,1.599046E+07
Siege Module II,Metropolis,Jita,1.45E+08,7.954812E+07,6.545188E+07,45.13923,1,57,1309.038,3.730757E+09
Triage Module II,Metropolis,Jita,9.9E+07,8.423554E+07,1.476446E+07,14.91359,1,40,298.2719,5.905782E+08
Medium Remote Hull Repairer II,Metropolis,Jita,1159999,3500000,2340001,66.85717,2,2,133.7143,4680002
Small Remote Hull Repairer II,Metropolis,Jita,2999999,1,2999998,99.99997,1,1,99.99997,2999998
Oracle,Metropolis,Jita,6.778743E+07,5.075951E+07,1.702792E+07,25.11958,1,13,175.8371,2.21363E+08
Naga,Metropolis,Jita,3.49995E+07,3.996873E+07,4969232,12.4328,2,19,124.328,9.441541E+07
Talos,Metropolis,Jita,5.07942E+07,5.392818E+07,3133988,5.81141,2,22,69.73692,6.894774E+07
Tornado,Metropolis,Jita,5.043727E+07,4.697685E+07,3460416,6.860832,2,277,953.6556,9.585352E+08
Oxygen Fuel Block,Metropolis,Jita,18000,21944.01,3944.01,17.97306,13400,148401,1454021,5.85295E+08
Gistum B-Type Adaptive Invulnerability Field,Metropolis,Jita,4.480033E+08,4.744319E+08,2.642858E+07,5.570573,2,14,44.56459,3.700001E+08
Gistum A-Type Adaptive Invulnerability Field,Metropolis,Jita,7.8E+08,8.612499E+08,8.124992E+07,9.433954,1,8,37.73582,6.499994E+08
Pithum A-Type Adaptive Invulnerability Field,Metropolis,Jita,1.445E+09,1.458764E+09,1.376422E+07,0.9435537,2,63,30.19372,8.671461E+08
Pithum B-Type Adaptive Invulnerability Field,Metropolis,Jita,8.849999E+08,7.961146E+08,8.888525E+07,10.04353,1,30,150.653,2.666557E+09
Pithum C-Type Adaptive Invulnerability Field,Metropolis,Jita,4.240373E+08,3.5896E+08,6.507725E+07,15.34706,3,202,1565.4,1.31456E+10
Exotic Dancers, Male,Metropolis,Jita,30444.44,35422.44,4978.002,14.05324,20,284,2136.093,1413753
Miasmos Quafe Ultra Edition,Metropolis,Jita,7.2E+07,5E+08,4.28E+08,85.6,1,1,85.6,4.28E+08
Women's 'Quafe' T-shirt YC 114,Metropolis,Jita,2E+08,9.99999E+07,1.000001E+08,50.00005,2,2,100.0001,2.000002E+08
Men's 'Sterling' Dress Shirt (white),Metropolis,Jita,1,1.820016E+08,1.820016E+08,100,3,1,200,5.460049E+08
Women's 'Sterling' Dress Blouse (white),Metropolis,Jita,1,4.9E+07,4.9E+07,100,3,1,200,1.47E+08
Large Micro Jump Drive,Metropolis,Jita,1703986,1349000,354986,20.83268,6,470,4958.179,1.668434E+08
Micro Jump Drive Operation,Metropolis,Jita,5000000,5201657,201656.5,3.876775,3,32,65.90517,6453008
Large Ancillary Shield Booster,Metropolis,Jita,200001.5,86000.03,114001.5,57.00032,2,160,4617.026,1.824024E+07
Drone Damage Amplifier I,Metropolis,Jita,92725.89,42997.56,49728.33,53.62939,18,968,26439.29,4.813702E+07
Medium Processor Overclocking Unit I,Metropolis,Jita,350310,297886,52424,14.96503,7,185,1436.643,9698440
Large Processor Overclocking Unit I,Metropolis,Jita,1062940,1089844,26903.63,2.468577,5,39,54.30869,1049241
Medium Processor Overclocking Unit II,Metropolis,Jita,5408984,5096346,312638.5,5.779986,5,47,150.2796,1.469401E+07
Large Processor Overclocking Unit II,Metropolis,Jita,4.09771E+07,1.743641E+07,2.354068E+07,57.44839,1,9,287.2419,2.118661E+08
Reactive Armor Hardener,Metropolis,Jita,610409.9,449799.5,160610.4,26.3119,20,551,7498.891,8.849635E+07
Drone Damage Amplifier II,Metropolis,Jita,1074308,1104995,30686.63,2.777083,95,4122,5854.09,1.264903E+08
Target Spectrum Breaker,Metropolis,Jita,0.01,19218.45,19218.44,99.99995,1,28,1399.999,538116.3
Target Breaker Amplification,Metropolis,Jita,600000,611999.3,11999.25,1.960664,1,5,5.881992,59996.25
