ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,PotentialDailyProfit
Ammatar Navy Major Insignia I,Metropolis,Jita,"50,000.00",433.01,"49,566.99",99.13,11.00,9.00,"545,236.90"
Maulus Glacial Drift SKIN (Permanent),Metropolis,Jita,"2,000,000.00","1,455,000.00","545,000.00",27.25,1.00,1.00,"545,000.00"
Cap Recharger I,Metropolis,Jita,"78,395.18","32,998.86","45,396.32",57.91,12.00,159.00,"544,755.90"
Malfunctioning Weapon Subroutines,Metropolis,Jita,"3,010,100.00","3,554,340.00","544,240.00",15.31,1.00,22.00,"544,240.00"
Algos,Metropolis,Jita,"832,137.50","900,000.00","67,862.50",7.54,8.00,118.00,"542,900.00"
Graviton Reactor Unit,Metropolis,Jita,"199,999.00","214,666.00","14,667.00",6.83,37.00,"23,755.00","542,679.00"
Hybrid Weapon Rigging,Metropolis,Jita,"216,501.70","126,273.20","90,228.45",41.68,6.00,56.00,"541,370.80"
Amarr Strategic Cruiser,Metropolis,Jita,"2,000,000.00","1,458,899.00","541,101.30",27.06,1.00,24.00,"541,101.30"
Large Inefficient Hull Repair Unit,Metropolis,Jita,"50,000.09","91,518.01","41,517.92",45.37,13.00,602.00,"539,732.90"
A Stolen Voting Pebble,Metropolis,Jita,"1,000.00","539,939.00","538,939.00",99.81,1.00,2.00,"538,939.00"
Prime Arkonor,Metropolis,Jita,"1,620.01","6,998.80","5,378.79",76.85,100.00,"1,277.00","537,879.00"
Dark Blood Warp Scrambler,Metropolis,Jita,"95,000,000.00","95,537,650.00","537,648.00",0.56,1.00,73.00,"537,648.00"
Calm Electrical Filament,Metropolis,Jita,"55,000.08","162,300.10","107,300.00",66.11,5.00,"3,032.00","536,500.10"
Medium Particle Dispersion Augmentor I,Metropolis,Jita,"320,000.00","187,173.30","132,826.70",41.51,4.00,46.00,"531,306.70"
Jury Rigging,Metropolis,Jita,"62,001.00","8,888.89","53,112.11",85.66,10.00,453.00,"531,121.10"
Large EMP Smartbomb I,Metropolis,Jita,"109,999.00","374,995.30","264,996.20",70.67,2.00,23.00,"529,992.40"
Small Hull Repairer II,Metropolis,Jita,"849,400.00","319,989.80","529,410.20",62.33,1.00,6.00,"529,410.20"
Large 'Vehemence' Shockwave Charge,Metropolis,Jita,"287,714.30","212,112.70","75,601.63",26.28,7.00,809.00,"529,211.40"
Nocxium,Metropolis,Jita,302.00,301.48,0.52,0.17,"1,017,292.00","91,284,721.00","528,980.70"
Guristas Scourge Heavy Assault Missile,Metropolis,Jita,25.16,552.95,527.79,95.45,"1,000.00","27,306.00","527,790.10"
Scythe Glacial Drift SKIN (Permanent),Metropolis,Jita,"125,000.00","651,201.00","526,201.00",80.80,1.00,3.00,"526,201.00"
Small Semiconductor Memory Cell I,Metropolis,Jita,"459,998.80","518,464.90","58,466.06",11.28,9.00,133.00,"526,194.60"
Light Neutron Blaster I,Metropolis,Jita,"24,546.00","43,994.99","19,448.99",44.21,27.00,453.00,"525,122.70"
Energized EM Membrane II,Metropolis,Jita,"999,999.00","476,744.20","523,254.80",52.33,1.00,20.00,"523,254.80"
200mm Prototype Gauss Gun,Metropolis,Jita,"430,333.80","256,102.50","174,231.30",40.49,3.00,260.00,"522,693.90"
Wasp I,Metropolis,Jita,"55,276.97","61,969.97","6,693.00",10.80,78.00,"5,628.00","522,054.00"
Decayed 500MN Microwarpdrive Mutaplasmid,Metropolis,Jita,"100,000.00","360,883.40","260,883.40",72.29,2.00,90.00,"521,766.80"
Mjolnir Precision Heavy Missile,Metropolis,Jita,600.00,511.55,88.45,14.74,"5,895.00","571,256.00","521,412.80"
Medium Anti-Kinetic Screen Reinforcer II,Metropolis,Jita,"5,000,000.00","4,478,917.00","521,083.00",10.42,1.00,188.00,"521,083.00"
Xray XL,Metropolis,Jita,1.00,"173,333.30","173,332.30",100.00,3.00,15.00,"519,997.00"
Limited Ion Blaster I,Metropolis,Jita,"129,000.00","25,015.59","103,984.40",80.61,5.00,59.00,"519,922.00"
Small Auxiliary Thrusters I,Metropolis,Jita,"313,261.60","269,995.60","43,266.03",13.81,12.00,230.00,"519,192.40"
250mm Railgun I,Metropolis,Jita,250.00,"259,793.90","259,543.90",99.90,2.00,67.00,"519,087.90"
Tesseract Capacitor Unit,Metropolis,Jita,"3,099.99","77,175.00","74,075.01",95.98,7.00,"26,102.00","518,525.10"
50MN Microwarpdrive I Blueprint,Metropolis,Jita,"1,581,880.00","2,100,000.00","518,120.00",24.67,1.00,6.00,"518,120.00"
Decayed Heavy Energy Neutralizer Mutaplasmid,Metropolis,Jita,"436,000.00","178,645.20","257,354.80",59.03,2.00,62.00,"514,709.60"
Large Anti-Thermal Screen Reinforcer I,Metropolis,Jita,"860,670.00","346,887.10","513,782.90",59.70,1.00,71.00,"513,782.90"
Medium Emission Scope Sharpener I,Metropolis,Jita,"750,410.00","238,219.00","512,191.00",68.25,1.00,8.00,"512,191.00"
Initiated Compact Warp Disruptor,Metropolis,Jita,"49,380.78","10,015.00","39,365.78",79.72,13.00,"1,068.00","511,755.20"
Men's 'Ascend' Boots (grey/silver),Metropolis,Jita,"1,000,000.00","1,510,667.00","510,667.00",33.80,1.00,3.00,"510,667.00"
Radar Sensor Cluster,Metropolis,Jita,"38,000.00","35,983.08","2,016.92",5.31,253.00,"14,112.00","510,281.30"
Large Transverse Bulkhead I Blueprint,Metropolis,Jita,"3,000,000.00","2,489,798.00","510,202.00",17.01,1.00,1.00,"510,202.00"
Mega Afocal Pulse Maser I,Metropolis,Jita,"120,000.00","205,021.20","85,021.20",41.47,6.00,349.00,"510,127.20"
Large Polycarbon Engine Housing I,Metropolis,Jita,"1,980,000.00","1,724,963.00","255,036.90",12.88,2.00,14.00,"510,073.80"
Fusion L Blueprint,Metropolis,Jita,"700,000.00","530,000.30","169,999.70",24.29,3.00,3.00,"509,999.10"
Reactive Gas,Metropolis,Jita,1.01,4.14,3.13,75.60,"162,927.00","2,345.00","509,961.50"
Ceramic Powder,Metropolis,Jita,"4,499.98","2,802.01","1,697.97",37.73,300.00,"213,371.00","509,391.00"
Magus Spirit SKIN (Permanent),Metropolis,Jita,"1,990,000.00","2,499,000.00","509,000.00",20.37,1.00,1.00,"509,000.00"
Compressed Cubic Bistot,Metropolis,Jita,"250,000.00","255,586.10","5,586.06",2.19,91.00,"23,827.00","508,331.70"
Titanium Sabot M Blueprint,Metropolis,Jita,"235,000.00","489,000.00","254,000.00",51.94,2.00,1.00,"508,000.00"
Maller,Metropolis,Jita,"6,879,000.00","7,386,490.00","507,489.50",6.87,1.00,46.00,"507,489.50"
Federation Navy Plutonium Charge M,Metropolis,Jita,997.76,817.19,180.57,18.10,"2,800.00","8,400.00","505,596.00"
Information Command,Metropolis,Jita,"125,000.00","630,500.00","505,500.00",80.17,1.00,10.00,"505,500.00"
Apotheosis Versus Redforce SKIN (Permanent),Metropolis,Jita,"1,010,500.00","505,001.00","505,499.00",50.02,1.00,1.00,"505,499.00"
Federation Navy Energized Adaptive Nano Membrane,Metropolis,Jita,"34,000,000.00","33,494,740.00","505,258.00",1.49,1.00,57.00,"505,258.00"
Datacore - Nuclear Physics,Metropolis,Jita,"55,352.94","84,968.77","29,615.83",34.85,17.00,"4,892.00","503,469.20"
Condor Matigu Seabeast SKIN (Permanent),Metropolis,Jita,"5,000,000.00","5,503,334.00","503,333.50",9.15,1.00,1.00,"503,333.50"
Federation Navy Thorium Charge S,Metropolis,Jita,57.00,686.00,629.00,91.69,800.00,"302,324.00","503,200.00"
Dread Guristas Thorium Charge M,Metropolis,Jita,99.99,728.69,628.70,86.28,800.00,"15,185.00","502,960.00"
Small Particle Dispersion Augmentor I,Metropolis,Jita,"280,120.00","28,679.34","251,440.70",89.76,2.00,75.00,"502,881.30"
Heavy Ion Blaster I,Metropolis,Jita,"245,998.20","145,627.80","100,370.40",40.80,5.00,43.00,"501,852.20"
Apotheosis Versus Blueforce  SKIN (Permanent),Metropolis,Jita,"1,010,500.00","509,103.00","501,397.00",49.62,1.00,1.00,"501,397.00"
Fierce Electrical Filament,Metropolis,Jita,"3,800,000.00","4,301,106.00","501,105.50",11.65,1.00,"1,326.00","501,105.50"
Inferno Precision XL Cruise Missile,Metropolis,Jita,"8,999.96","9,500.41",500.45,5.27,"1,000.00","1,500.00","500,450.20"
Inherent Implants 'Noble' Mechanic MC-802,Metropolis,Jita,"11,999,990.00","12,500,000.00","500,009.00",4.00,1.00,1.00,"500,009.00"
Armor EM Hardener I Blueprint,Metropolis,Jita,"2,000,000.00","2,500,000.00","500,000.00",20.00,1.00,1.00,"500,000.00"
Dread Guristas 75mm Railgun,Metropolis,Jita,"1,200,000.00","1,700,000.00","500,000.00",29.41,1.00,1.00,"500,000.00"
Plutonium Charge XL Blueprint,Metropolis,Jita,"8,000,000.00","8,500,000.00","500,000.00",5.88,1.00,1.00,"500,000.00"
Heavy Armor Maintenance Bot I Blueprint,Metropolis,Jita,"10,000,000.00","10,500,000.00","500,000.00",4.76,1.00,1.00,"500,000.00"
Capital Ancillary Current Router I Blueprint,Metropolis,Jita,"50,000,000.00","49,500,000.00","500,000.00",1.00,1.00,1.00,"500,000.00"
Medium Warhead Calefaction Catalyst I Blueprint,Metropolis,Jita,"750,000.00","1,250,000.00","500,000.00",40.00,1.00,1.00,"500,000.00"
Warp Disruption Burst Projector Blueprint,Metropolis,Jita,"51,000,000.00","50,500,000.00","500,000.00",0.98,1.00,2.00,"500,000.00"
Endurance Minmatar Industrial Livery SKIN (Permanent),Metropolis,Jita,"2,500,000.00","2,000,000.00","500,000.00",20.00,1.00,5.00,"500,000.00"
Raptor Capsuleer Day XV SKIN (Permanent),Metropolis,Jita,"13,500,000.00","13,000,000.00","500,000.00",3.70,1.00,1.00,"500,000.00"
Domination Bronze Tag,Metropolis,Jita,"1,000,000.00","500,001.00","499,999.00",50.00,1.00,2.00,"499,999.00"
Medium Shield Maintenance Bot I Blueprint,Metropolis,Jita,"2,500,000.00","2,999,999.00","499,999.00",16.67,1.00,1.00,"499,999.00"
Light Shield Maintenance Bot I Blueprint,Metropolis,Jita,"500,000.00","999,999.00","499,999.00",50.00,1.00,2.00,"499,999.00"
Burst Glacial Drift SKIN (Permanent),Metropolis,Jita,"1,000,000.00","1,499,999.00","499,999.00",33.33,1.00,1.00,"499,999.00"
Large Projectile Ambit Extension I,Metropolis,Jita,"1,799,995.00","1,299,999.00","499,996.00",27.78,1.00,3.00,"499,996.00"
Fulleroferrocene Power Conduits Blueprint,Metropolis,Jita,"10,000,000.00","10,500,000.00","499,996.00",4.76,1.00,2.00,"499,996.00"
How to Retire Your Starbase,Metropolis,Jita,1.00,"499,990.00","499,989.00",100.00,1.00,536.00,"499,989.00"
Vigilant Glacial Drift SKIN (Permanent),Metropolis,Jita,"7,000,000.00","6,500,014.00","499,986.50",7.14,1.00,2.00,"499,986.50"
Ion Thruster Blueprint,Metropolis,Jita,"5,000,000.00","5,499,985.00","499,984.50",9.09,1.00,6.00,"499,984.50"
Magnetometric Sensor Cluster Blueprint,Metropolis,Jita,"5,000,000.00","5,499,973.00","499,972.50",9.09,1.00,3.00,"499,972.50"
Oscillator Capacitor Unit Blueprint,Metropolis,Jita,"5,000,000.00","5,499,972.00","499,972.00",9.09,1.00,4.00,"499,972.00"
Supplemental Explosive Deflection Amplifier,Metropolis,Jita,"1,000,000.00","500,051.10","499,948.90",49.99,1.00,1.00,"499,948.90"
Crystalline Carbonide Armor Plate Blueprint,Metropolis,Jita,"5,000,000.00","5,499,944.00","499,943.50",9.09,1.00,4.00,"499,943.50"
Plasma Pulse Generator Blueprint,Metropolis,Jita,"5,000,000.00","5,499,934.00","499,934.00",9.09,1.00,3.00,"499,934.00"
Pulse Shield Emitter Blueprint,Metropolis,Jita,"5,000,000.00","5,499,916.00","499,916.00",9.09,1.00,5.00,"499,916.00"
Bellicose Glacial Drift SKIN (Permanent),Metropolis,Jita,"3,000,000.00","3,499,888.00","499,888.00",14.28,1.00,1.00,"499,888.00"
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-702,Metropolis,Jita,"11,000,000.00","11,499,870.00","499,871.00",4.35,1.00,7.00,"499,871.00"
Proton XL Blueprint,Metropolis,Jita,"4,000,000.00","4,499,512.00","499,512.00",11.10,1.00,1.00,"499,512.00"
Zainou 'Beancounter' Science SC-801,Metropolis,Jita,"499,999.00",500.00,"499,499.00",99.90,1.00,1.00,"499,499.00"
Valkyrie TP-600 Blueprint,Metropolis,Jita,"1,500,000.00","1,999,000.00","499,000.00",24.96,1.00,1.00,"499,000.00"
Light Hull Maintenance Bot I Blueprint,Metropolis,Jita,"500,000.00","999,000.00","499,000.00",49.95,1.00,2.00,"499,000.00"
250mm Railgun II,Metropolis,Jita,"1,999,200.00","2,099,000.00","99,799.50",4.75,5.00,"1,514.00","498,997.50"
Men's 'Esquire' Coat (black),Metropolis,Jita,"500,000.00","1,506.00","498,494.00",99.70,1.00,10.00,"498,494.00"
Skirmish Command Specialist,Metropolis,Jita,"500,000.00","998,061.30","498,061.30",49.90,1.00,13.00,"498,061.30"
Inferno Precision Cruise Missile,Metropolis,Jita,300.00,497.97,197.97,39.76,"2,515.00","117,788.00","497,894.60"
250mm Light Artillery Cannon I,Metropolis,Jita,"21,067.57","7,619.92","13,447.65",63.83,37.00,69.00,"497,563.10"
Veldspar Mining Crystal I,Metropolis,Jita,"18,953.85","3,890.02","15,063.83",79.48,33.00,"1,191.00","497,106.40"
Gallente Encryption Methods,Metropolis,Jita,"500,000.00","3,030.01","496,970.00",99.39,1.00,107.00,"496,970.00"
Targeting Range Script Blueprint,Metropolis,Jita,"1,500,000.00","1,003,333.00","496,666.70",33.11,1.00,3.00,"496,666.70"
Quafe,Metropolis,Jita,58.00,60.00,2.00,3.33,"248,230.00",106.00,"496,460.00"
Corpii C-Type Thermal Plating,Metropolis,Jita,"10,000.00","504,994.50","494,994.50",98.02,1.00,2.00,"494,994.50"
Large Coaxial Compact Remote Armor Repairer,Metropolis,Jita,"2,505.00","248,999.70","246,494.70",98.99,2.00,156.00,"492,989.40"
Small Ancillary Remote Shield Booster,Metropolis,Jita,"878,000.00","386,413.90","491,586.10",55.99,1.00,21.00,"491,586.10"
Medium Energy Metastasis Adjuster I,Metropolis,Jita,"990,460.00","499,999.00","490,461.00",49.52,1.00,15.00,"490,461.00"
Praetor EV-900 Blueprint,Metropolis,Jita,"6,000,000.00","6,490,000.00","490,000.00",7.55,1.00,1.00,"490,000.00"
Zainou 'Gypsy' Signature Analysis SA-701,Metropolis,Jita,"1,000,000.00","1,490,000.00","490,000.00",32.89,1.00,1.00,"490,000.00"
Centii A-Type EM Plating,Metropolis,Jita,"10,000.01","499,333.10","489,333.10",98.00,1.00,42.00,"489,333.10"
Prototype Energized Explosive Membrane I,Metropolis,Jita,"142,210.40","20,014.36","122,196.00",85.93,4.00,136.00,"488,784.00"
Griffin Navy Issue Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"500,000.00","12,000.03","488,000.00",97.60,1.00,20.00,"488,000.00"
Standup Gravimetric ECM Script,Metropolis,Jita,"537,896.30","50,000.01","487,896.30",90.70,1.00,45.00,"487,896.30"
Huginn Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"750,000.00","262,399.80","487,600.30",65.01,1.00,5.00,"487,600.30"
Maulus Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"500,000.00","13,124.99","486,875.00",97.38,1.00,24.00,"486,875.00"
1MN Analog Booster Afterburner,Metropolis,Jita,"74,400,000.00","74,238,460.00","161,544.00",0.22,3.00,4.00,"484,632.00"
Medium Graviton Smartbomb II,Metropolis,Jita,"1,999,999.00","1,516,356.00","483,642.80",24.18,1.00,11.00,"483,642.80"
Blood Ultraviolet L,Metropolis,Jita,"17,500.00","500,679.70","483,179.70",96.50,1.00,9.00,"483,179.70"
400mm Crystalline Carbonide Restrained Plates,Metropolis,Jita,"75,680.82","95,001.01","19,320.19",20.34,25.00,"1,018.00","483,004.70"
Alliance Tournament XV Meta,Metropolis,Jita,"1,000.00","483,332.70","482,332.70",99.79,1.00,6.00,"482,332.70"
Caldari Navy Thorium Charge M,Metropolis,Jita,997.54,729.85,267.69,26.84,"1,800.00","257,341.00","481,842.00"
Crystalline Carbonide Reaction Formula,Metropolis,Jita,"20,000,000.00","19,518,750.00","481,250.00",2.41,1.00,8.00,"481,250.00"
Heavy Beam Laser I,Metropolis,Jita,"587,999.00","107,000.00","480,999.00",81.80,1.00,146.00,"480,999.00"
Giant Freight Container,Metropolis,Jita,"430,000.00","189,988.50","240,011.50",55.82,2.00,128.00,"480,023.00"
Synthetic Hull Conversion Nanofiber Structure,Metropolis,Jita,"13,000,000.00","12,520,000.00","480,002.00",3.69,1.00,7.00,"480,002.00"
Federation Navy 75mm Railgun,Metropolis,Jita,"580,000.00","820,000.00","240,000.00",29.27,2.00,1.00,"480,000.00"
Sanshas Standard XL,Metropolis,Jita,"1,500,000.00","1,580,000.00","80,000.00",5.06,6.00,139.00,"480,000.00"
Tactical Weapon Reconfiguration,Metropolis,Jita,"25,000,000.00","25,480,000.00","479,996.00",1.88,1.00,25.00,"479,996.00"
Heavy Knave Scoped Energy Nosferatu,Metropolis,Jita,"123,333.30","70,005.22","53,328.11",43.24,9.00,962.00,"479,953.00"
Medium EMP Smartbomb I,Metropolis,Jita,0.51,"239,912.40","239,911.80",100.00,2.00,24.00,"479,823.70"
Caldari Navy Plutonium Charge M,Metropolis,Jita,997.84,399.00,598.84,60.01,800.00,"74,312.00","479,072.00"
Spatial Attunement Unit,Metropolis,Jita,"1,576.66","17,001.23","15,424.57",90.73,31.00,"3,624.00","478,161.70"
Small Egress Port Maximizer II,Metropolis,Jita,"2,000,000.00","2,238,972.00","238,972.00",10.67,2.00,6.00,"477,944.00"
Nova Heavy Missile,Metropolis,Jita,30.89,18.78,12.11,39.20,"39,450.00","270,956.00","477,739.40"
Titanium,Metropolis,Jita,"3,190.00","4,990.89","1,800.89",36.08,264.00,"1,050,199.00","475,435.00"
Vexor Spirit SKIN (Permanent),Metropolis,Jita,"12,500,000.00","12,975,000.00","475,000.00",3.66,1.00,3.00,"475,000.00"
Shadow Lead Charge S,Metropolis,Jita,500.00,25.02,474.98,95.00,"1,000.00","7,000.00","474,980.00"
Small Targeting Systems Stabilizer I,Metropolis,Jita,"299,995.00","205,000.00","94,995.00",31.67,5.00,7.00,"474,975.00"
Small Anti-Explosive Pump I Blueprint,Metropolis,Jita,"375,000.00","849,950.00","474,950.00",55.88,1.00,1.00,"474,950.00"
Mjolnir Light Missile,Metropolis,Jita,15.86,27.99,12.13,43.34,"39,150.00","1,572,385.00","474,889.50"
Mjolnir Rage Torpedo,Metropolis,Jita,"1,798.98","1,564.93",234.05,13.01,"2,029.00","269,413.00","474,887.30"
Power Diagnostic System I,Metropolis,Jita,"43,459.82","6,998.08","36,461.74",83.90,13.00,618.00,"474,002.70"
Federation Navy Uranium Charge L,Metropolis,Jita,"1,600.00",907.52,692.48,43.28,682.00,"4,500.00","472,271.30"
Small Signal Focusing Kit I,Metropolis,Jita,"335,000.00","98,989.96","236,010.00",70.45,2.00,27.00,"472,020.10"
Void S,Metropolis,Jita,65.99,50.88,15.11,22.90,"31,231.00","6,613,029.00","471,900.30"
125mm Compressed Coil Gun I,Metropolis,Jita,"96,040.05","1,660.26","94,379.79",98.27,5.00,243.00,"471,898.90"
Complex Organisms,Metropolis,Jita,0.75,8.00,7.25,90.63,"64,994.00","4,959,009.00","471,206.50"
Microorganisms,Metropolis,Jita,1.79,1.46,0.33,18.44,"1,427,457.00","2,437,324.00","471,060.70"
Nemesis,Metropolis,Jita,"32,156,690.00","32,000,000.00","156,690.00",0.49,3.00,146.00,"470,070.00"
Women's 'Executor' Coat (black),Metropolis,Jita,"500,000.00","31,000.00","469,000.00",93.80,1.00,1.00,"469,000.00"
Ballistic Control System I,Metropolis,Jita,"69,318.16","48,000.00","21,318.16",30.75,22.00,900.00,"468,999.40"
Women's 'Red Star' T-shirt,Metropolis,Jita,"35,000.00","503,786.60","468,786.60",93.05,1.00,14.00,"468,786.60"
Bountiful Monazite,Metropolis,Jita,100.17,"9,650.46","9,550.29",98.96,49.00,77.00,"467,964.20"
Exequror Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"500,000.00","32,307.07","467,692.90",93.54,1.00,13.00,"467,692.90"
Shadow Lead Charge M,Metropolis,Jita,500.00,33.05,466.95,93.39,"1,000.00","4,000.00","466,950.00"
720mm Howitzer Artillery II,Metropolis,Jita,"2,079,873.00","2,028,000.00","51,872.75",2.49,9.00,"1,297.00","466,854.80"
Absolution Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"500,000.00","33,333.00","466,667.00",93.33,1.00,2.00,"466,667.00"
Structure Missile Systems,Metropolis,Jita,"5,000,000.00","5,232,541.00","232,540.50",4.44,2.00,8.00,"465,081.00"
Calm Abyssal Filaments Crate,Metropolis,Jita,"10,001.09","165,000.00","154,998.90",93.94,3.00,"1,051.00","464,996.70"
Takmahl Solid Mox,Metropolis,Jita,"25,001.01","489,200.40","464,199.40",94.89,1.00,45.00,"464,199.40"
Dual Light Beam Laser II,Metropolis,Jita,"86,000.00","550,000.00","464,000.00",84.36,1.00,304.00,"464,000.00"
Fullerene Intercalated Graphite,Metropolis,Jita,"7,434.00","7,157.94",276.06,3.71,"1,680.00","43,504.00","463,780.90"
Restrained Conductors,Metropolis,Jita,999.99,"3,050.66","2,050.67",67.22,226.00,"4,654.00","463,451.40"
Large C5-L Emergency Shield Overload I,Metropolis,Jita,"250,500.00","19,047.90","231,452.10",92.40,2.00,261.00,"462,904.20"
Coreli C-Type Small Remote Armor Repairer,Metropolis,Jita,"10,000,000.00","9,537,855.00","462,145.00",4.62,1.00,23.00,"462,145.00"
Gallente Battleship,Metropolis,Jita,"7,500,000.00","7,730,727.00","230,726.50",2.98,2.00,80.00,"461,453.00"
Large Automated Structural Restoration,Metropolis,Jita,"40,000.00","86,013.33","46,013.33",53.50,10.00,822.00,"460,133.30"
14th Tier Overseer's Personal Effects,Metropolis,Jita,"17,160,000.00","16,930,000.00","230,000.00",1.34,2.00,4.00,"460,000.00"
Small Hybrid Burst Aerator I Blueprint,Metropolis,Jita,"125,000.00","583,868.60","458,868.60",78.59,1.00,1.00,"458,868.60"
Moa Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"500,000.00","41,550.33","458,449.70",91.69,1.00,12.00,"458,449.70"
Procurement,Metropolis,Jita,"2,000,000.00","1,541,988.00","458,012.40",22.90,1.00,26.00,"458,012.40"
Standard X-Instinct Booster,Metropolis,Jita,"3,300,000.00","3,757,637.00","457,637.30",12.18,1.00,16.00,"457,637.30"
Heron Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"500,000.00","42,652.09","457,347.90",91.47,1.00,23.00,"457,347.90"
Medium Micro Jump Drive,Metropolis,Jita,"315,244.30","300,000.00","15,244.28",4.84,30.00,224.00,"457,328.40"
Ferox Guristas SKIN (30 Days),Metropolis,Jita,"1,250,000.00","793,598.90","456,401.10",36.51,1.00,20.00,"456,401.10"
Antimatter Reactor Unit,Metropolis,Jita,"145,000.00","182,988.80","37,988.83",20.76,12.00,"2,477.00","455,865.90"
Limited Energized Explosive Membrane I,Metropolis,Jita,"102,099.70","11,000.31","91,099.38",89.23,5.00,101.00,"455,496.90"
Zainou 'Snapshot' Heavy Assault Missiles AM-701,Metropolis,Jita,"1,200,000.00","745,000.00","455,000.00",37.92,1.00,3.00,"455,000.00"
Autotrophs,Metropolis,Jita,1.10,5.49,4.39,79.96,"103,625.00","1,992,289.00","454,913.80"
Advanced Mass Reactions,Metropolis,Jita,"30,000,000.00","30,454,540.00","454,544.00",1.49,1.00,11.00,"454,544.00"
Badger,Metropolis,Jita,"827,000.00","599,998.90","227,001.10",27.45,2.00,101.00,"454,002.10"
Small Tracking Diagnostic Subroutines I Blueprint,Metropolis,Jita,"125,000.00","578,754.60","453,754.60",78.40,1.00,1.00,"453,754.60"
Heat Sink II,Metropolis,Jita,"1,037,556.00","1,046,996.00","9,440.00",0.90,48.00,"1,625.00","453,120.00"
Kestrel,Metropolis,Jita,"438,123.00","324,990.00","113,133.00",25.82,4.00,194.00,"452,532.00"
Isogen,Metropolis,Jita,16.90,16.35,0.55,3.25,"822,273.00","445,982,072.00","452,249.50"
Capital Armor Repairer I,Metropolis,Jita,"40,000,000.00","39,547,960.00","452,044.00",1.13,1.00,44.00,"452,044.00"
Muninn Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"750,000.00","299,333.30","450,666.70",60.09,1.00,12.00,"450,666.70"
Medium Higgs Anchor I,Metropolis,Jita,"1,950,118.00","1,499,999.00","450,119.00",23.08,1.00,278.00,"450,119.00"
Large Anti-Explosive Pump I Blueprint,Metropolis,Jita,"3,000,000.00","2,549,898.00","450,102.00",15.00,1.00,1.00,"450,102.00"
Erebus Spirit SKIN (Permanent),Metropolis,Jita,"7,450,000.00","7,000,000.00","450,000.50",6.04,1.00,2.00,"450,000.50"
Warrior TP-300 Blueprint,Metropolis,Jita,"400,000.00","850,000.00","450,000.00",52.94,1.00,1.00,"450,000.00"
Small Ancillary Armor Repairer,Metropolis,Jita,"63,770.37","53,989.65","9,780.72",15.34,46.00,"5,878.00","449,913.30"
EM Pulse Generator,Metropolis,Jita,"5,000.00","29,989.98","24,989.98",83.33,18.00,"1,782.00","449,819.70"
Federation Navy Thermal Plating,Metropolis,Jita,"600,000.00","152,000.00","448,000.00",74.67,1.00,2.00,"448,000.00"
Compressed Lustrous Hedbergite,Metropolis,Jita,"20,467.01","39,100.00","18,632.99",47.65,24.00,"14,552.00","447,191.80"
400mm Steel Plates I,Metropolis,Jita,"378,997.60","229,999.90","148,997.80",39.31,3.00,96.00,"446,993.30"
Jump Drive Operation,Metropolis,Jita,"10,000,000.00","10,222,420.00","222,417.00",2.18,2.00,91.00,"444,834.00"
Amber Mykoserocin,Metropolis,Jita,1.00,"1,481.21","1,480.21",99.93,300.00,"5,413.00","444,063.00"
Badly Corrupted Holoreel,Metropolis,Jita,"2,001.00","150,000.00","147,999.00",98.67,3.00,5.00,"443,997.00"
Women's 'Bitwave Glacier' Augmentation,Metropolis,Jita,"530,046.10","86,900.45","443,145.70",83.61,1.00,38.00,"443,145.70"
Maelstrom Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"650,000.00","207,022.20","442,977.80",68.15,1.00,5.00,"442,977.80"
Large 'Accommodation' Vestment Reconstructer I,Metropolis,Jita,"49,286.01","17,646.11","31,639.90",64.20,14.00,599.00,"442,958.60"
Quantum Microprocessor,Metropolis,Jita,"27,778.26","76,954.99","49,176.73",63.90,9.00,"53,797.00","442,590.60"
Small Ghoul Compact Energy Nosferatu,Metropolis,Jita,"38,758.33","1,932.40","36,825.93",95.01,12.00,"1,387.00","441,911.20"
Forged Frigate Blueprints,Metropolis,Jita,1.00,"440,750.00","440,749.00",100.00,1.00,1.00,"440,749.00"
Mass Production,Metropolis,Jita,"100,006.00","210,058.20","110,052.20",52.39,4.00,53.00,"440,208.90"
Incursus Valimor Legacy SKIN (Permanent),Metropolis,Jita,"1,500,000.00","1,059,999.00","440,001.00",29.33,1.00,1.00,"440,001.00"
Zainou 'Gnome' Shield Operation SP-901,Metropolis,Jita,"650,000.00","1,090,000.00","440,000.00",40.37,1.00,13.00,"440,000.00"
Military Experts and You,Metropolis,Jita,1.00,"439,998.00","439,997.00",100.00,1.00,5.00,"439,997.00"
Small EMP Smartbomb I,Metropolis,Jita,"110,000.00","47,187.49","62,812.50",57.10,7.00,12.00,"439,687.50"
